region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
г. Москва;NULL;0.06427;0.02603;0.10142;NULL;-0.25120;-0.32526;-0.18022;NULL;-0.02182;-0.05600;0.01156;NULL;0.09094;-0.26282;0.36729;NULL;0.02388;-0.25852;0.25760;NULL;0.06130;-0.15032;0.24342;NULL;0.35416;0.02370;0.59675;NULL;0.35675;0.15006;0.52532;NULL;0.36580;0.19854;0.50689;NULL;NULL;NULL;NULL;NULL;0.40041;0.02921;0.65868;NULL;0.51470;0.21625;0.72325
г. Санкт-Петербург;NULL;0.22972;0.18161;0.27574;NULL;-0.08023;-0.17195;0.00605;NULL;0.14083;0.09794;0.18220;NULL;0.47515;0.32479;0.60008;NULL;0.30021;0.14744;0.43225;NULL;0.38852;0.28476;0.48106;NULL;0.41544;-0.08544;0.72444;NULL;0.58550;0.34726;0.75509;NULL;0.55210;0.34937;0.70572;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
г. Севастополь;NULL;-0.08962;-0.51163;0.23811;NULL;0.19981;-0.12659;0.44895;NULL;-0.01550;-0.28982;0.21266;NULL;NULL;NULL;NULL;NULL;0.10836;-0.55074;0.52767;NULL;0.25947;-0.25860;0.60154;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Еврейская автономная область;NULL;0.21494;-0.40713;0.60457;NULL;0.45607;-0.09672;0.77212;NULL;0.33010;-0.05930;0.60246;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.58390;0.06977;0.85402;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Забайкальский край;NULL;0.10227;-0.20014;0.34258;NULL;0.27438;-0.14626;0.56626;NULL;0.15243;-0.08575;0.34852;NULL;0.28677;-0.16597;0.59301;NULL;NULL;NULL;NULL;NULL;0.48947;0.19492;0.69644;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Ивановская область;NULL;0.08144;-0.18924;0.30524;NULL;-0.07255;-0.40966;0.20136;NULL;-0.00487;-0.21429;0.17728;NULL;NULL;NULL;NULL;NULL;0.09562;-0.75018;0.59667;NULL;0.15607;-0.61794;0.62143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Иркутская область;NULL;-0.07296;-0.24721;0.08260;NULL;0.14087;-0.04790;0.30320;NULL;-0.00833;-0.13766;0.10980;NULL;0.25632;-0.11165;0.52733;NULL;0.34230;0.10593;0.52969;NULL;0.25209;0.04231;0.42646;NULL;NULL;NULL;NULL;NULL;0.39493;-0.36663;0.78891;NULL;0.33226;-0.34055;0.71952;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Кабардино-Балкарская Республика;NULL;-0.63891;-1.11570;-0.24676;NULL;-0.49329;-1.07817;-0.04154;NULL;-0.62135;-0.98835;-0.30727;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Калининградская область;NULL;0.29529;0.09071;0.46473;NULL;0.02054;-0.27008;0.25769;NULL;0.15548;-0.01358;0.30301;NULL;0.51053;-0.08327;0.82733;NULL;-0.09456;-0.71996;0.33933;NULL;0.01235;-0.46449;0.36342;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Калужская область;NULL;-0.19477;-0.49983;0.06200;NULL;0.20036;-0.08464;0.42640;NULL;-0.04066;-0.25088;0.14243;NULL;NULL;NULL;NULL;NULL;0.37055;-0.21289;0.71853;NULL;0.25922;-0.27548;0.61040;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Камчатский край;NULL;-0.17839;-0.68352;0.20452;NULL;0.42815;-0.09262;0.74294;NULL;0.03148;-0.32829;0.31434;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.29082;-0.49328;0.72439;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Карачаево-Черкесская Республика;NULL;-0.70687;-1.38783;-0.19594;NULL;-0.23246;-0.94024;0.24950;NULL;-0.53950;-1.02080;-0.15697;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Кемеровская область;NULL;-0.06970;-0.24453;0.08593;NULL;0.15535;-0.03811;0.32079;NULL;0.01752;-0.11074;0.13436;NULL;0.39007;0.05263;0.63091;NULL;0.24435;-0.03330;0.46297;NULL;0.29404;0.08590;0.46536;NULL;NULL;NULL;NULL;NULL;0.09568;-0.71567;0.57946;NULL;0.33460;-0.24510;0.68786;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.46790;-0.19378;0.81369
Кировская область;NULL;0.13488;-0.06337;0.30474;NULL;-0.02414;-0.23788;0.15987;NULL;0.01114;-0.13723;0.14454;NULL;0.29287;-0.31732;0.66735;NULL;0.03837;-0.30204;0.30589;NULL;-0.07754;-0.41740;0.19691;NULL;NULL;NULL;NULL;NULL;0.40305;-0.36601;0.79322;NULL;0.32538;-0.52935;0.76511;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Костромская область;NULL;-0.05576;-0.75591;0.41638;NULL;0.39555;-0.15795;0.72873;NULL;0.14146;-0.29290;0.45977;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.00577;-1.11068;0.61541;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Краснодарский край;NULL;-0.03743;-0.17281;0.08588;NULL;0.23706;0.11998;0.34166;NULL;0.05121;-0.04157;0.13756;NULL;0.42365;0.11566;0.64600;NULL;0.33479;0.09710;0.52134;NULL;0.25952;0.04929;0.43312;NULL;NULL;NULL;NULL;NULL;0.28213;-0.59708;0.72958;NULL;-0.08303;-1.17872;0.52830;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Красноярский край;NULL;-0.01053;-0.15389;0.11888;NULL;0.01112;-0.18031;0.17765;NULL;-0.01468;-0.12886;0.09045;NULL;0.31890;-0.00064;0.55636;NULL;0.16836;-0.08740;0.37571;NULL;0.17607;-0.02871;0.34871;NULL;NULL;NULL;NULL;NULL;0.41530;-0.18974;0.75637;NULL;0.37741;-0.13525;0.69591;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Курганская область;NULL;0.08561;-0.12812;0.26713;NULL;0.08137;-0.22712;0.32506;NULL;0.09951;-0.06833;0.24633;NULL;NULL;NULL;NULL;NULL;-0.05001;-0.87291;0.45310;NULL;0.10241;-0.56224;0.52475;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Курская область;NULL;0.18582;-0.02132;0.36015;NULL;0.29338;0.06713;0.47669;NULL;0.23221;0.08335;0.36250;NULL;0.58860;0.14011;0.83943;NULL;0.45178;0.13995;0.67280;NULL;0.49503;0.25277;0.67526;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Ленинградская область;NULL;0.07988;-0.06768;0.21222;NULL;-0.22628;-0.45828;-0.02324;NULL;-0.03660;-0.16070;0.07755;NULL;-1.25736;NULL;NULL;NULL;-0.40649;-1.32060;0.20260;NULL;-0.83442;-1.77718;-0.15962;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-4.64765;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Липецкая область;NULL;-0.03552;-0.28364;0.17434;NULL;0.19894;-0.05011;0.40082;NULL;0.05648;-0.11791;0.20948;NULL;0.12713;-0.56802;0.56098;NULL;0.23783;-0.28556;0.58275;NULL;0.16740;-0.23902;0.46482;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Магаданская область;NULL;0.09563;-0.82259;0.60654;NULL;NULL;NULL;NULL;NULL;0.22013;-0.49520;0.63972;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Московская область;NULL;0.13116;0.08037;0.17987;NULL;0.21659;0.14380;0.28472;NULL;0.15663;0.11518;0.19664;NULL;0.53439;0.37294;0.66407;NULL;0.52569;0.40134;0.63046;NULL;0.50168;0.40022;0.59034;NULL;0.61478;0.26783;0.82626;NULL;0.20159;-0.14610;0.46435;NULL;0.30844;0.04957;0.51200;NULL;NULL;NULL;NULL;NULL;0.70566;0.38987;0.88457;NULL;0.69094;0.39078;0.86875
Мурманская область;NULL;0.13238;-0.21984;0.40302;NULL;-0.18527;-0.91978;0.30863;NULL;0.04456;-0.26492;0.29343;NULL;NULL;NULL;NULL;NULL;0.26554;-0.69669;0.74688;NULL;0.33119;-0.35408;0.72049;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Ненецкий автономный округ;NULL;-0.92017;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-1.04040;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Нижегородская область;NULL;-0.15916;-0.35817;0.01768;NULL;-0.02490;-0.23296;0.15589;NULL;-0.12568;-0.27048;0.00662;NULL;0.38170;-0.05657;0.67315;NULL;0.34777;0.07087;0.55980;NULL;0.28603;0.03645;0.48576;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Новгородская область;NULL;0.22340;-0.08006;0.46103;NULL;0.46656;0.20536;0.66007;NULL;0.32530;0.12681;0.48953;NULL;0.14149;-0.80141;0.66568;NULL;NULL;NULL;NULL;NULL;0.45933;0.03317;0.73255;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Новосибирская область;NULL;0.02523;-0.10249;0.14171;NULL;0.01637;-0.12974;0.14752;NULL;-0.01418;-0.11214;0.07718;NULL;0.19761;-0.15294;0.46350;NULL;0.14853;-0.11308;0.36071;NULL;0.05793;-0.17058;0.25151;NULL;NULL;NULL;NULL;NULL;0.63690;0.18953;0.87251;NULL;0.60667;0.18084;0.84616;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Омская область;NULL;-0.06132;-0.22735;0.08714;NULL;0.25949;0.11068;0.38909;NULL;0.07643;-0.03548;0.17905;NULL;0.19181;-0.10288;0.42387;NULL;0.37486;0.17533;0.53674;NULL;0.28850;0.12308;0.42986;NULL;NULL;NULL;NULL;NULL;0.45608;0.06120;0.71440;NULL;0.41794;0.04767;0.67110;NULL;NULL;NULL;NULL;NULL;0.55631;0.00754;0.84439;NULL;0.56250;0.08339;0.82948
Оренбургская область;NULL;0.12902;-0.09461;0.31635;NULL;0.06804;-0.22935;0.30758;NULL;0.10986;-0.06332;0.26087;NULL;NULL;NULL;NULL;NULL;0.23263;-0.34184;0.60059;NULL;0.39383;0.01844;0.65177;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Орловская область;NULL;0.05327;-0.28220;0.32005;NULL;-0.05628;-0.42254;0.23509;NULL;-0.02020;-0.26459;0.18773;NULL;NULL;NULL;NULL;NULL;0.46607;0.01376;0.74746;NULL;0.36933;-0.06026;0.65811;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Пензенская область;NULL;-0.06994;-0.26033;0.09667;NULL;0.05960;-0.08089;0.18271;NULL;-0.18858;-0.31804;-0.07034;NULL;0.19116;-0.27511;0.51293;NULL;-0.02400;-0.27343;0.17819;NULL;-0.52281;-0.84271;-0.25417;NULL;NULL;NULL;NULL;NULL;-0.22307;-0.86342;0.19886;NULL;-0.87263;-1.74345;-0.26700;NULL;NULL;NULL;NULL;NULL;-0.00803;-0.79976;0.44378;NULL;-0.78751;NULL;NULL
Пермский край;NULL;0.13867;-0.06844;0.31533;NULL;-0.01371;-0.30119;0.22336;NULL;0.06568;-0.10082;0.21308;NULL;0.29954;-0.56198;0.75392;NULL;-0.18109;-0.94411;0.32928;NULL;-0.13838;-0.74648;0.29696;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Приморский край;NULL;0.00915;-0.17713;0.17277;NULL;-0.15437;-0.40004;0.05667;NULL;-0.08730;-0.23692;0.04835;NULL;0.67082;0.35200;0.86009;NULL;-0.15865;-0.59787;0.18100;NULL;0.07315;-0.23639;0.32138;NULL;NULL;NULL;NULL;NULL;-0.45243;-1.77125;0.31087;NULL;-0.27568;-1.37578;0.38534;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Псковская область;NULL;-0.04634;-0.44282;0.26361;NULL;0.06279;-0.32588;0.35959;NULL;-0.02022;-0.29511;0.20901;NULL;NULL;NULL;NULL;NULL;-0.17774;-0.93859;0.33118;NULL;-0.10157;-0.74981;0.34842;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Адыгея;NULL;-1.41132;NULL;NULL;NULL;0.01779;-0.85597;0.54208;NULL;-0.78483;-1.55937;-0.20416;NULL;-2.11608;NULL;NULL;NULL;-0.77937;NULL;NULL;NULL;-1.47590;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Алтай;NULL;0.14271;-0.14608;0.37220;NULL;0.28755;-0.07164;0.54573;NULL;0.17722;-0.04489;0.36117;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.31213;-0.42360;0.71625;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Башкортостан;NULL;-0.43690;-0.67146;-0.23014;NULL;0.14123;-0.04997;0.30304;NULL;-0.22192;-0.37954;-0.07938;NULL;-0.13396;-0.63654;0.23712;NULL;0.04131;-0.30779;0.30938;NULL;-0.15810;-0.47017;0.09777;NULL;0.15031;-0.88512;0.67942;NULL;0.04539;-0.66520;0.48390;NULL;-0.06950;-0.69507;0.35504;NULL;NULL;NULL;NULL;NULL;-1.13652;NULL;NULL;NULL;-1.63631;NULL;NULL
Республика Бурятия;NULL;0.00869;-0.26167;0.23207;NULL;-0.44184;-0.90728;-0.07606;NULL;-0.18535;-0.42226;0.01907;NULL;NULL;NULL;NULL;NULL;-0.56492;-1.73260;0.14682;NULL;-0.29890;-1.10478;0.23765;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Дагестан;NULL;-3.64212;NULL;NULL;NULL;-0.32680;-1.13665;0.18352;NULL;-2.29130;NULL;NULL;NULL;-0.64454;NULL;NULL;NULL;-0.30714;NULL;NULL;NULL;-0.66897;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Ингушетия;NULL;-0.86691;-1.87235;-0.19622;NULL;-2.59104;NULL;NULL;NULL;-1.08053;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Калмыкия;NULL;-0.37733;-0.65911;-0.13343;NULL;-0.20481;-0.49563;0.03975;NULL;-0.36159;-0.56901;-0.17589;NULL;NULL;NULL;NULL;NULL;0.32859;-0.31330;0.70253;NULL;0.17311;-0.50966;0.59645;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Карелия;NULL;0.17135;-0.02956;0.34200;NULL;-0.09974;-0.39846;0.14604;NULL;0.05960;-0.10452;0.20472;NULL;0.35834;-0.44461;0.77575;NULL;0.09291;-0.41465;0.44651;NULL;-0.00002;-0.48194;0.35290;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Коми;NULL;-0.07048;-0.39714;0.19577;NULL;-0.02025;-0.52614;0.34676;NULL;-0.05473;-0.31985;0.16846;NULL;0.26838;-0.41289;0.67329;NULL;0.31879;-0.38399;0.71589;NULL;0.25897;-0.21517;0.58193;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Крым;NULL;-0.14103;-0.41703;0.09245;NULL;0.20226;-0.04309;0.40203;NULL;-0.00024;-0.18545;0.16245;NULL;0.19063;-0.40521;0.57671;NULL;0.20013;-0.24073;0.51262;NULL;0.15462;-0.19906;0.42476;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Марий Эл;NULL;-0.15930;-1.02002;0.39515;NULL;0.13182;-0.56051;0.56351;NULL;-0.07478;-0.62142;0.32159;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Мордовия;NULL;-0.47278;-0.92147;-0.11831;NULL;0.21192;-0.05652;0.42048;NULL;-0.16498;-0.41969;0.04950;NULL;0.24688;-0.83673;0.74778;NULL;0.26174;-0.27066;0.59353;NULL;0.12887;-0.39218;0.47782;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.31989;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
