region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
Алтайский край;NULL;-0.08212;-0.25454;0.07077;NULL;0.07854;-0.07592;0.21428;NULL;-0.04918;-0.16804;0.05969;NULL;0.35055;-0.00386;0.60112;NULL;0.29317;0.08759;0.46019;NULL;0.21111;0.01537;0.37504;NULL;NULL;NULL;NULL;NULL;0.40674;0.04178;0.65326;NULL;0.35122;0.00257;0.59799;NULL;NULL;NULL;NULL;NULL;0.49463;-0.05418;0.79250;NULL;0.44666;-0.09484;0.75656
Амурская область;NULL;0.31953;0.10778;0.48968;NULL;0.05107;-0.32473;0.33575;NULL;0.23914;0.05961;0.39037;NULL;-0.07968;-0.83244;0.39493;NULL;0.39538;-0.01220;0.66378;NULL;0.24558;-0.09238;0.49485;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.65138;0.20436;0.87907;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Архангельская область;NULL;0.09950;-0.07821;0.25391;NULL;0.16744;-0.00549;0.31552;NULL;0.08344;-0.04437;0.19867;NULL;0.39455;0.07213;0.62579;NULL;0.21828;-0.01700;0.40782;NULL;0.14132;-0.07443;0.32185;NULL;NULL;NULL;NULL;NULL;0.45694;0.07349;0.70503;NULL;0.33153;-0.06808;0.60626;NULL;NULL;NULL;NULL;NULL;0.29928;-0.50021;0.71662;NULL;0.31832;-0.41496;0.71929
Астраханская область;NULL;0.05578;-0.13505;0.22041;NULL;-0.04761;-0.32083;0.17880;NULL;0.02261;-0.12988;0.15838;NULL;0.37986;-0.01551;0.64655;NULL;0.21577;-0.20640;0.51427;NULL;0.30315;0.03151;0.51264;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Белгородская область;NULL;-0.13642;-0.44216;0.11297;NULL;0.38353;0.18598;0.54199;NULL;0.15329;-0.01418;0.29781;NULL;-0.76274;NULL;NULL;NULL;0.64525;0.35366;0.82664;NULL;0.37085;0.03735;0.60703;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Брянская область;NULL;-0.31182;-0.85644;0.09707;NULL;0.22448;-0.09548;0.46636;NULL;-0.06555;-0.36436;0.17912;NULL;-2.59274;NULL;NULL;NULL;0.54503;0.02076;0.82538;NULL;-0.08109;-0.87168;0.41861;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Владимирская область;NULL;0.31085;-0.02754;0.55934;NULL;0.23453;-0.05756;0.46127;NULL;0.23135;0.00891;0.41433;NULL;NULL;NULL;NULL;NULL;0.37284;-0.07280;0.66401;NULL;0.30814;-0.12477;0.60366;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Волгоградская область;NULL;-0.22609;-0.34450;-0.11634;NULL;-0.06589;-0.19391;0.05044;NULL;-0.18302;-0.27093;-0.10019;NULL;0.18695;-0.14144;0.43684;NULL;0.03673;-0.17910;0.21889;NULL;-0.03171;-0.22796;0.13834;NULL;0.14357;-0.73624;0.62873;NULL;0.13279;-0.21837;0.39686;NULL;0.00055;-0.36119;0.28048;NULL;NULL;NULL;NULL;NULL;0.50678;-0.02540;0.79708;NULL;0.42799;-0.13434;0.74869
Вологодская область;NULL;0.02941;-0.13536;0.17466;NULL;0.11220;-0.10027;0.29050;NULL;0.05439;-0.07388;0.17019;NULL;0.24729;-0.31007;0.60146;NULL;0.22675;-0.15277;0.50029;NULL;0.18769;-0.12769;0.42965;NULL;NULL;NULL;NULL;NULL;0.07931;-1.00000;0.63077;NULL;-0.02581;-0.97357;0.51583;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Воронежская область;NULL;-0.00960;-0.13685;0.10624;NULL;0.03224;-0.11512;0.16366;NULL;-0.00608;-0.10227;0.08338;NULL;0.11495;-0.37766;0.45921;NULL;0.20635;-0.06483;0.42051;NULL;0.11892;-0.12825;0.32189;NULL;NULL;NULL;NULL;NULL;0.15720;-0.55209;0.58292;NULL;-0.04814;-0.78519;0.42403;NULL;NULL;NULL;NULL;NULL;0.03831;-1.07294;0.61260;NULL;0.06490;-0.98464;0.61991
