region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
Алтайский край;NULL;0.27102;0.25057;0.29099;NULL;0.39611;0.37124;0.42017;NULL;0.31591;0.30013;0.33140;NULL;0.52622;0.48102;0.56825;NULL;0.62894;0.60218;0.65431;NULL;0.60253;0.57989;0.62422;NULL;0.59368;0.50018;0.67302;NULL;0.75630;0.72126;0.78800;NULL;0.72800;0.69549;0.75786;NULL;0.71045;0.53913;0.82898;NULL;0.81842;0.77923;0.85235;NULL;0.81294;0.77579;0.84543
Амурская область;NULL;0.48410;0.46214;0.50530;NULL;0.37168;0.32695;0.41397;NULL;0.46367;0.44422;0.48254;NULL;0.67853;0.63445;0.71830;NULL;0.61340;0.56684;0.65606;NULL;0.69913;0.67233;0.72421;NULL;0.68605;0.58068;0.76931;NULL;0.73403;0.67121;0.78754;NULL;0.77905;0.73778;0.81526;NULL;0.81341;0.61630;0.92274;NULL;0.81518;0.74334;0.87133;NULL;0.86547;0.81807;0.90327
Архангельская область;NULL;0.38099;0.34941;0.41129;NULL;0.40987;0.36812;0.44931;NULL;0.39202;0.36703;0.41618;NULL;0.58925;0.52074;0.64978;NULL;0.63581;0.59152;0.67629;NULL;0.62424;0.58786;0.65806;NULL;0.81039;0.65426;0.90739;NULL;0.86683;0.81833;0.90532;NULL;0.86042;0.81549;0.89694;NULL;NULL;NULL;NULL;NULL;0.85737;0.80202;0.90067;NULL;0.86305;0.81158;0.90360
Астраханская область;NULL;0.05237;0.00159;0.10073;NULL;0.22329;0.15629;0.28588;NULL;0.13800;0.09968;0.17485;NULL;0.24017;0.13396;0.33448;NULL;0.43886;0.36237;0.50797;NULL;0.46864;0.41873;0.51495;NULL;0.40473;0.15208;0.58934;NULL;0.56434;0.43684;0.66857;NULL;0.63834;0.55571;0.70836;NULL;0.48827;0.07800;0.73207;NULL;0.67883;0.55258;0.77656;NULL;0.75158;0.66896;0.81760
Белгородская область;NULL;0.20575;0.17116;0.23889;NULL;0.43924;0.40293;0.47364;NULL;0.30577;0.28139;0.32936;NULL;0.38274;0.30489;0.45217;NULL;0.56445;0.51809;0.60705;NULL;0.57959;0.54665;0.61041;NULL;0.48074;0.31348;0.60930;NULL;0.67563;0.60782;0.73377;NULL;0.70708;0.65833;0.74994;NULL;0.73336;0.57434;0.83927;NULL;0.76464;0.70263;0.81623;NULL;0.82124;0.77964;0.85648
Брянская область;NULL;0.32745;0.29328;0.36021;NULL;0.38727;0.33892;0.43275;NULL;0.35029;0.32279;0.37686;NULL;0.62991;0.56065;0.69039;NULL;0.63178;0.57774;0.68046;NULL;0.66331;0.62512;0.69847;NULL;0.67015;0.47660;0.80346;NULL;0.76578;0.68392;0.83108;NULL;0.77483;0.70992;0.82841;NULL;0.74873;0.53744;0.87802;NULL;0.81357;0.73762;0.87237;NULL;0.82821;0.76776;0.87644
Владимирская область;NULL;0.29421;0.26363;0.32377;NULL;0.40977;0.37190;0.44586;NULL;0.33821;0.31461;0.36116;NULL;0.54751;0.46865;0.61712;NULL;0.66672;0.62175;0.70766;NULL;0.64860;0.61178;0.68278;NULL;0.65190;0.48676;0.77388;NULL;0.74704;0.67656;0.80577;NULL;0.74418;0.68460;0.79519;NULL;0.76854;0.47809;0.91918;NULL;0.85206;0.78696;0.90183;NULL;0.85652;0.79898;0.90142
Волгоградская область;NULL;-0.10191;-0.14022;-0.06483;NULL;0.28381;0.24666;0.31943;NULL;0.07047;0.04425;0.09603;NULL;0.19684;0.12972;0.25924;NULL;0.47970;0.44026;0.51691;NULL;0.45337;0.42353;0.48192;NULL;0.28354;0.12936;0.41293;NULL;0.63632;0.57945;0.68714;NULL;0.62605;0.58079;0.66735;NULL;0.48761;0.13874;0.70883;NULL;0.70788;0.63503;0.76930;NULL;0.75708;0.70212;0.80404
Вологодская область;NULL;0.43416;0.40921;0.45826;NULL;0.42982;0.39402;0.46388;NULL;0.43248;0.41211;0.45227;NULL;0.62061;0.55361;0.67960;NULL;0.64423;0.60115;0.68367;NULL;0.63455;0.59857;0.66802;NULL;0.68427;0.50731;0.80846;NULL;0.80564;0.75011;0.85165;NULL;0.78370;0.73032;0.82893;NULL;0.79528;0.56444;0.92091;NULL;0.84518;0.78613;0.89156;NULL;0.83808;0.78131;0.88345
Воронежская область;NULL;0.19407;0.16876;0.21872;NULL;0.35678;0.32575;0.38665;NULL;0.25563;0.23622;0.27463;NULL;0.42058;0.36877;0.46883;NULL;0.54925;0.51432;0.58222;NULL;0.54146;0.51500;0.56677;NULL;0.49543;0.37087;0.59927;NULL;0.74094;0.69156;0.78428;NULL;0.71211;0.67017;0.74992;NULL;0.73344;0.56981;0.84524;NULL;0.76567;0.70694;0.81538;NULL;0.79405;0.74742;0.83407
