data_point;region;gender;age_group;count_zab;count_hosp;count_severe;count_death
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;M;18-59;565;61;9;5
2022.04_13-10-2022;Чувашская Республика;M;18-59;269;102;16;7
2022.05.B_02-09-2022;Алтайский край;M;60-69;303;123;34;15
2022.05.B_02-09-2022;Алтайский край;F;20-29;169;17;0;0
2022.05.B_02-09-2022;Алтайский край;F;70-79;220;82;21;9
2022.05.B_02-09-2022;Амурская область;M;0-9;49;6;2;1
2022.05.B_02-09-2022;Амурская область;M;60-69;70;28;9;1
2022.05.B_02-09-2022;Амурская область;F;50-59;93;16;2;1
2022.05.B_02-09-2022;Архангельская область;M;окт.19;71;8;1;0
2022.05.B_02-09-2022;Архангельская область;M;80+;39;22;5;3
2022.05.B_02-09-2022;Астраханская область;M;50-59;74;25;2;1
2022.05.B_02-09-2022;Астраханская область;F;20-29;92;17;1;0
2022.05.B_02-09-2022;Астраханская область;F;30-39;121;13;0;0
2022.05.B_02-09-2022;Астраханская область;F;70-79;113;42;8;4
2022.05.B_02-09-2022;Белгородская область;F;0-9;23;12;0;0
2022.06.B_02-09-2022;Еврейская автономная область;F;0-9;24;1;0;0
2022.06.B_02-09-2022;Забайкальский край;M;30-39;65;36;1;0
2022.06.B_02-09-2022;Забайкальский край;F;0-9;91;31;2;0
2022.06.B_02-09-2022;Забайкальский край;F;60-69;44;18;3;1
2022.06.B_02-09-2022;Ивановская область;M;0-9;229;14;0;0
2022.06.B_02-09-2022;Ивановская область;M;60-69;98;31;0;1
2022.06.B_02-09-2022;Ивановская область;F;окт.19;75;3;0;0
2022.06.B_02-09-2022;Иркутская область;F;30-39;157;24;2;1
2022.06.B_02-09-2022;Кабардино-Балкарская Республика;M;окт.19;24;3;0;0
2022.06.B_02-09-2022;Кабардино-Балкарская Республика;M;50-59;52;8;4;0
2022.06.B_02-09-2022;Кабардино-Балкарская Республика;F;20-29;58;1;0;0
2022.06.B_02-09-2022;Кабардино-Балкарская Республика;F;30-39;64;11;1;0
2022.06.B_02-09-2022;Калужская область;F;30-39;66;11;0;0
2022.06.B_02-09-2022;Калужская область;F;70-79;75;29;5;4
2022.06.B_02-09-2022;Камчатский край;M;30-39;19;2;0;0
2022.06.B_02-09-2022;Камчатский край;F;0-9;47;9;0;0
2022.06.B_02-09-2022;Карачаево-Черкесская Республика;M;50-59;8;2;0;0
2022.06.B_02-09-2022;Карачаево-Черкесская Республика;M;80+;4;1;0;0
2022.06.B_02-09-2022;Кировская область;F;50-59;115;18;2;2
2022.06.B_02-09-2022;Костромская область;M;0-9;28;14;0;0
2022.06.B_02-09-2022;Костромская область;M;60-69;32;13;1;0
2022.06.B_02-09-2022;Костромская область;F;50-59;27;7;1;1
2022.06.B_02-09-2022;Краснодарский край;M;50-59;98;30;7;5
2022.06.B_02-09-2022;Краснодарский край;M;80+;48;27;6;3
2022.06.B_02-09-2022;Краснодарский край;F;20-29;83;12;0;0
2022.06.B_02-09-2022;Краснодарский край;F;70-79;112;40;3;2
2022.06.B_02-09-2022;Красноярский край;F;40-49;163;38;6;2
2022.06.B_02-09-2022;Курская область;M;20-29;65;11;1;0
2022.06.B_02-09-2022;Курская область;M;70-79;63;37;8;3
2022.06.B_02-09-2022;Курская область;F;80+;89;52;15;10
2022.06.B_02-09-2022;Ленинградская область;M;30-39;104;17;1;1
2022.06.B_02-09-2022;Ленинградская область;F;0-9;80;6;0;0
2022.06.B_02-09-2022;Ленинградская область;F;40-49;120;16;2;2
2022.06.B_02-09-2022;Ленинградская область;F;60-69;178;26;3;1
2022.06.B_02-09-2022;Липецкая область;M;0-9;80;12;0;0
2022.06.B_02-09-2022;Липецкая область;M;40-49;72;12;2;2
2022.06.B_02-09-2022;Липецкая область;M;60-69;91;35;7;4
2022.06.B_02-09-2022;Липецкая область;M;80+;29;10;2;1
2022.06.B_02-09-2022;Магаданская область;F;50-59;4;0;0;0
2022.06.B_02-09-2022;Московская область;M;0-9;1522;229;8;0
2022.06.B_02-09-2022;Московская область;M;40-49;528;86;7;2
2022.06.B_02-09-2022;Мурманская область;M;20-29;20;3;2;0
2022.06.B_02-09-2022;Ненецкий автономный округ;M;50-59;4;1;0;0
2022.06.B_02-09-2022;Ненецкий автономный округ;M;80+;1;0;0;0
2022.06.B_02-09-2022;Ненецкий автономный округ;F;20-29;4;1;0;0
2022.06.B_02-09-2022;Нижегородская область;M;40-49;135;51;5;5
2022.06.B_02-09-2022;Новгородская область;M;70-79;38;19;7;5
2022.06.B_02-09-2022;Новгородская область;F;80+;57;26;7;5
2022.06.B_02-09-2022;Новосибирская область;M;30-39;102;21;2;0
2022.06.B_02-09-2022;Новосибирская область;F;0-9;145;23;1;0
2022.06.B_02-09-2022;Новосибирская область;F;40-49;133;26;3;3
2022.06.B_02-09-2022;Новосибирская область;F;50-59;120;21;6;4
2022.06.B_02-09-2022;Алтайский край;M;60-69;200;90;27;11
2022.06.B_02-09-2022;Алтайский край;F;50-59;157;22;7;3
2022.06.B_02-09-2022;Амурская область;F;80+;23;17;10;5
2022.06.B_02-09-2022;Архангельская область;M;60-69;150;83;20;6
2022.06.B_02-09-2022;Архангельская область;M;80+;41;27;7;4
2022.06.B_02-09-2022;Архангельская область;F;20-29;79;10;0;0
2022.06.B_02-09-2022;Астраханская область;M;40-49;59;12;1;0
2022.06.B_02-09-2022;Белгородская область;F;30-39;43;5;1;0
2022.06.B_02-09-2022;Брянская область;F;50-59;40;2;0;0
2022.06.B_02-09-2022;Владимирская область;M;окт.19;14;2;0;0
2022.06.B_02-09-2022;Владимирская область;F;30-39;36;5;0;0
2022.06.B_02-09-2022;Волгоградская область;F;30-39;379;32;5;3
2022.06.B_02-09-2022;Вологодская область;M;окт.19;75;12;1;0
2022.06.B_02-09-2022;Вологодская область;M;50-59;88;20;7;4
2022.06.B_02-09-2022;Воронежская область;M;окт.19;86;11;3;0
2022.06.B_02-09-2022;Воронежская область;F;20-29;267;12;1;1
2022.06.B_02-09-2022;Воронежская область;F;30-39;297;14;2;0
2022.06.B_02-09-2022;г. Москва;M;40-49;400;26;17;8
2022.06.B_02-09-2022;г. Санкт-Петербург;M;окт.19;89;30;6;0
2022.06.B_02-09-2022;г. Санкт-Петербург;M;50-59;314;109;28;12
2022.06.B_02-09-2022;г. Санкт-Петербург;F;20-29;443;71;4;0
2022.06.B_02-09-2022;г. Санкт-Петербург;F;30-39;499;68;3;1
2022.06.B_02-09-2022;г. Севастополь;F;30-39;27;5;0;0
2022.06.B_02-09-2022;Еврейская автономная область;M;20-29;9;1;0;0
2022.06.B_02-09-2022;Еврейская автономная область;M;70-79;11;8;0;1
2022.06.B_02-09-2022;Еврейская автономная область;F;80+;19;18;0;5
2022.06.B_02-09-2022;Забайкальский край;M;20-29;25;6;0;0
2022.06.B_02-09-2022;Забайкальский край;M;70-79;21;14;3;3
2022.06.B_02-09-2022;Забайкальский край;F;40-49;60;17;0;0
2022.06.B_02-09-2022;Ивановская область;M;40-49;72;9;2;1
2022.06.B_02-09-2022;Ивановская область;M;50-59;89;15;1;2
2022.06.B_02-09-2022;Ивановская область;M;80+;26;11;1;1
2022.06.B_02-09-2022;Иркутская область;M;окт.19;72;8;0;0
2022.06.B_02-09-2022;Иркутская область;F;20-29;139;21;1;0
2022.06.B_02-09-2022;Иркутская область;F;70-79;144;87;18;8
2022.06.B_02-09-2022;Кабардино-Балкарская Республика;M;80+;15;2;2;0
2022.06.B_02-09-2022;Кабардино-Балкарская Республика;F;70-79;42;4;2;1
2022.06.B_02-09-2022;Калининградская область;M;30-39;45;2;0;0
2022.06.B_02-09-2022;Калининградская область;F;40-49;57;6;0;0
2022.06.B_02-09-2022;Калининградская область;F;80+;30;21;7;5
2022.06.B_02-09-2022;Калужская область;M;50-59;56;15;2;1
2022.06.B_02-09-2022;Камчатский край;M;20-29;14;1;0;0
2022.06.B_02-09-2022;Камчатский край;M;70-79;27;19;2;0
2022.06.B_02-09-2022;Камчатский край;F;40-49;17;3;1;1
2022.06.B_02-09-2022;Карачаево-Черкесская Республика;F;окт.19;3;0;0;0
2022.06.B_02-09-2022;Карачаево-Черкесская Республика;F;30-39;13;0;0;0
2022.06.B_02-09-2022;Кемеровская область;M;30-39;154;45;11;5
2022.06.B_02-09-2022;Кемеровская область;F;40-49;132;31;7;6
2022.06.B_02-09-2022;Кемеровская область;F;60-69;197;88;9;2
2022.06.B_02-09-2022;Кемеровская область;F;80+;108;77;13;20
2022.06.B_02-09-2022;Кировская область;M;0-9;60;12;0;0
2022.06.B_02-09-2022;Кировская область;M;40-49;67;13;5;3
2022.06.B_02-09-2022;Кировская область;M;60-69;106;41;11;5
2022.06.B_02-09-2022;Республика Северная Осетия - Алания;F;50-59;43;0;0;0
2022.06.B_02-09-2022;Республика Северная Осетия - Алания;F;70-79;18;3;0;0
2022.06.B_02-09-2022;Республика Татарстан;M;окт.19;163;21;0;0
2022.06.B_02-09-2022;Республика Хакасия;M;40-49;12;2;0;0
2022.06.B_02-09-2022;Республика Хакасия;M;70-79;13;10;4;2
2022.06.B_02-09-2022;Ростовская область;M;20-29;115;15;3;0
2022.06.B_02-09-2022;Ростовская область;F;40-49;152;19;4;3
2022.06.B_02-09-2022;Ростовская область;F;70-79;199;78;25;6
2022.06.B_02-09-2022;Рязанская область;F;30-39;142;2;0;0
2022.06.B_02-09-2022;Рязанская область;F;50-59;152;12;0;0
2022.06.B_02-09-2022;Самарская область;M;20-29;85;6;0;0
2022.06.B_02-09-2022;Самарская область;F;30-39;132;22;7;3
2022.06.B_02-09-2022;Самарская область;F;50-59;116;16;1;1
2022.06.B_02-09-2022;Самарская область;F;70-79;172;73;11;7
2022.06.B_02-09-2022;Саратовская область;M;30-39;139;25;6;2
2022.06.B_02-09-2022;Саратовская область;F;0-9;134;57;5;0
2022.06.B_02-09-2022;Саратовская область;F;20-29;141;26;2;0
2022.06.B_02-09-2022;Саратовская область;F;60-69;270;76;22;2
2022.06.B_02-09-2022;Сахалинская область;M;20-29;9;1;1;0
2022.06.B_02-09-2022;Сахалинская область;F;30-39;8;2;0;0
2022.06.B_02-09-2022;Сахалинская область;F;50-59;10;4;1;0
2022.06.B_02-09-2022;Сахалинская область;F;70-79;24;18;3;1
2022.06.B_02-09-2022;Свердловская область;M;0-9;539;139;6;2
2022.06.B_02-09-2022;Свердловская область;M;20-29;181;11;0;0
2022.06.B_02-09-2022;Свердловская область;M;60-69;201;84;7;4
2022.06.B_02-09-2022;Смоленская область;M;30-39;41;2;0;1
2022.06.B_02-09-2022;Смоленская область;F;0-9;21;5;0;0
2022.06.B_02-09-2022;Смоленская область;F;20-29;30;2;0;0
2022.06.B_02-09-2022;Смоленская область;F;60-69;79;24;9;7
2022.06.B_02-09-2022;Ставропольский край;M;80+;48;30;8;5
2022.06.B_02-09-2022;Тамбовская область;M;0-9;31;5;0;0
2022.06.B_02-09-2022;Тамбовская область;M;окт.19;8;0;0;0
2022.06.B_02-09-2022;Тамбовская область;M;60-69;75;23;4;4
2022.06.B_02-09-2022;Тверская область;M;20-29;16;0;0;0
2022.06.B_02-09-2022;Тверская область;M;60-69;58;22;1;0
2022.06.B_02-09-2022;Тверская область;F;40-49;47;6;2;2
2022.06.B_02-09-2022;Тверская область;F;50-59;63;6;0;0
2022.06.B_02-09-2022;Тверская область;F;70-79;70;27;4;2
2022.06.B_02-09-2022;Томская область;M;30-39;63;15;5;3
2022.06.B_02-09-2022;Томская область;F;0-9;48;9;0;0
2022.06.B_02-09-2022;Томская область;F;20-29;93;13;0;0
2022.06.B_02-09-2022;Томская область;F;60-69;110;52;8;7
2022.06.B_02-09-2022;Тульская область;M;40-49;89;15;1;2
2022.06.B_02-09-2022;Удмуртская Республика;M;80+;13;11;3;2
2022.06.B_02-09-2022;Удмуртская Республика;F;40-49;41;3;0;0
2022.06.B_02-09-2022;Удмуртская Республика;F;70-79;37;14;4;1
2022.06.B_02-09-2022;Ульяновская область;F;окт.19;18;2;0;0
2022.06.B_02-09-2022;Ульяновская область;F;30-39;53;4;1;1
2022.06.B_02-09-2022;Ульяновская область;F;50-59;71;11;2;2
2022.06.B_02-09-2022;Хабаровский край;M;40-49;46;19;2;2
2022.06.B_02-09-2022;Хабаровский край;M;50-59;42;17;1;0
2022.06.B_02-09-2022;Хабаровский край;M;70-79;38;18;1;2
2022.06.B_02-09-2022;Хабаровский край;F;80+;39;19;1;0
2022.08.B_16-09-2022;Магаданская область;F;30-39;64;3;0;0
2022.08.B_16-09-2022;Московская область;F;30-39;9047;303;34;6
2022.08.B_16-09-2022;Мурманская область;F;30-39;287;14;0;0
2022.08.B_16-09-2022;Мурманская область;F;50-59;281;9;1;0
2022.08.B_16-09-2022;Мурманская область;F;70-79;195;38;3;3
2022.08.B_16-09-2022;Ненецкий автономный округ;M;окт.19;3;0;0;0
2022.08.B_16-09-2022;Нижегородская область;M;0-9;727;99;2;0
2022.08.B_16-09-2022;Нижегородская область;M;60-69;1479;189;12;6
2022.08.B_16-09-2022;Новгородская область;M;0-9;230;62;3;1
2022.08.B_16-09-2022;Новгородская область;M;20-29;181;7;0;0
2022.08.B_16-09-2022;Новгородская область;M;60-69;309;50;4;4
2022.08.B_16-09-2022;Омская область;M;40-49;777;63;13;8
2022.08.B_16-09-2022;Омская область;F;окт.19;349;45;2;0
2022.08.B_16-09-2022;Омская область;F;30-39;1387;84;5;2
2022.08.B_16-09-2022;Оренбургская область;M;80+;107;35;9;5
2022.08.B_16-09-2022;Оренбургская область;F;40-49;751;14;2;1
2022.08.B_16-09-2022;Орловская область;M;0-9;166;22;0;0
2022.08.B_16-09-2022;Орловская область;M;20-29;272;9;2;0
2022.08.B_16-09-2022;Орловская область;M;60-69;397;66;12;6
2022.08.B_16-09-2022;Пензенская область;M;30-39;580;15;3;2
2022.08.B_16-09-2022;Пензенская область;F;0-9;220;18;1;0
2022.08.B_16-09-2022;Пензенская область;F;50-59;1026;41;2;0
2022.08.B_16-09-2022;Пензенская область;F;70-79;874;126;13;7
2022.08.B_16-09-2022;Пермский край;M;50-59;945;48;3;1
2022.08.B_16-09-2022;Пермский край;M;70-79;533;115;8;3
2022.08.B_16-09-2022;Пермский край;F;80+;628;151;13;6
2022.08.B_16-09-2022;Псковская область;M;80+;53;23;7;7
2022.08.B_16-09-2022;Псковская область;F;40-49;425;23;1;0
2022.08.B_16-09-2022;Республика Адыгея;F;0-9;95;23;0;0
2022.08.B_16-09-2022;Республика Адыгея;F;50-59;273;14;1;1
2022.08.B_16-09-2022;Республика Адыгея;F;70-79;149;15;0;0
2022.08.B_16-09-2022;Республика Алтай;M;40-49;138;6;1;1
2022.08.B_16-09-2022;Республика Башкортостан;F;окт.19;240;67;0;0
2022.08.B_16-09-2022;Республика Башкортостан;F;30-39;727;60;6;3
2022.08.B_16-09-2022;Республика Башкортостан;F;50-59;719;38;1;2
2022.08.B_16-09-2022;Республика Бурятия;F;окт.19;313;31;0;0
2022.08.B_16-09-2022;Республика Бурятия;F;30-39;920;54;5;0
2022.08.B_16-09-2022;Республика Дагестан;M;0-9;301;51;0;0
2022.08.B_16-09-2022;Республика Дагестан;M;20-29;217;13;0;0
2022.08.B_16-09-2022;Республика Дагестан;M;60-69;343;49;2;0
2022.08.B_16-09-2022;Республика Дагестан;F;40-49;442;26;3;2
2022.08.B_16-09-2022;Республика Дагестан;F;50-59;593;42;3;1
2022.08.B_16-09-2022;Республика Ингушетия;F;30-39;43;4;0;0
2022.08.B_16-09-2022;Республика Калмыкия;M;окт.19;434;3;0;0
2022.08.B_16-09-2022;Республика Калмыкия;M;30-39;506;0;0;0
2022.08.B_16-09-2022;Республика Калмыкия;M;50-59;411;11;1;1
2022.08.B_16-09-2022;Республика Калмыкия;F;0-9;508;10;0;0
2022.08.B_16-09-2022;Республика Калмыкия;F;20-29;469;9;0;0
2022.08.B_16-09-2022;Республика Калмыкия;F;60-69;1029;24;4;1
2022.08.B_16-09-2022;Республика Калмыкия;F;80+;227;30;9;9
2022.08.B_16-09-2022;Республика Карелия;M;80+;70;22;5;7
2022.08.B_16-09-2022;Республика Карелия;F;40-49;804;20;0;0
2022.08.B_16-09-2022;Республика Коми;F;30-39;480;37;0;0
2022.08.B_16-09-2022;Республика Марий Эл;M;80+;19;8;1;0
2022.06.B_02-09-2022;Ставропольский край;F;80+;87;41;5;3
2022.06.B_02-09-2022;Тамбовская область;F;20-29;31;2;0;0
2022.06.B_02-09-2022;Тамбовская область;F;70-79;81;25;2;3
2022.06.B_02-09-2022;Тверская область;M;40-49;27;7;4;3
2022.06.B_02-09-2022;Тверская область;F;окт.19;10;0;0;0
2022.06.B_02-09-2022;Томская область;M;окт.19;27;5;0;0
2022.06.B_02-09-2022;Тульская область;M;30-39;122;10;5;2
2022.06.B_02-09-2022;Тульская область;F;0-9;187;10;0;0
2022.06.B_02-09-2022;Тульская область;F;40-49;129;5;2;0
2022.06.B_02-09-2022;Тульская область;F;80+;94;51;20;14
2022.06.B_02-09-2022;Тюменская область;M;50-59;29;10;4;2
2022.06.B_02-09-2022;Тюменская область;F;20-29;29;4;0;0
2022.06.B_02-09-2022;Тюменская область;F;30-39;53;7;0;0
2022.06.B_02-09-2022;Удмуртская Республика;M;40-49;35;9;2;1
2022.06.B_02-09-2022;Удмуртская Республика;F;окт.19;6;1;0;0
2022.06.B_02-09-2022;Ульяновская область;M;80+;15;7;1;0
2022.06.B_02-09-2022;Хабаровский край;F;окт.19;21;2;0;0
2022.06.B_02-09-2022;Ханты-Мансийский автономный округ - Югра;M;50-59;38;9;1;1
2022.06.B_02-09-2022;Ханты-Мансийский автономный округ - Югра;F;окт.19;27;0;0;0
2022.06.B_02-09-2022;Ханты-Мансийский автономный округ - Югра;F;30-39;70;9;2;0
2022.06.B_02-09-2022;Челябинская область;M;0-9;428;60;6;1
2022.06.B_02-09-2022;Челябинская область;M;60-69;357;135;19;13
2022.06.B_02-09-2022;Челябинская область;M;80+;79;47;15;12
2022.06.B_02-09-2022;Чеченская Республика;M;0-9;41;14;0;0
2022.06.B_02-09-2022;Чеченская Республика;F;50-59;27;1;0;0
2022.06.B_02-09-2022;Чувашская Республика;M;40-49;51;35;5;4
2022.06.B_02-09-2022;Чувашская Республика;M;50-59;51;36;6;1
2022.06.B_02-09-2022;Чувашская Республика;F;окт.19;16;5;1;0
2022.06.B_02-09-2022;Чукотский автономный округ;F;0-9;7;0;0;0
2022.06.B_02-09-2022;Чукотский автономный округ;F;60-69;1;1;0;0
2022.06.B_02-09-2022;Ямало-Ненецкий автономный округ;F;0-9;10;4;0;0
2022.06.B_02-09-2022;Ямало-Ненецкий автономный округ;F;60-69;8;2;1;0
2022.06_18-07-2022;Алтайский край;M;18-59;464;100;26;9
2022.06_18-07-2022;Амурская область;F;18-59;182;22;4;0
2022.06_18-07-2022;Архангельская область;F;17-;142;11;0;0
2022.06_18-07-2022;Астраханская область;M;18-59;274;61;10;4
2022.06_18-07-2022;Брянская область;M;18-59;67;17;2;2
2022.06_18-07-2022;Владимирская область;M;17-;51;11;1;0
2022.06_18-07-2022;Владимирская область;F;18-59;155;12;0;0
2022.06_18-07-2022;Волгоградская область;M;17-;427;60;1;0
2022.06_18-07-2022;Волгоградская область;F;18-59;1474;103;20;6
2022.06_18-07-2022;Вологодская область;M;17-;163;40;2;0
2022.06_18-07-2022;Вологодская область;F;18-59;550;29;2;3
2022.06_18-07-2022;Воронежская область;M;17-;209;29;7;0
2022.06_18-07-2022;г. Москва;F;17-;186;8;2;0
2022.06_18-07-2022;г. Санкт-Петербург;F;60+;1516;719;244;130
2022.06_18-07-2022;г. Севастополь;F;17-;84;15;1;0
2022.06_18-07-2022;Еврейская автономная область;M;60+;30;18;0;0
2022.06_18-07-2022;Забайкальский край;M;17-;134;49;0;0
2022.06_18-07-2022;Забайкальский край;F;18-59;207;59;0;0
2022.06_18-07-2022;Ивановская область;F;17-;268;16;0;0
2022.06_18-07-2022;Кабардино-Балкарская Республика;M;17-;146;37;6;0
2022.06_18-07-2022;Калининградская область;M;60+;53;28;6;1
2022.04.B_13-10-2022;Пензенская область;M;80+;97;61;14;10
2022.04.B_13-10-2022;Пензенская область;F;40-49;195;13;1;1
2022.04.B_13-10-2022;Пермский край;F;30-39;284;27;1;1
2022.04.B_13-10-2022;Пермский край;F;70-79;451;156;12;6
2022.04.B_13-10-2022;Приморский край;F;0-9;105;31;0;0
2022.04.B_13-10-2022;Приморский край;F;50-59;218;35;8;2
2022.04.B_13-10-2022;Приморский край;F;70-79;258;121;31;11
2022.04.B_13-10-2022;Псковская область;F;0-9;64;6;0;0
2022.04.B_13-10-2022;Псковская область;F;20-29;85;8;0;0
2022.04.B_13-10-2022;Псковская область;F;60-69;341;75;6;5
2022.04.B_13-10-2022;Псковская область;F;80+;161;82;16;12
2022.04.B_13-10-2022;Республика Алтай;M;20-29;6;0;0;0
2022.04.B_13-10-2022;Республика Алтай;M;80+;10;8;4;3
2022.04.B_13-10-2022;Республика Алтай;F;40-49;27;2;1;1
2022.04.B_13-10-2022;Республика Башкортостан;M;20-29;96;6;1;0
2022.04.B_13-10-2022;Республика Дагестан;M;окт.19;29;1;0;0
2022.04.B_13-10-2022;Республика Дагестан;M;30-39;38;4;2;0
2022.04.B_13-10-2022;Республика Ингушетия;M;0-9;11;2;0;0
2022.04.B_13-10-2022;Республика Ингушетия;M;60-69;17;7;1;0
2022.04.B_13-10-2022;Республика Ингушетия;M;80+;4;2;1;0
2022.04.B_13-10-2022;Республика Калмыкия;F;окт.19;60;5;1;0
2022.04.B_13-10-2022;Республика Карелия;F;20-29;124;20;0;0
2022.04.B_13-10-2022;Республика Карелия;F;80+;178;99;21;27
2022.04.B_13-10-2022;Республика Коми;M;0-9;138;26;0;0
2022.04.B_13-10-2022;Республика Коми;M;60-69;151;61;9;4
2022.04.B_13-10-2022;Республика Крым;M;30-39;144;26;4;2
2022.04.B_13-10-2022;Республика Крым;F;20-29;94;12;0;0
2022.04.B_13-10-2022;Республика Марий Эл;F;0-9;7;1;0;0
2022.04.B_13-10-2022;Республика Марий Эл;F;60-69;40;7;2;0
2022.04.B_13-10-2022;Республика Марий Эл;F;80+;20;4;1;0
2022.04.B_13-10-2022;Республика Мордовия;M;40-49;57;7;1;1
2022.04.B_13-10-2022;Республика Мордовия;F;0-9;80;15;1;0
2022.04.B_13-10-2022;Республика Мордовия;F;60-69;238;43;9;6
2022.04.B_13-10-2022;Республика Саха (Якутия);F;20-29;263;55;0;0
2022.04.B_13-10-2022;Республика Северная Осетия - Алания;M;0-9;23;3;0;0
2022.04.B_13-10-2022;Республика Северная Осетия - Алания;M;60-69;32;8;0;0
2022.04.B_13-10-2022;Республика Северная Осетия - Алания;M;80+;11;2;0;0
2022.04.B_13-10-2022;Республика Татарстан;F;20-29;677;54;1;0
2022.04.B_13-10-2022;Республика Татарстан;F;60-69;808;168;15;1
2022.04.B_13-10-2022;Республика Тыва;M;30-39;1;0;0;0
2022.04.B_13-10-2022;Республика Тыва;F;20-29;9;5;0;0
2022.04.B_13-10-2022;Республика Хакасия;M;40-49;28;9;1;0
2022.04.B_13-10-2022;Республика Хакасия;F;окт.19;25;2;0;0
2022.04.B_13-10-2022;Рязанская область;M;60-69;334;41;4;3
2022.04.B_13-10-2022;Самарская область;M;20-29;142;7;0;0
2022.04.B_13-10-2022;Самарская область;M;80+;129;79;19;14
2022.04.B_13-10-2022;Саратовская область;M;70-79;356;162;48;23
2022.04.B_13-10-2022;Саратовская область;F;50-59;533;63;8;1
2022.04.B_13-10-2022;Свердловская область;M;50-59;559;83;6;5
2022.04.B_13-10-2022;Свердловская область;F;20-29;614;45;4;3
2022.04.B_13-10-2022;Свердловская область;F;60-69;1194;171;18;9
2022.04.B_13-10-2022;Смоленская область;F;50-59;221;13;0;0
2022.04.B_13-10-2022;Ставропольский край;M;30-39;161;22;0;0
2022.06.B_02-09-2022;Новосибирская область;F;60-69;145;59;9;2
2022.06.B_02-09-2022;Омская область;M;20-29;53;9;1;0
2022.06.B_02-09-2022;Омская область;M;30-39;92;42;6;2
2022.06.B_02-09-2022;Омская область;M;70-79;134;99;30;13
2022.06.B_02-09-2022;Омская область;F;60-69;224;111;22;11
2022.06.B_02-09-2022;Омская область;F;80+;201;149;46;28
2022.06.B_02-09-2022;Оренбургская область;F;окт.19;18;5;1;0
2022.06.B_02-09-2022;Оренбургская область;F;30-39;60;9;1;1
2022.06.B_02-09-2022;Орловская область;M;40-49;65;19;5;0
2022.06.B_02-09-2022;Пензенская область;M;40-49;50;13;4;0
2022.06.B_02-09-2022;Пензенская область;M;60-69;106;58;11;6
2022.06.B_02-09-2022;Пензенская область;M;80+;67;46;17;12
2022.06.B_02-09-2022;Пензенская область;F;окт.19;11;1;0;0
2022.06.B_02-09-2022;Пермский край;M;30-39;75;11;2;1
2022.06.B_02-09-2022;Пермский край;F;60-69;114;26;2;1
2022.06.B_02-09-2022;Приморский край;M;0-9;58;15;0;0
2022.06.B_02-09-2022;Приморский край;M;60-69;46;28;10;2
2022.06.B_02-09-2022;Приморский край;F;окт.19;13;2;0;0
2022.06.B_02-09-2022;Приморский край;F;50-59;61;11;4;1
2022.06.B_02-09-2022;Приморский край;F;80+;55;43;22;7
2022.06.B_02-09-2022;Псковская область;M;0-9;72;14;1;0
2022.06.B_02-09-2022;Псковская область;M;60-69;40;25;5;3
2022.06.B_02-09-2022;Псковская область;F;30-39;30;6;1;1
2022.06.B_02-09-2022;Республика Адыгея;M;40-49;10;2;0;0
2022.06.B_02-09-2022;Республика Адыгея;M;60-69;10;3;1;0
2022.06.B_02-09-2022;Республика Адыгея;M;80+;3;2;0;0
2022.06.B_02-09-2022;Республика Алтай;F;окт.19;9;2;0;0
2022.06.B_02-09-2022;Республика Алтай;F;50-59;16;2;1;1
2022.06.B_02-09-2022;Республика Башкортостан;M;0-9;122;42;2;0
2022.06.B_02-09-2022;Республика Башкортостан;M;40-49;94;36;8;2
2022.06.B_02-09-2022;Республика Башкортостан;M;60-69;119;59;21;9
2022.06.B_02-09-2022;Республика Бурятия;M;70-79;20;9;4;0
2022.06.B_02-09-2022;Республика Бурятия;F;80+;34;16;5;0
2022.06.B_02-09-2022;Республика Дагестан;M;50-59;8;0;0;0
2022.06.B_02-09-2022;Республика Ингушетия;M;0-9;13;1;0;0
2022.06.B_02-09-2022;Республика Калмыкия;M;80+;5;1;1;1
2022.06.B_02-09-2022;Республика Калмыкия;F;70-79;9;1;0;0
2022.06.B_02-09-2022;Республика Карелия;F;30-39;138;15;1;1
2022.06.B_02-09-2022;Республика Карелия;F;70-79;101;53;19;7
2022.06.B_02-09-2022;Республика Коми;M;0-9;106;10;0;0
2022.06.B_02-09-2022;Республика Коми;M;40-49;51;26;8;2
2022.06.B_02-09-2022;Республика Крым;M;20-29;35;5;0;0
2022.06.B_02-09-2022;Республика Крым;M;30-39;56;15;2;0
2022.06.B_02-09-2022;Республика Крым;F;0-9;37;12;4;0
2022.06.B_02-09-2022;Республика Крым;F;50-59;65;19;0;1
2022.06.B_02-09-2022;Республика Крым;F;60-69;68;27;5;3
2022.06.B_02-09-2022;Республика Марий Эл;F;окт.19;3;0;0;0
2022.06.B_02-09-2022;Республика Марий Эл;F;30-39;9;1;1;0
2022.06.B_02-09-2022;Республика Мордовия;M;20-29;11;1;0;0
2022.06.B_02-09-2022;Республика Мордовия;F;0-9;9;0;0;0
2022.06.B_02-09-2022;Республика Саха (Якутия);F;30-39;147;36;0;0
2022.06.B_02-09-2022;Республика Саха (Якутия);F;70-79;89;44;5;1
2022.06.B_02-09-2022;Республика Северная Осетия - Алания;F;30-39;65;4;0;0
2022.06.B_02-09-2022;Республика Северная Осетия - Алания;F;40-49;29;2;0;0
2022.06.B_02-09-2022;Костромская область;M;40-49;11;4;2;2
