data_point;region;gender;age_group;count_zab;count_hosp;count_severe;count_death
2021.11.B_26-08-2022;Алтайский край;M;0-9;1338;80;5;0
2021.11.B_26-08-2022;Алтайский край;M;20-29;1546;62;12;2
2021.11.B_26-08-2022;Алтайский край;F;30-39;4528;331;52;9
2021.11.B_26-08-2022;Амурская область;M;30-39;1467;118;20;1
2021.11.B_26-08-2022;Амурская область;F;0-9;602;31;4;1
2021.11.B_26-08-2022;Амурская область;F;60-69;1705;712;223;82
2021.11.B_26-08-2022;Архангельская область;M;20-29;417;25;0;0
2021.11.B_26-08-2022;Архангельская область;F;30-39;1355;86;5;1
2021.11.B_26-08-2022;Архангельская область;F;50-59;1118;245;27;13
2021.11.B_26-08-2022;Архангельская область;F;70-79;850;424;106;87
2021.11.B_26-08-2022;Белгородская область;M;40-49;963;154;25;13
2021.11.B_26-08-2022;Белгородская область;M;70-79;475;229;93;71
2021.11.B_26-08-2022;Брянская область;M;30-39;1072;70;8;3
2021.11.B_26-08-2022;Брянская область;F;0-9;269;23;1;0
2021.11.B_26-08-2022;Брянская область;F;окт.19;320;8;0;0
2021.11.B_26-08-2022;Брянская область;F;60-69;1553;537;119;93
2021.11.B_26-08-2022;Владимирская область;F;30-39;2071;86;21;4
2021.11.B_26-08-2022;Волгоградская область;M;70-79;836;534;167;78
2021.11.B_26-08-2022;Вологодская область;M;30-39;1744;84;13;8
2021.11.B_26-08-2022;Вологодская область;F;0-9;509;41;1;0
2021.11.B_26-08-2022;Вологодская область;F;20-29;914;51;1;1
2021.11.B_26-08-2022;Вологодская область;F;60-69;2204;650;150;64
2021.11.B_26-08-2022;г. Москва;F;70-79;6991;1625;1193;678
2021.11.B_26-08-2022;г. Санкт-Петербург;M;окт.19;2586;132;7;1
2021.11.B_26-08-2022;г. Севастополь;M;40-49;601;100;11;4
2021.11.B_26-08-2022;Еврейская автономная область;M;окт.19;54;6;0;0
2021.11.B_26-08-2022;Еврейская автономная область;M;30-39;98;15;0;0
2021.11.B_26-08-2022;Еврейская автономная область;M;50-59;123;46;4;2
2021.11.B_26-08-2022;Еврейская автономная область;F;20-29;79;9;1;0
2021.11.B_26-08-2022;Еврейская автономная область;F;60-69;179;95;7;6
2021.11.B_26-08-2022;Еврейская автономная область;F;80+;70;58;24;27
2021.11.B_26-08-2022;Забайкальский край;M;0-9;868;75;4;0
2021.11.B_26-08-2022;Забайкальский край;M;60-69;1162;545;112;68
2021.11.B_26-08-2022;Забайкальский край;M;70-79;535;339;81;50
2021.11.B_26-08-2022;Забайкальский край;F;80+;600;436;146;113
2021.11.B_26-08-2022;Ивановская область;M;80+;179;119;38;48
2021.11.B_26-08-2022;Ивановская область;F;40-49;1230;151;18;3
2021.11.B_26-08-2022;Ивановская область;F;70-79;1009;551;139;114
2021.11.B_26-08-2022;Иркутская область;F;окт.19;2401;109;7;0
2021.11.B_26-08-2022;Иркутская область;F;50-59;4366;929;119;47
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;M;0-9;263;44;16;0
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;M;20-29;273;22;4;0
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;M;60-69;498;250;89;30
2021.11.B_26-08-2022;Калининградская область;M;20-29;368;25;0;0
2021.11.B_26-08-2022;Калининградская область;F;40-49;1000;142;16;6
2021.11.B_26-08-2022;Калининградская область;F;50-59;866;216;25;15
2021.11.B_26-08-2022;Калининградская область;F;70-79;662;417;83;59
2021.11.B_26-08-2022;Камчатский край;M;50-59;88;30;5;2
2021.11.B_26-08-2022;Камчатский край;M;70-79;40;25;4;2
2021.11.B_26-08-2022;Камчатский край;F;80+;43;27;5;5
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;M;40-49;385;74;7;3
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;F;30-39;650;61;4;1
2021.11.B_26-08-2022;Алтайский край;M;30-39;3352;247;43;8
2021.11.B_26-08-2022;Алтайский край;M;50-59;2567;572;148;43
2021.11.B_26-08-2022;Алтайский край;F;0-9;1200;59;7;0
2021.11.B_26-08-2022;Алтайский край;F;окт.19;1685;47;4;1
2021.11.B_26-08-2022;Алтайский край;F;80+;1580;1029;503;403
2021.11.B_26-08-2022;Амурская область;M;окт.19;797;39;2;0
2021.11.B_26-08-2022;Амурская область;M;60-69;1015;422;138;64
2021.11.B_26-08-2022;Амурская область;F;40-49;1756;209;32;6
2021.11.B_26-08-2022;Архангельская область;M;70-79;421;224;77;69
2021.11.B_26-08-2022;Архангельская область;F;20-29;573;46;4;2
2021.11.B_26-08-2022;Астраханская область;M;50-59;610;177;35;16
2021.11.B_26-08-2022;Астраханская область;F;80+;374;239;105;95
2021.11.B_26-08-2022;Белгородская область;M;60-69;1018;368;110;79
2021.11.B_26-08-2022;Белгородская область;F;70-79;849;402;129;98
2021.11.B_26-08-2022;Владимирская область;M;30-39;1691;120;7;2
2021.11.B_26-08-2022;Волгоградская область;M;20-29;754;56;4;1
2021.11.B_26-08-2022;Волгоградская область;M;80+;374;287;154;108
2021.11.B_26-08-2022;Волгоградская область;F;40-49;2061;371;62;7
2021.11.B_26-08-2022;Вологодская область;M;20-29;702;16;1;0
2021.11.B_26-08-2022;Вологодская область;M;80+;240;151;85;86
2021.11.B_26-08-2022;Вологодская область;F;40-49;1969;129;11;4
2021.11.B_26-08-2022;Воронежская область;M;40-49;2255;299;46;8
2021.11.B_26-08-2022;Воронежская область;M;70-79;956;510;140;99
2021.11.B_26-08-2022;Воронежская область;F;окт.19;879;30;0;1
2021.11.B_26-08-2022;г. Москва;M;50-59;6401;950;465;171
2021.11.B_26-08-2022;г. Москва;F;20-29;6524;614;31;5
2021.11.B_26-08-2022;г. Москва;F;80+;5502;2088;1668;1462
2021.11.B_26-08-2022;г. Санкт-Петербург;F;0-9;2399;111;2;0
2021.11.B_26-08-2022;г. Санкт-Петербург;F;50-59;6102;935;161;56
2021.11.B_26-08-2022;г. Санкт-Петербург;F;70-79;4191;1731;496;320
2021.11.B_26-08-2022;г. Севастополь;M;0-9;196;37;2;0
2021.11.B_26-08-2022;г. Севастополь;M;60-69;425;151;26;23
2021.11.B_26-08-2022;г. Севастополь;F;20-29;377;23;3;1
2021.11.B_26-08-2022;Еврейская автономная область;F;30-39;169;14;1;1
2021.11.B_26-08-2022;Еврейская автономная область;F;70-79;113;71;22;19
2021.11.B_26-08-2022;Забайкальский край;M;20-29;611;36;0;0
2021.11.B_26-08-2022;Забайкальский край;F;30-39;2164;230;14;3
2021.11.B_26-08-2022;Забайкальский край;F;50-59;1585;471;54;20
2021.11.B_26-08-2022;Ивановская область;M;30-39;1054;87;5;0
2021.11.B_26-08-2022;Ивановская область;M;50-59;928;207;25;14
2021.11.B_26-08-2022;Ивановская область;F;20-29;620;33;4;1
2021.11.B_26-08-2022;Ивановская область;F;80+;704;444;151;180
2021.11.B_26-08-2022;Иркутская область;M;20-29;2048;90;5;3
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;M;40-49;426;79;17;1
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;M;70-79;225;147;62;24
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;F;окт.19;221;10;2;0
2021.11.B_26-08-2022;Калининградская область;F;0-9;123;9;1;0
2021.11.B_26-08-2022;Калининградская область;F;20-29;554;57;2;0
2021.11.B_26-08-2022;Калининградская область;F;60-69;1053;435;74;38
2021.11.B_26-08-2022;Камчатский край;M;20-29;39;6;0;0
2021.11.B_26-08-2022;Камчатский край;F;30-39;199;13;0;0
2021.11.B_26-08-2022;Камчатский край;F;50-59;121;30;4;2
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;M;30-39;437;55;6;3
2021.11.B_26-08-2022;Алтайский край;M;40-49;3158;407;92;23
2021.11.B_26-08-2022;Алтайский край;M;60-69;3138;1101;361;160
2021.11.B_26-08-2022;Архангельская область;M;80+;191;138;67;68
2021.11.B_26-08-2022;Архангельская область;F;окт.19;546;24;1;0
2021.11.B_26-08-2022;Белгородская область;M;окт.19;451;8;1;1
2021.11.B_26-08-2022;Белгородская область;M;50-59;920;227;63;30
2021.11.B_26-08-2022;Белгородская область;F;30-39;1396;102;10;3
2021.11.B_26-08-2022;Брянская область;M;80+;152;100;58;61
2021.11.B_26-08-2022;Брянская область;F;50-59;1343;280;39;30
2021.11.B_26-08-2022;Волгоградская область;M;окт.19;716;29;5;3
2021.11.B_26-08-2022;Волгоградская область;M;50-59;1509;500;113;22
2021.11.B_26-08-2022;Волгоградская область;F;30-39;2242;295;31;3
2021.11.B_26-08-2022;Воронежская область;M;окт.19;882;28;2;1
2021.11.B_26-08-2022;Воронежская область;M;50-59;2157;559;110;43
2021.11.B_26-08-2022;Воронежская область;M;80+;503;319;138;124
2021.11.B_26-08-2022;Воронежская область;F;20-29;1579;133;16;3
2021.11.B_26-08-2022;Воронежская область;F;70-79;1840;1058;273;175
2021.11.B_26-08-2022;г. Москва;F;окт.19;4461;358;4;0
2021.11.B_26-08-2022;г. Санкт-Петербург;M;50-59;4168;800;174;74
2021.11.B_26-08-2022;г. Санкт-Петербург;M;80+;1022;651;352;327
2021.11.B_26-08-2022;г. Санкт-Петербург;F;20-29;5274;361;11;3
2021.11.B_26-08-2022;г. Севастополь;M;50-59;459;120;13;10
2021.11.B_26-08-2022;г. Севастополь;F;30-39;834;72;10;0
2021.11.B_26-08-2022;Еврейская автономная область;M;70-79;70;48;11;8
2021.11.B_26-08-2022;Забайкальский край;M;окт.19;767;59;1;0
2021.11.B_26-08-2022;Ивановская область;F;окт.19;508;8;0;0
2021.11.B_26-08-2022;Ивановская область;F;50-59;1304;318;43;16
2021.11.B_26-08-2022;Иркутская область;M;80+;575;412;149;176
2021.11.B_26-08-2022;Иркутская область;F;70-79;2774;1496;284;206
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;F;30-39;731;83;12;2
2021.11.B_26-08-2022;Калужская область;F;20-29;531;22;1;0
2021.11.B_26-08-2022;Камчатский край;M;окт.19;97;8;0;0
2021.11.B_26-08-2022;Камчатский край;F;20-29;94;6;0;0
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;M;0-9;241;8;0;0
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;M;50-59;411;103;15;9
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;M;60-69;403;152;35;15
2021.11.B_26-08-2022;Кемеровская область;F;40-49;2294;322;33;18
2021.11.B_26-08-2022;Кировская область;M;30-39;1731;265;6;2
2021.11.B_26-08-2022;Кировская область;F;60-69;2275;1306;98;57
2021.11.B_26-08-2022;Костромская область;F;50-59;371;103;13;5
2021.11.B_26-08-2022;Краснодарский край;M;50-59;2371;654;159;105
2021.11.B_26-08-2022;Краснодарский край;F;30-39;4536;398;60;11
2021.11.B_26-08-2022;Красноярский край;M;30-39;3793;298;54;12
2021.11.B_26-08-2022;Красноярский край;F;40-49;4381;429;59;22
2021.11.B_26-08-2022;Курганская область;F;40-49;913;155;23;4
2021.11.B_26-08-2022;Курская область;M;20-29;295;23;4;2
2021.11.B_26-08-2022;Курская область;F;0-9;209;6;1;0
2021.11.B_26-08-2022;Ленинградская область;M;окт.19;830;6;0;0
2021.11.B_26-08-2022;Ленинградская область;M;30-39;2291;132;12;5
2021.11.B_26-08-2022;Липецкая область;M;80+;114;91;41;40
2021.11.B_26-08-2022;Магаданская область;F;окт.19;70;4;0;0
2021.11.B_26-08-2022;Магаданская область;F;50-59;153;22;1;0
2021.11.B_26-08-2022;Магаданская область;F;80+;34;21;6;8
2021.11.B_26-08-2022;Алтайский край;F;50-59;3684;755;177;45
2021.11.B_26-08-2022;Амурская область;M;0-9;722;28;0;0
2021.11.B_26-08-2022;Амурская область;M;20-29;643;26;3;0
2021.11.B_26-08-2022;Амурская область;M;70-79;500;289;128;76
2021.11.B_26-08-2022;Амурская область;F;50-59;1553;368;77;19
2021.11.B_26-08-2022;Амурская область;F;80+;477;309;149;108
2021.11.B_26-08-2022;Архангельская область;M;0-9;385;21;1;0
2021.11.B_26-08-2022;Архангельская область;M;60-69;898;352;79;58
2021.11.B_26-08-2022;Астраханская область;M;40-49;645;107;15;5
2021.11.B_26-08-2022;Астраханская область;M;60-69;707;309;72;36
2021.11.B_26-08-2022;Астраханская область;M;80+;105;69;30;26
2021.11.B_26-08-2022;Астраханская область;F;окт.19;479;27;2;0
2021.11.B_26-08-2022;Владимирская область;M;окт.19;701;13;2;1
2021.11.B_26-08-2022;Владимирская область;F;70-79;1520;611;190;122
2021.11.B_26-08-2022;Вологодская область;M;окт.19;596;31;3;0
2021.11.B_26-08-2022;Вологодская область;M;50-59;1178;222;41;17
2021.11.B_26-08-2022;Вологодская область;F;30-39;2207;141;13;4
2021.11.B_26-08-2022;Вологодская область;F;70-79;1048;438;119;87
2021.11.B_26-08-2022;Воронежская область;F;30-39;3027;300;28;6
2021.11.B_26-08-2022;г. Москва;M;0-9;4121;360;6;0
2021.11.B_26-08-2022;г. Москва;M;40-49;8229;1048;341;98
2021.11.B_26-08-2022;г. Москва;M;60-69;6441;1264;800;415
2021.11.B_26-08-2022;г. Москва;M;80+;2110;917;747;682
2021.11.B_26-08-2022;г. Санкт-Петербург;F;окт.19;2723;151;6;0
2021.11.B_26-08-2022;г. Санкт-Петербург;F;30-39;9364;630;57;11
2021.11.B_26-08-2022;г. Севастополь;M;80+;110;70;36;36
2021.11.B_26-08-2022;г. Севастополь;F;окт.19;220;11;1;0
2021.11.B_26-08-2022;Еврейская автономная область;M;20-29;45;7;1;1
2021.11.B_26-08-2022;Еврейская автономная область;F;0-9;35;5;0;0
2021.11.B_26-08-2022;Забайкальский край;M;30-39;1512;174;15;5
2021.11.B_26-08-2022;Забайкальский край;F;0-9;784;71;0;0
2021.11.B_26-08-2022;Забайкальский край;F;40-49;1906;318;25;9
2021.11.B_26-08-2022;Забайкальский край;F;60-69;1947;890;125;56
2021.11.B_26-08-2022;Ивановская область;M;0-9;526;8;0;0
2021.11.B_26-08-2022;Ивановская область;M;40-49;929;122;14;3
2021.11.B_26-08-2022;Ивановская область;M;60-69;910;334;74;66
2021.11.B_26-08-2022;Иркутская область;M;окт.19;2228;78;8;1
2021.11.B_26-08-2022;Иркутская область;M;50-59;2936;673;109;50
2021.11.B_26-08-2022;Иркутская область;F;20-29;3051;212;17;3
2021.11.B_26-08-2022;Иркутская область;F;30-39;6326;429;41;6
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;M;окт.19;238;18;1;0
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;M;50-59;486;166;44;9
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;M;80+;139;94;49;34
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;F;20-29;425;40;4;1
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;F;70-79;386;229;99;40
2021.11.B_26-08-2022;Калининградская область;M;70-79;368;221;64;54
2021.11.B_26-08-2022;Калининградская область;F;80+;392;265;95;91
2021.11.B_26-08-2022;Калужская область;M;40-49;982;153;29;11
2021.11.B_26-08-2022;Калужская область;M;50-59;912;201;37;20
2021.11.B_26-08-2022;Калужская область;M;60-69;996;358;90;59
2021.11.B_26-08-2022;Калужская область;F;70-79;892;441;119;93
2021.11.B_26-08-2022;Камчатский край;M;30-39;124;19;0;0
2021.11.B_26-08-2022;Камчатский край;F;0-9;80;4;0;0
2021.11.B_26-08-2022;Алтайский край;F;20-29;2095;130;16;0
2021.11.B_26-08-2022;Алтайский край;F;70-79;2481;1283;444;234
2021.11.B_26-08-2022;Амурская область;F;70-79;964;534;188;97
2021.11.B_26-08-2022;Архангельская область;M;окт.19;612;37;0;0
2021.11.B_26-08-2022;Архангельская область;M;30-39;1048;99;11;2
2021.11.B_26-08-2022;Архангельская область;F;40-49;1375;138;12;5
2021.11.B_26-08-2022;Астраханская область;F;0-9;331;43;2;0
2021.11.B_26-08-2022;Астраханская область;F;20-29;520;65;9;0
2021.11.B_26-08-2022;Астраханская область;F;60-69;1064;455;86;56
2021.11.B_26-08-2022;Белгородская область;F;окт.19;432;17;1;1
2021.11.B_26-08-2022;Белгородская область;F;80+;581;327;131;131
2021.11.B_26-08-2022;Брянская область;F;20-29;576;34;0;0
2021.11.B_26-08-2022;Брянская область;F;30-39;1433;74;10;3
2021.11.B_26-08-2022;Брянская область;F;70-79;769;382;93;83
2021.11.B_26-08-2022;Владимирская область;M;0-9;698;33;3;1
2021.11.B_26-08-2022;Владимирская область;M;60-69;1480;460;130;68
2021.11.B_26-08-2022;Владимирская область;M;70-79;676;283;88;63
2021.11.B_26-08-2022;Владимирская область;F;50-59;2083;310;73;28
2021.11.B_26-08-2022;Волгоградская область;M;0-9;680;82;5;0
2021.11.B_26-08-2022;Волгоградская область;M;60-69;1670;807;210;74
2021.11.B_26-08-2022;Волгоградская область;F;50-59;2146;628;121;19
2021.11.B_26-08-2022;Вологодская область;M;0-9;564;39;0;0
2021.11.B_26-08-2022;Вологодская область;M;70-79;521;229;77;63
2021.11.B_26-08-2022;Вологодская область;F;50-59;1764;282;47;22
2021.11.B_26-08-2022;Воронежская область;F;60-69;3613;1578;346;157
2021.11.B_26-08-2022;г. Москва;F;0-9;3765;396;10;0
2021.11.B_26-08-2022;г. Москва;F;60-69;10943;1771;1125;459
2021.11.B_26-08-2022;г. Санкт-Петербург;M;30-39;7140;587;75;19
2021.11.B_26-08-2022;г. Санкт-Петербург;F;40-49;7416;653;70;24
2021.11.B_26-08-2022;г. Санкт-Петербург;F;80+;3040;1854;819;729
2021.11.B_26-08-2022;г. Севастополь;M;30-39;614;62;8;6
2021.11.B_26-08-2022;г. Севастополь;F;40-49;748;91;9;1
2021.11.B_26-08-2022;г. Севастополь;F;80+;294;163;70;76
2021.11.B_26-08-2022;Еврейская автономная область;M;40-49;125;29;1;1
2021.11.B_26-08-2022;Еврейская автономная область;F;окт.19;62;7;0;0
2021.11.B_26-08-2022;Забайкальский край;M;80+;181;143;58;50
2021.11.B_26-08-2022;Ивановская область;F;0-9;468;17;1;0
2021.11.B_26-08-2022;Иркутская область;F;0-9;1848;128;10;2
2021.11.B_26-08-2022;Иркутская область;F;60-69;5182;1981;308;177
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;F;60-69;873;404;115;33
2021.11.B_26-08-2022;Калининградская область;M;40-49;774;151;10;4
2021.11.B_26-08-2022;Калининградская область;M;50-59;647;182;32;19
2021.11.B_26-08-2022;Калининградская область;F;окт.19;147;5;0;0
2021.11.B_26-08-2022;Калужская область;F;0-9;214;7;0;0
2021.11.B_26-08-2022;Калужская область;F;60-69;1696;633;142;84
2021.11.B_26-08-2022;Калужская область;F;80+;596;359;164;148
2021.11.B_26-08-2022;Камчатский край;M;40-49;136;28;3;1
2021.11.B_26-08-2022;Камчатский край;M;80+;19;15;1;3
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;F;40-49;536;84;6;0
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;F;80+;220;122;32;26
2021.11.B_26-08-2022;Кемеровская область;M;окт.19;1167;62;5;1
2021.11.B_26-08-2022;Кемеровская область;M;80+;374;294;125;127
2021.11.B_26-08-2022;Кировская область;F;20-29;998;142;4;2
2021.11.B_26-08-2022;Алтайский край;M;окт.19;1835;48;9;2
2021.11.B_26-08-2022;Амурская область;M;50-59;1031;286;67;18
2021.11.B_26-08-2022;Амурская область;F;30-39;2032;177;33;5
2021.11.B_26-08-2022;Астраханская область;M;окт.19;472;33;2;0
2021.11.B_26-08-2022;Астраханская область;M;30-39;685;84;2;1
2021.11.B_26-08-2022;Астраханская область;F;40-49;912;112;14;7
2021.11.B_26-08-2022;Белгородская область;M;0-9;401;26;1;0
2021.11.B_26-08-2022;Белгородская область;F;50-59;1302;291;59;28
2021.11.B_26-08-2022;Брянская область;M;окт.19;323;15;2;0
2021.11.B_26-08-2022;Владимирская область;M;40-49;1557;176;25;6
2021.11.B_26-08-2022;Владимирская область;F;80+;996;497;210;192
2021.11.B_26-08-2022;Волгоградская область;M;40-49;1530;310;63;11
2021.11.B_26-08-2022;Волгоградская область;F;окт.19;774;44;4;0
2021.11.B_26-08-2022;Волгоградская область;F;80+;976;690;299;211
2021.11.B_26-08-2022;Вологодская область;F;окт.19;580;22;1;0
2021.11.B_26-08-2022;Вологодская область;F;80+;756;426;177;155
2021.11.B_26-08-2022;Воронежская область;M;30-39;2709;228;32;9
2021.11.B_26-08-2022;Воронежская область;F;40-49;2754;394;44;15
2021.11.B_26-08-2022;Воронежская область;F;80+;1383;832;284;246
2021.11.B_26-08-2022;г. Москва;M;20-29;4995;473;40;8
2021.11.B_26-08-2022;г. Москва;M;30-39;9658;1003;159;26
2021.11.B_26-08-2022;г. Москва;M;70-79;3551;997;743;530
2021.11.B_26-08-2022;г. Москва;F;40-49;10981;1135;217;70
2021.11.B_26-08-2022;г. Санкт-Петербург;M;70-79;2007;971;349;271
2021.11.B_26-08-2022;г. Санкт-Петербург;F;60-69;6567;1813;441;220
2021.11.B_26-08-2022;г. Севастополь;M;70-79;250;127;33;32
2021.11.B_26-08-2022;г. Севастополь;F;0-9;162;23;0;0
2021.11.B_26-08-2022;г. Севастополь;F;60-69;718;235;24;16
2021.11.B_26-08-2022;Еврейская автономная область;M;0-9;37;4;0;0
2021.11.B_26-08-2022;Еврейская автономная область;M;60-69;111;54;11;11
2021.11.B_26-08-2022;Еврейская автономная область;F;50-59;185;47;6;4
2021.11.B_26-08-2022;Забайкальский край;M;50-59;1092;339;44;22
2021.11.B_26-08-2022;Забайкальский край;F;окт.19;890;56;2;0
2021.11.B_26-08-2022;Ивановская область;M;20-29;429;16;1;0
2021.11.B_26-08-2022;Ивановская область;M;70-79;435;243;76;66
2021.11.B_26-08-2022;Иркутская область;M;30-39;4710;365;37;13
2021.11.B_26-08-2022;Иркутская область;F;40-49;5542;579;65;24
2021.11.B_26-08-2022;Иркутская область;F;80+;1745;1169;340;376
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;M;30-39;532;60;13;1
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;F;40-49;582;96;19;3
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;F;80+;303;196;120;53
2021.11.B_26-08-2022;Калининградская область;M;0-9;133;8;0;0
2021.11.B_26-08-2022;Калининградская область;M;60-69;660;289;65;40
2021.11.B_26-08-2022;Калининградская область;M;80+;122;86;37;33
2021.11.B_26-08-2022;Калужская область;M;20-29;429;27;4;1
2021.11.B_26-08-2022;Калужская область;M;30-39;1060;83;8;2
2021.11.B_26-08-2022;Калужская область;M;70-79;526;269;82;63
2021.11.B_26-08-2022;Калужская область;F;40-49;1261;117;11;6
2021.11.B_26-08-2022;Калужская область;F;50-59;1328;293;44;14
2021.11.B_26-08-2022;Камчатский край;M;0-9;72;5;0;0
2021.11.B_26-08-2022;Камчатский край;M;60-69;81;25;4;6
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;M;70-79;154;88;27;16
2021.11.B_26-08-2022;Кемеровская область;M;50-59;1408;364;64;42
2021.11.B_26-08-2022;Алтайский край;M;70-79;1279;706;263;159
2021.11.B_26-08-2022;Алтайский край;F;60-69;5000;1872;519;211
2021.11.B_26-08-2022;Амурская область;M;80+;170;114;57;51
2021.11.B_26-08-2022;Амурская область;F;20-29;972;90;9;1
2021.11.B_26-08-2022;Архангельская область;M;50-59;875;214;30;12
2021.11.B_26-08-2022;Архангельская область;F;0-9;383;18;0;0
2021.11.B_26-08-2022;Архангельская область;F;60-69;1507;539;104;56
2021.11.B_26-08-2022;Архангельская область;F;80+;600;400;149;152
2021.11.B_26-08-2022;Астраханская область;M;0-9;358;63;4;0
2021.11.B_26-08-2022;Астраханская область;M;70-79;302;172;50;38
2021.11.B_26-08-2022;Белгородская область;M;20-29;522;26;4;1
2021.11.B_26-08-2022;Белгородская область;M;80+;219;126;50;60
2021.11.B_26-08-2022;Белгородская область;F;40-49;1407;147;21;7
2021.11.B_26-08-2022;Брянская область;M;0-9;255;20;2;0
2021.11.B_26-08-2022;Брянская область;M;20-29;426;16;1;0
2021.11.B_26-08-2022;Брянская область;M;60-69;878;310;65;56
2021.11.B_26-08-2022;Брянская область;F;40-49;1232;117;8;5
2021.11.B_26-08-2022;Владимирская область;M;50-59;1401;249;58;12
2021.11.B_26-08-2022;Владимирская область;F;0-9;636;23;2;0
2021.11.B_26-08-2022;Владимирская область;F;окт.19;779;18;3;0
2021.11.B_26-08-2022;Владимирская область;F;20-29;973;42;8;0
2021.11.B_26-08-2022;Владимирская область;F;60-69;2499;708;186;96
2021.11.B_26-08-2022;Волгоградская область;F;70-79;1509;937;279;141
2021.11.B_26-08-2022;Вологодская область;M;60-69;1347;416;122;67
2021.11.B_26-08-2022;Воронежская область;F;0-9;782;57;1;0
2021.11.B_26-08-2022;Воронежская область;F;50-59;2978;835;163;48
2021.11.B_26-08-2022;г. Москва;M;окт.19;4460;367;4;2
2021.11.B_26-08-2022;г. Санкт-Петербург;M;40-49;5595;767;139;39
2021.11.B_26-08-2022;г. Севастополь;M;окт.19;223;33;0;0
2021.11.B_26-08-2022;Еврейская автономная область;M;80+;31;23;9;9
2021.11.B_26-08-2022;Еврейская автономная область;F;40-49;195;24;2;0
2021.11.B_26-08-2022;Забайкальский край;M;40-49;1302;242;23;12
2021.11.B_26-08-2022;Забайкальский край;F;70-79;915;586;111;65
2021.11.B_26-08-2022;Ивановская область;M;окт.19;489;13;0;0
2021.11.B_26-08-2022;Ивановская область;F;60-69;1588;641;107;75
2021.11.B_26-08-2022;Иркутская область;M;0-9;1950;135;7;0
2021.11.B_26-08-2022;Иркутская область;M;60-69;2890;1096;228;166
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;F;0-9;196;24;9;0
2021.11.B_26-08-2022;Кабардино-Балкарская Республика;F;50-59;718;227;70;17
2021.11.B_26-08-2022;Калининградская область;M;окт.19;121;5;0;0
2021.11.B_26-08-2022;Калининградская область;M;30-39;845;104;12;3
2021.11.B_26-08-2022;Калужская область;M;0-9;275;13;0;0
2021.11.B_26-08-2022;Калужская область;M;окт.19;354;7;0;0
2021.11.B_26-08-2022;Калужская область;M;80+;193;114;51;51
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;M;окт.19;242;3;0;0
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;F;0-9;225;5;0;0
2021.11.B_26-08-2022;Карачаево-Черкесская Республика;F;60-69;635;294;44;17
2021.11.B_26-08-2022;Кировская область;M;0-9;783;77;0;0
2021.11.B_26-08-2022;Кировская область;M;20-29;771;106;4;2
2021.11.B_26-08-2022;Кировская область;M;60-69;1446;808;64;47
2021.11.B_26-08-2022;Кировская область;M;80+;217;189;50;46
2021.11.B_26-08-2022;Костромская область;M;70-79;243;132;33;35
2021.11.B_26-08-2022;Костромская область;F;60-69;760;318;52;37
2021.11.B_26-08-2022;Кировская область;F;30-39;2148;386;10;3
2021.11.B_26-08-2022;Кировская область;F;70-79;1121;812;83;57
2021.11.B_26-08-2022;Костромская область;F;20-29;103;6;1;1
2021.11.B_26-08-2022;Костромская область;F;70-79;418;229;45;51
2021.11.B_26-08-2022;Краснодарский край;M;30-39;3303;332;64;21
2021.11.B_26-08-2022;Краснодарский край;F;40-49;3911;423;72;34
2021.11.B_26-08-2022;Краснодарский край;F;80+;1338;922;445;422
2021.11.B_26-08-2022;Красноярский край;M;0-9;1596;123;3;0
2021.11.B_26-08-2022;Красноярский край;M;80+;592;432;216;201
2021.11.B_26-08-2022;Курганская область;M;80+;208;159;66;61
2021.11.B_26-08-2022;Курская область;M;40-49;628;137;28;8
2021.11.B_26-08-2022;Курская область;F;окт.19;226;8;2;1
2021.11.B_26-08-2022;Ленинградская область;M;0-9;763;9;0;0
2021.11.B_26-08-2022;Ленинградская область;M;40-49;1863;193;36;15
