region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
Алтайский край;-0.425180;-0.42518;-0.54118;-0.31522;-0.465703;-0.46570;-0.78684;-0.18571;-0.467667;-0.46767;-0.57881;-0.36192;0.365236;0.36524;-0.11551;0.68238;0.185160;0.18516;-0.36770;0.56395;0.506251;0.50625;0.26968;0.68510;0.520779;NULL;NULL;NULL;0.594601;NULL;NULL;NULL;0.757418;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Амурская область;-0.339164;-0.33916;-0.55785;-0.14222;-0.781321;-0.78132;-1.30388;-0.34537;-0.441268;-0.44127;-0.64367;-0.25641;0.236934;0.23693;-0.55245;0.69746;-0.364647;-0.36465;-1.34518;0.29312;0.041877;0.04188;-0.49210;0.42929;-0.073151;NULL;NULL;NULL;0.246156;NULL;NULL;NULL;0.307699;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Архангельская область;-0.020147;-0.02015;-0.16769;0.11432;-0.735073;-0.73507;-1.22691;-0.32193;-0.113354;-0.11335;-0.25481;0.01698;-0.539518;-0.53952;-1.64842;0.20309;0.052370;0.05237;-0.83490;0.59317;0.192329;0.19233;-0.24205;0.51089;1.000000;NULL;NULL;NULL;0.459152;NULL;NULL;NULL;0.786400;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Астраханская область;-0.948478;-0.94848;-1.41689;-0.54553;-0.925443;-0.92544;-1.59878;-0.38080;-0.908919;-0.90892;-1.27841;-0.58210;-0.614450;NULL;NULL;NULL;-0.344893;-0.34489;-1.73422;0.46656;-0.320937;-0.32094;-1.32326;0.33940;-1.997196;NULL;NULL;NULL;0.117960;NULL;NULL;NULL;-0.214335;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Белгородская область;-1.608186;-1.60819;-1.96629;-1.28086;-1.177810;-1.17781;-1.70976;-0.72143;-1.417806;-1.41781;-1.70301;-1.15383;-0.297525;-0.29753;-1.42949;0.40929;-0.332455;-0.33246;-1.19998;0.26859;-0.113736;-0.11374;-0.66456;0.29867;-0.605128;NULL;NULL;NULL;0.524416;NULL;NULL;NULL;0.417503;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Брянская область;-0.679980;-0.67998;-0.90483;-0.47379;-0.573767;-0.57377;-1.02076;-0.19859;-0.668025;-0.66803;-0.86740;-0.48353;0.180107;NULL;NULL;NULL;-0.240777;-0.24078;-1.12976;0.35676;0.116304;0.11630;-0.41200;0.49222;-1.446869;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.660498;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Владимирская область;-0.614441;-0.61444;-0.78981;-0.45106;-0.730007;-0.73001;-1.13098;-0.38308;-0.645616;-0.64562;-0.80575;-0.49534;0.059595;0.05960;-0.91318;0.62714;-0.017912;-0.01791;-0.89780;0.53533;0.271853;0.27185;-0.18063;0.59027;-0.483096;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.773342;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Волгоградская область;-1.461869;-1.46187;-1.70685;-1.23239;-1.451150;-1.45115;-1.99584;-0.97735;-1.445569;-1.44557;-1.66544;-1.23831;-0.400760;-0.40076;-1.21035;0.18030;-0.543234;-0.54323;-1.37324;0.06545;-0.096079;-0.09608;-0.50889;0.23310;0.227553;NULL;NULL;NULL;-0.463321;-0.46332;NULL;NULL;0.188668;0.18867;-0.64836;0.67806;1.000000;NULL;NULL;NULL;-0.574555;NULL;NULL;NULL;0.204081;NULL;NULL;NULL
Вологодская область;-0.091115;-0.09111;-0.20863;0.01843;-0.435401;-0.43540;-0.80271;-0.12201;-0.153133;-0.15313;-0.26644;-0.04687;0.522398;0.52240;-0.03006;0.82909;0.512217;NULL;NULL;NULL;0.664118;0.66412;0.39374;0.83875;-1.580616;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.676517;NULL;NULL;NULL;-1.811028;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.755376;NULL;NULL;NULL
Воронежская область;-0.829475;-0.82948;-0.95920;-0.70569;-0.849199;-0.84920;-1.11485;-0.60698;-0.865898;-0.86590;-0.98368;-0.75294;-0.489296;-0.48930;-1.20832;0.05193;-0.234318;-0.23432;-0.81247;0.20485;-0.125147;-0.12515;-0.48879;0.17337;1.000000;NULL;NULL;NULL;-0.418790;-0.41879;NULL;NULL;0.163224;0.16322;-0.80531;0.70062;1.000000;NULL;NULL;NULL;0.613492;NULL;NULL;NULL;0.752920;NULL;NULL;NULL
г. Москва;-0.480219;-0.48022;-0.53969;-0.42233;-0.920869;-0.92087;-1.10656;-0.74650;-0.526821;-0.52682;-0.58321;-0.47181;-0.569123;-0.56912;-1.12162;-0.12366;-0.083798;-0.08380;-0.54697;0.27586;0.188766;0.18877;-0.02408;0.36964;0.218128;0.21813;-0.25048;0.55103;0.504412;0.50441;0.16832;0.73476;0.640345;0.64035;0.48673;0.75966;1.000000;NULL;NULL;NULL;0.839886;NULL;NULL;NULL;0.938862;NULL;NULL;NULL
г. Санкт-Петербург;0.052775;0.05278;0.01150;0.09287;-0.909348;-0.90935;-1.20697;-0.63984;-0.086725;-0.08672;-0.13214;-0.04255;0.285086;0.28509;0.07125;0.46295;0.552698;0.55270;0.13469;0.80786;0.589930;0.58993;0.47589;0.68603;0.852396;NULL;NULL;NULL;0.793482;NULL;NULL;NULL;0.940319;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.719725;NULL;NULL;NULL;0.956479;NULL;NULL;NULL
г. Севастополь;-0.300631;-0.30063;-0.66646;0.00693;-0.038991;-0.03899;-0.65909;0.40272;-0.229214;-0.22921;-0.53442;0.03232;0.093253;NULL;NULL;NULL;0.075116;NULL;NULL;NULL;0.159939;0.15994;-0.70615;0.66660;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Еврейская автономная область;-0.332955;-0.33296;-0.92014;0.11857;0.389407;NULL;NULL;NULL;-0.217732;-0.21773;-0.73084;0.18121;0.240632;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.548640;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Забайкальский край;-0.823607;-0.82361;-1.10760;-0.56663;-0.110500;-0.11050;-0.94908;0.44388;-0.747288;-0.74729;-1.01129;-0.50766;0.470512;NULL;NULL;NULL;0.621968;NULL;NULL;NULL;0.644419;0.64442;0.23489;0.87259;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Ивановская область;-1.219343;-1.21934;-1.67562;-0.81847;-0.400875;-0.40087;-1.23506;0.19419;-0.930068;-0.93007;-1.29903;-0.60304;-0.241479;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.649426;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Иркутская область;-0.497701;-0.49770;-0.61483;-0.38645;-0.571956;-0.57196;-0.84045;-0.33115;-0.520116;-0.52012;-0.62738;-0.41773;0.237183;0.23718;-0.18746;0.54549;0.012798;0.01280;-0.40954;0.34056;0.272014;0.27201;0.03421;0.46694;-0.528153;NULL;NULL;NULL;0.268740;NULL;NULL;NULL;0.290549;0.29055;-0.37596;0.69573;1.000000;NULL;NULL;NULL;0.298052;NULL;NULL;NULL;0.578068;NULL;NULL;NULL
Кабардино-Балкарская Республика;-1.175499;-1.17550;-1.99411;-0.52243;-0.285290;-0.28529;-1.20310;0.33306;-0.780844;-0.78084;-1.35472;-0.30914;-0.846567;NULL;NULL;NULL;0.543402;NULL;NULL;NULL;0.193760;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Калининградская область;-0.295423;-0.29542;-0.50073;-0.10994;-0.161184;-0.16118;-0.52706;0.14065;-0.241809;-0.24181;-0.41498;-0.08350;-0.308990;-0.30899;-1.37032;0.37290;0.019699;0.01970;-0.68202;0.49167;0.091673;0.09167;-0.36897;0.43464;-1.478860;NULL;NULL;NULL;0.059359;NULL;NULL;NULL;0.108651;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.339477;NULL;NULL;NULL;0.563004;NULL;NULL;NULL
Калужская область;-1.013694;-1.01369;-1.29524;-0.75674;-0.852586;-0.85259;-1.40670;-0.39168;-0.956806;-0.95681;-1.20107;-0.73167;-0.427532;-0.42753;-1.59307;0.31750;0.473070;0.47307;-0.13457;0.81126;0.371933;0.37193;-0.01893;0.64672;-0.945116;NULL;NULL;NULL;0.571375;NULL;NULL;NULL;0.569325;NULL;NULL;NULL;-5.159535;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.711299;NULL;NULL;NULL
Камчатский край;0.178799;0.17880;-0.20495;0.47068;0.853726;NULL;NULL;NULL;0.316813;0.31681;0.00530;0.55520;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
