region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
Алтайский край;NULL;-0.03551;-0.04992;-0.02129;NULL;0.10994;0.08915;0.13030;NULL;0.00593;-0.00592;0.01766;NULL;0.43657;0.38449;0.48488;NULL;0.57518;0.54811;0.60092;NULL;0.53436;0.51017;0.55756;NULL;0.61975;0.49844;0.71642;NULL;0.76716;0.73338;0.79760;NULL;0.74605;0.71312;0.77602;NULL;0.70921;0.46895;0.85531;NULL;0.85269;0.81649;0.88341;NULL;0.84264;0.80638;0.87368
Амурская область;NULL;0.18960;0.16691;0.21169;NULL;0.02247;-0.02535;0.06821;NULL;0.14784;0.12723;0.16799;NULL;0.41009;0.33580;0.47676;NULL;0.45328;0.38872;0.51196;NULL;0.48486;0.44135;0.52538;NULL;0.74049;0.59423;0.84119;NULL;0.66141;0.57364;0.73421;NULL;0.73100;0.66940;0.78313;NULL;NULL;NULL;NULL;NULL;0.82848;0.73944;0.89277;NULL;0.86738;0.80198;0.91529
Архангельская область;NULL;0.19957;0.18308;0.21575;NULL;0.20852;0.18442;0.23196;NULL;0.20230;0.18873;0.21566;NULL;0.40774;0.33364;0.47452;NULL;0.62252;0.59054;0.65241;NULL;0.56465;0.53458;0.59308;NULL;0.70056;0.51773;0.82349;NULL;0.82591;0.78320;0.86199;NULL;0.80979;0.76765;0.84589;NULL;0.77473;0.50151;0.91488;NULL;0.86739;0.82703;0.90039;NULL;0.86040;0.82013;0.89364
Астраханская область;NULL;-0.08725;-0.12880;-0.04715;NULL;0.01917;-0.03624;0.07198;NULL;-0.02665;-0.05876;0.00457;NULL;0.49596;0.38924;0.58664;NULL;0.43969;0.35362;0.51633;NULL;0.53632;0.47986;0.58769;NULL;0.75047;0.51999;0.88496;NULL;0.65339;0.51439;0.75994;NULL;0.73651;0.64321;0.81004;NULL;NULL;NULL;NULL;NULL;0.82152;0.69860;0.90354;NULL;0.86948;0.78360;0.92769
Белгородская область;NULL;-0.02623;-0.05815;0.00472;NULL;0.30217;0.27097;0.33212;NULL;0.09788;0.07505;0.12015;NULL;0.44984;0.36882;0.52138;NULL;0.62362;0.58361;0.66034;NULL;0.57490;0.53893;0.60844;NULL;0.55949;0.30462;0.72901;NULL;0.75792;0.68807;0.81476;NULL;0.72755;0.66000;0.78384;NULL;0.76154;0.48778;0.90374;NULL;0.85962;0.80793;0.90013;NULL;0.85201;0.80185;0.89197
Брянская область;NULL;0.01436;-0.01036;0.03853;NULL;0.17535;0.14174;0.20776;NULL;0.06413;0.04422;0.08366;NULL;0.47405;0.38063;0.55547;NULL;0.60897;0.56564;0.64877;NULL;0.56601;0.52582;0.60341;NULL;0.45699;0.06539;0.70103;NULL;0.82496;0.75955;0.87624;NULL;0.77524;0.70477;0.83229;NULL;0.53456;-0.08545;0.82918;NULL;0.88123;0.82418;0.92365;NULL;0.85568;0.79408;0.90272
Владимирская область;NULL;-0.00503;-0.02495;0.01453;NULL;0.08554;0.05753;0.11281;NULL;0.02161;0.00539;0.03758;NULL;0.35803;0.26709;0.43913;NULL;0.57241;0.52847;0.61302;NULL;0.52666;0.48801;0.56291;NULL;0.59502;0.35295;0.75849;NULL;0.73058;0.66357;0.78699;NULL;0.72549;0.66419;0.77787;NULL;0.64002;0.18558;0.86566;NULL;0.78961;0.71766;0.84703;NULL;0.79032;0.72306;0.84463
Волгоградская область;NULL;-0.25082;-0.27451;-0.22756;NULL;-0.01209;-0.04226;0.01725;NULL;-0.17728;-0.19600;-0.15884;NULL;0.25204;0.18673;0.31251;NULL;0.38971;0.35133;0.42609;NULL;0.36865;0.33680;0.39915;NULL;0.48596;0.32145;0.61487;NULL;0.60385;0.54840;0.65362;NULL;0.60659;0.55706;0.65147;NULL;0.59792;0.25185;0.79910;NULL;0.73548;0.67553;0.78646;NULL;0.74197;0.68658;0.78943
Вологодская область;NULL;0.30117;0.28666;0.31542;NULL;0.28405;0.26039;0.30703;NULL;0.29557;0.28322;0.30773;NULL;0.58001;0.51852;0.63485;NULL;0.58856;0.54740;0.62660;NULL;0.59514;0.56213;0.62608;NULL;0.42414;0.10426;0.63950;NULL;0.79529;0.74315;0.83904;NULL;0.76460;0.71249;0.80914;NULL;0.67475;0.29628;0.86926;NULL;0.81888;0.75866;0.86713;NULL;0.81539;0.75811;0.86186
Воронежская область;NULL;0.00172;-0.01173;0.01500;NULL;-0.01846;-0.04065;0.00328;NULL;-0.01034;-0.02189;0.00108;NULL;0.44815;0.39742;0.49512;NULL;0.47723;0.44177;0.51077;NULL;0.50040;0.47342;0.52620;NULL;0.43209;0.20333;0.60113;NULL;0.70965;0.64976;0.76128;NULL;0.69712;0.64353;0.74414;NULL;0.47200;0.03413;0.72631;NULL;0.74372;0.67766;0.79891;NULL;0.75302;0.69414;0.80275
г. Москва;NULL;0.19341;0.18461;0.20213;NULL;-0.03464;-0.04953;-0.01993;NULL;0.11525;0.10760;0.12283;NULL;0.43083;0.37010;0.48684;NULL;0.62423;0.59963;0.64764;NULL;0.54243;0.51712;0.56671;NULL;0.61571;0.56001;0.66591;NULL;0.67996;0.65716;0.70159;NULL;0.63317;0.60990;0.65537;NULL;0.70134;0.55010;0.81128;NULL;0.76475;0.73764;0.78974;NULL;0.72861;0.69835;0.75657
г. Санкт-Петербург;NULL;0.51599;0.51165;0.52030;NULL;0.16220;0.14984;0.17439;NULL;0.43313;0.42879;0.43744;NULL;0.68043;0.66169;0.69829;NULL;0.62492;0.60679;0.64237;NULL;0.69504;0.68376;0.70599;NULL;0.74634;0.68983;0.79422;NULL;0.80221;0.77919;0.82340;NULL;0.83581;0.81919;0.85125;NULL;0.79591;0.70977;0.86055;NULL;0.86233;0.84005;0.88227;NULL;0.88979;0.87348;0.90452
г. Севастополь;NULL;0.18418;0.15289;0.21442;NULL;0.17829;0.13035;0.22383;NULL;0.18261;0.15656;0.20793;NULL;0.63321;0.56019;0.69618;NULL;0.56230;0.49250;0.62403;NULL;0.59436;0.54486;0.63939;NULL;0.42146;-0.26630;0.76028;NULL;0.87262;0.79466;0.92659;NULL;0.82922;0.74492;0.89095;NULL;NULL;NULL;NULL;NULL;0.89329;0.81251;0.94553;NULL;0.86559;0.77978;0.92413
Еврейская автономная область;NULL;-0.05535;-0.14376;0.02668;NULL;0.04374;-0.09581;0.16729;NULL;-0.02765;-0.10132;0.04147;NULL;0.45489;0.28665;0.58865;NULL;0.41589;0.22918;0.56373;NULL;0.45840;0.34227;0.55702;NULL;NULL;NULL;NULL;NULL;0.24893;-0.72405;0.70805;NULL;0.46049;-0.20201;0.78673;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Забайкальский край;NULL;-0.12194;-0.14858;-0.09590;NULL;0.05471;0.01417;0.09363;NULL;-0.07664;-0.09892;-0.05480;NULL;0.29071;0.21960;0.35585;NULL;0.45195;0.39973;0.50010;NULL;0.36945;0.32649;0.40993;NULL;0.53569;0.30009;0.69995;NULL;0.74194;0.66695;0.80289;NULL;0.69048;0.61549;0.75321;NULL;0.57939;-0.01240;0.84825;NULL;0.86714;0.78952;0.92127;NULL;0.83251;0.74846;0.89348
Ивановская область;NULL;-0.01679;-0.04878;0.01435;NULL;0.11654;0.08240;0.14958;NULL;0.02393;0.00022;0.04716;NULL;0.45090;0.32402;0.55832;NULL;0.60835;0.55849;0.65375;NULL;0.53403;0.48284;0.58120;NULL;0.42306;-0.09684;0.72563;NULL;0.79299;0.70880;0.85792;NULL;0.72540;0.62823;0.80247;NULL;NULL;NULL;NULL;NULL;0.81807;0.74200;0.87647;NULL;0.78626;0.70133;0.85221
Иркутская область;NULL;0.03663;0.02282;0.05025;NULL;0.11431;0.09173;0.13636;NULL;0.05479;0.04302;0.06644;NULL;0.48473;0.44306;0.52371;NULL;0.52092;0.49262;0.54788;NULL;0.52221;0.49960;0.54394;NULL;0.72592;0.62062;0.80683;NULL;0.76340;0.72014;0.80136;NULL;0.76576;0.72787;0.79947;NULL;0.83241;0.69992;0.91553;NULL;0.81989;0.77728;0.85612;NULL;0.82909;0.79108;0.86172
Кабардино-Балкарская Республика;NULL;-0.58886;-0.65520;-0.52500;NULL;-0.09322;-0.15740;-0.03210;NULL;-0.36689;-0.41281;-0.32231;NULL;0.24471;0.07956;0.38467;NULL;0.38182;0.28957;0.46438;NULL;0.38152;0.30683;0.44965;NULL;0.15422;-0.32410;0.47847;NULL;0.45350;0.31966;0.56597;NULL;0.45773;0.33960;0.55863;NULL;NULL;NULL;NULL;NULL;0.59414;0.37978;0.74739;NULL;0.62737;0.43996;0.76316
Калининградская область;NULL;0.17518;0.15433;0.19554;NULL;0.25645;0.22846;0.28349;NULL;0.20154;0.18485;0.21790;NULL;0.47858;0.40863;0.54122;NULL;0.56326;0.52520;0.59870;NULL;0.53824;0.50492;0.56964;NULL;0.81864;0.62411;0.92525;NULL;0.78624;0.72575;0.83590;NULL;0.78879;0.73221;0.83572;NULL;NULL;NULL;NULL;NULL;0.84772;0.78668;0.89471;NULL;0.85285;0.79498;0.89764
Калужская область;NULL;0.14927;0.12106;0.17660;NULL;0.18290;0.14218;0.22187;NULL;0.16396;0.14110;0.18626;NULL;0.57101;0.49283;0.63861;NULL;0.63393;0.59081;0.67336;NULL;0.67143;0.63959;0.70095;NULL;0.55227;0.21215;0.75718;NULL;0.80148;0.73628;0.85387;NULL;0.81511;0.76224;0.85857;NULL;0.55694;-0.19450;0.85904;NULL;0.83375;0.76573;0.88605;NULL;0.85728;0.80296;0.89966
Камчатский край;NULL;0.22490;0.19102;0.25752;NULL;0.18034;0.11784;0.23897;NULL;0.21689;0.18738;0.24546;NULL;0.60838;0.50011;0.69713;NULL;0.55729;0.46611;0.63567;NULL;0.60066;0.53628;0.65773;NULL;NULL;NULL;NULL;NULL;0.85949;0.74670;0.93086;NULL;0.87421;0.78376;0.93377;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.91676;0.81603;0.97061
Карачаево-Черкесская Республика;NULL;-0.52024;-0.59893;-0.44511;NULL;-0.20571;-0.29689;-0.12006;NULL;-0.38324;-0.44165;-0.32696;NULL;-0.12536;-0.45307;0.13608;NULL;0.16884;-0.00251;0.31571;NULL;0.15113;0.01275;0.27308;NULL;-0.00423;-1.09821;0.55982;NULL;0.36829;0.04648;0.59827;NULL;0.36969;0.09636;0.57289;NULL;NULL;NULL;NULL;NULL;0.54176;0.17370;0.77009;NULL;0.57384;0.26268;0.77345
