region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
Алтайский край;-0.203873;-0.20387;-0.35135;-0.06768;-0.357971;-0.35797;-0.57308;-0.16370;-0.256426;-0.25643;-0.37667;-0.14349;-0.920535;-0.92053;-1.47114;-0.46015;-0.478405;-0.47841;-0.80290;-0.19599;-0.601044;-0.60104;-0.87409;-0.35635;-1.362692;-1.36269;NULL;NULL;-0.291785;-0.29178;-0.80667;0.11332;-0.492645;-0.49265;-0.97202;-0.09927;-0.908189;NULL;NULL;NULL;0.106514;0.10651;-0.47571;0.50966;0.026207;0.02621;-0.53684;0.43021
Амурская область;-0.073861;-0.07386;-0.33522;0.15066;-0.049038;-0.04904;-0.48080;0.28881;-0.063999;-0.06400;-0.28183;0.12745;-0.712061;-0.71206;-1.63958;-0.03486;-0.344665;-0.34467;-1.02798;0.16348;-0.413895;-0.41390;-0.91624;-0.00898;0.511014;NULL;NULL;NULL;-0.385619;-0.38562;-1.59023;0.36853;-0.059329;-0.05933;-0.91619;0.49216;1.000000;NULL;NULL;NULL;0.071541;NULL;NULL;NULL;0.267996;NULL;NULL;NULL
Архангельская область;0.082058;0.08206;-0.17644;0.29928;-0.155272;-0.15527;-0.67185;0.24144;0.042636;0.04264;-0.17955;0.23478;-0.922028;-0.92203;NULL;NULL;-0.347483;-0.34748;-1.15434;0.22605;-0.345588;-0.34559;-0.87160;0.07020;1.000000;NULL;NULL;NULL;0.140886;NULL;NULL;NULL;0.491252;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.708786;-0.70879;NULL;NULL;-0.101769;-0.10177;-1.38180;0.60625
Астраханская область;-0.239493;-0.23949;-0.54560;0.02249;0.047670;0.04767;-0.38884;0.38074;-0.112803;-0.11280;-0.34900;0.09366;-0.004642;-0.00464;-0.73119;0.48055;0.186690;0.18669;-0.39700;0.57857;0.243721;0.24372;-0.12079;0.51836;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Белгородская область;0.073303;0.07330;-0.06178;0.19591;0.158556;0.15856;-0.04514;0.33335;0.137280;0.13728;0.03138;0.23490;-0.241355;-0.24136;-0.67969;0.10900;-0.080331;-0.08033;-0.43008;0.20566;0.082289;0.08229;-0.12940;0.26477;0.081182;0.08118;-0.90923;0.64018;0.530511;0.53051;0.08657;0.79903;0.552603;0.55260;0.25881;0.75499;0.710477;NULL;NULL;NULL;0.683050;NULL;NULL;NULL;0.781570;0.78157;0.52793;0.92193
Брянская область;-0.586149;-0.58615;-1.10459;-0.16131;-0.708814;-0.70881;-1.37551;-0.18131;-0.644635;-0.64463;-1.04460;-0.30094;-1.498269;-1.49827;NULL;NULL;-0.845696;-0.84570;-1.91185;-0.08023;-1.167721;-1.16772;NULL;NULL;-2.906384;NULL;NULL;NULL;-0.549424;NULL;NULL;NULL;-1.115635;-1.11563;NULL;NULL;-1.826988;NULL;NULL;NULL;-0.657272;NULL;NULL;NULL;-0.985581;-0.98558;NULL;NULL
Владимирская область;-0.601924;-0.60192;-0.95181;-0.29691;-0.359185;-0.35918;-0.79276;-0.00233;-0.509877;-0.50988;-0.77628;-0.27174;-1.818609;-1.81861;NULL;NULL;-0.210660;-0.21066;-0.90793;0.29089;-0.668952;-0.66895;-1.31996;-0.15380;-2.481811;NULL;NULL;NULL;-0.837825;-0.83782;NULL;NULL;-1.141449;-1.14145;NULL;NULL;-2.009701;NULL;NULL;NULL;-0.910704;-0.91070;NULL;NULL;-0.970535;-0.97054;NULL;NULL
Волгоградская область;-0.671388;-0.67139;-0.90535;-0.45792;-0.167441;-0.16744;-0.41259;0.04714;-0.441822;-0.44182;-0.60723;-0.28841;-0.941839;-0.94184;-1.50784;-0.47067;-0.154128;-0.15413;-0.47176;0.11348;-0.332971;-0.33297;-0.59264;-0.10374;-1.114632;-1.11463;NULL;NULL;-0.131528;-0.13153;-0.70926;0.29691;-0.230591;-0.23059;-0.72286;0.15600;-0.138057;NULL;NULL;NULL;-0.122432;-0.12243;-0.98039;0.43985;0.005816;0.00582;-0.71246;0.48581
Вологодская область;0.297659;0.29766;0.11049;0.45638;0.014982;0.01498;-0.15655;0.16819;0.091663;0.09166;-0.03785;0.20978;-0.387600;-0.38760;-1.33730;0.25924;-0.016714;-0.01671;-0.29669;0.21863;-0.606850;-0.60685;-1.00754;-0.26459;-2.175601;NULL;NULL;NULL;0.322322;0.32232;-0.10424;0.61999;-0.410606;-0.41061;-1.17920;0.14862;-0.715849;NULL;NULL;NULL;0.535147;0.53515;0.09502;0.80109;0.083709;0.08371;-0.71619;0.58293
Воронежская область;-0.200504;-0.20050;-0.35945;-0.05466;-0.089012;-0.08901;-0.26972;0.07339;-0.161717;-0.16172;-0.28035;-0.05077;-0.442725;-0.44272;-0.89662;-0.06913;-0.159741;-0.15974;-0.42082;0.06664;-0.304129;-0.30413;-0.53767;-0.09597;-0.472278;-0.47228;-1.76664;0.33124;0.323425;0.32342;-0.08271;0.61166;0.114014;0.11401;-0.30322;0.42999;-0.098074;NULL;NULL;NULL;0.313149;0.31315;-0.21001;0.65688;0.211165;0.21116;-0.32852;0.57884
