region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
г. Москва;-1.028693;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.146480;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
г. Санкт-Петербург;0.240814;0.24081;-0.47005;0.67408;0.013647;0.01365;-0.91080;0.57667;0.138553;0.13855;-0.39601;0.51507;1.000000;NULL;NULL;NULL;-0.649118;-0.64912;NULL;NULL;-0.067167;-0.06717;-1.16680;0.57640;1.000000;NULL;NULL;NULL;-0.505225;NULL;NULL;NULL;-0.211268;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-1.707811;NULL;NULL;NULL;-1.456656;NULL;NULL;NULL
г. Севастополь;-4.732623;NULL;NULL;NULL;-0.314205;NULL;NULL;NULL;-2.249407;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Еврейская автономная область;-0.688424;-0.68842;NULL;NULL;1.000000;NULL;NULL;NULL;0.099618;0.09962;-0.97463;0.68078;-0.013054;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.637275;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Забайкальский край;0.152864;0.15286;-0.59533;0.61573;0.219437;NULL;NULL;NULL;0.169671;0.16967;-0.40539;0.55819;-0.198468;-0.19847;-1.63329;0.57553;0.039644;NULL;NULL;NULL;-0.112183;-0.11218;-1.10279;0.49675;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Ивановская область;0.770735;NULL;NULL;NULL;-0.361939;-0.36194;-1.64900;0.41690;0.109069;0.10907;-0.66231;0.59349;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Иркутская область;0.717738;NULL;NULL;NULL;-0.220066;-0.22007;-1.37325;0.47767;0.275621;0.27562;-0.30897;0.65250;1.000000;NULL;NULL;NULL;0.134265;NULL;NULL;NULL;0.351895;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Кабардино-Балкарская Республика;-3.235737;-3.23574;NULL;NULL;-0.615462;NULL;NULL;NULL;-2.279719;-2.27972;NULL;NULL;-3.259269;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-1.920367;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Калининградская область;1.000000;NULL;NULL;NULL;0.001406;NULL;NULL;NULL;0.645446;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Калужская область;0.719321;NULL;NULL;NULL;0.626953;NULL;NULL;NULL;0.681270;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Камчатский край;-0.705969;NULL;NULL;NULL;0.099686;NULL;NULL;NULL;-0.348261;NULL;NULL;NULL;-4.587048;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.431048;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Карачаево-Черкесская Республика;0.245959;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.537263;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Кемеровская область;-0.182892;-0.18289;-0.95759;0.35173;0.099470;0.09947;-0.68677;0.59012;-0.076142;-0.07614;-0.61040;0.32298;0.707260;NULL;NULL;NULL;-0.268716;-0.26872;-1.47726;0.45809;0.062749;0.06275;-0.75480;0.57329;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.087471;NULL;NULL;NULL;0.069169;NULL;NULL;NULL
Кировская область;0.540814;NULL;NULL;NULL;0.122547;NULL;NULL;NULL;0.369033;0.36903;-0.22401;0.72942;1.000000;NULL;NULL;NULL;0.164048;NULL;NULL;NULL;0.404102;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.933138;NULL;NULL;NULL;-0.519050;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-1.811837;NULL;NULL;NULL;-1.206240;NULL;NULL;NULL
Костромская область;-0.349523;NULL;NULL;NULL;0.259485;NULL;NULL;NULL;-0.014663;-0.01466;-1.20764;0.63867;-1.485964;NULL;NULL;NULL;0.196730;NULL;NULL;NULL;-0.212392;NULL;NULL;NULL;-10.808331;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-1.781370;NULL;NULL;NULL;-10.808331;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-1.955205;NULL;NULL;NULL
Краснодарский край;0.173692;0.17369;-0.78359;0.70444;0.281849;0.28185;-0.39759;0.69263;0.137321;0.13732;-0.45171;0.53916;-0.775230;NULL;NULL;NULL;0.711387;NULL;NULL;NULL;0.169742;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Красноярский край;0.128301;0.12830;-0.57817;0.58235;-0.070957;-0.07096;-0.80913;0.42940;-0.049565;-0.04957;-0.57042;0.33963;0.634895;NULL;NULL;NULL;0.466441;NULL;NULL;NULL;0.417049;0.41705;-0.25900;0.79155;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Курганская область;-0.019747;-0.01975;-0.79835;0.49093;0.132068;0.13207;-0.77619;0.65708;0.047177;0.04718;-0.50576;0.44302;1.000000;NULL;NULL;NULL;-0.875952;NULL;NULL;NULL;-0.937143;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-2.182419;NULL;NULL;NULL;-2.662412;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-6.425643;NULL;NULL;NULL;-7.371227;NULL;NULL;NULL
Курская область;-0.059233;-0.05923;-0.98515;0.51805;-0.929929;-0.92993;NULL;NULL;-0.454286;-0.45429;-1.20009;0.09736;1.000000;NULL;NULL;NULL;-1.220515;-1.22052;NULL;NULL;-0.343105;-0.34310;-1.75001;0.46949;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Ленинградская область;-1.409404;-1.40940;NULL;NULL;0.378780;NULL;NULL;NULL;-0.553806;-0.55381;-1.80956;0.25492;-1.766512;NULL;NULL;NULL;-0.901540;NULL;NULL;NULL;-1.430475;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-7.910071;NULL;NULL;NULL;-7.594723;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-4.197541;NULL;NULL;NULL;-4.342665;NULL;NULL;NULL
Липецкая область;0.009984;0.00998;-0.70761;0.48844;-0.412383;-0.41238;-1.35097;0.22907;-0.201518;-0.20152;-0.75867;0.22088;-0.440024;NULL;NULL;NULL;-0.358061;NULL;NULL;NULL;-0.468345;-0.46834;NULL;NULL;-15.320270;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.917006;NULL;NULL;NULL;-15.320270;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-1.706361;NULL;NULL;NULL
Магаданская область;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Московская область;-0.074742;-0.07474;-0.65209;0.34896;0.625344;0.62534;0.23981;0.85122;0.233391;0.23339;-0.11636;0.50095;-0.404499;NULL;NULL;NULL;0.569578;NULL;NULL;NULL;0.153257;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Мурманская область;0.255167;NULL;NULL;NULL;-0.258846;NULL;NULL;NULL;0.061161;NULL;NULL;NULL;-1.961166;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.419304;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Ненецкий автономный округ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Нижегородская область;0.191512;0.19151;-0.74267;0.71059;-0.386042;-0.38604;-1.22049;0.20505;-0.323356;-0.32336;-0.99602;0.17679;-1.063207;NULL;NULL;NULL;-0.300362;-0.30036;-1.53167;0.44359;-0.814518;-0.81452;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Новгородская область;0.819381;NULL;NULL;NULL;0.146378;NULL;NULL;NULL;0.500681;0.50068;-0.07755;0.82138;1.000000;NULL;NULL;NULL;-0.357568;NULL;NULL;NULL;-0.085342;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Новосибирская область;-0.045434;-0.04543;-1.12733;0.58556;0.116994;0.11699;-0.90919;0.68446;-0.016922;-0.01692;-0.74718;0.47315;-1.299313;NULL;NULL;NULL;0.708912;NULL;NULL;NULL;0.024506;NULL;NULL;NULL;-3.307908;NULL;NULL;NULL;-0.259931;NULL;NULL;NULL;-1.301556;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Омская область;0.177051;0.17705;-0.67539;0.67384;0.120543;0.12054;-0.64396;0.59919;0.142857;0.14286;-0.39179;0.51817;1.000000;NULL;NULL;NULL;0.192749;0.19275;-0.74416;0.71142;0.480672;0.48067;-0.11993;0.81415;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.136441;NULL;NULL;NULL;0.108225;NULL;NULL;NULL
Оренбургская область;0.309982;NULL;NULL;NULL;0.497256;NULL;NULL;NULL;0.391890;0.39189;-0.31327;0.78255;0.074226;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.669011;NULL;NULL;NULL;-2.526757;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.271696;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Орловская область;-0.452269;-0.45227;NULL;NULL;-0.503188;NULL;NULL;NULL;-0.425666;-0.42567;-1.58055;0.31683;1.000000;NULL;NULL;NULL;-1.287459;NULL;NULL;NULL;-0.519297;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-3.324238;NULL;NULL;NULL;-2.061354;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Пензенская область;-0.495558;-0.49556;-1.72091;0.28570;-0.433873;-0.43387;-0.98151;-0.00737;-1.043196;-1.04320;-1.71266;-0.50028;1.000000;NULL;NULL;NULL;-0.676877;-0.67688;-1.56421;-0.04319;-1.869168;-1.86917;NULL;NULL;1.000000;NULL;NULL;NULL;-0.844073;-0.84407;NULL;NULL;-2.124568;-2.12457;NULL;NULL;1.000000;NULL;NULL;NULL;-2.362721;-2.36272;NULL;NULL;-6.498963;-6.49896;NULL;NULL
Пермский край;0.364311;NULL;NULL;NULL;0.440274;NULL;NULL;NULL;0.368701;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.169049;NULL;NULL;NULL;-0.047383;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Приморский край;-0.054117;NULL;NULL;NULL;-0.026224;NULL;NULL;NULL;-0.098370;-0.09837;-1.23818;0.56493;1.000000;NULL;NULL;NULL;-0.744581;NULL;NULL;NULL;-0.490251;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Псковская область;-0.425066;NULL;NULL;NULL;-0.340931;NULL;NULL;NULL;-0.437486;-0.43749;NULL;NULL;1.000000;NULL;NULL;NULL;-0.577566;NULL;NULL;NULL;-0.339228;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-2.610199;NULL;NULL;NULL;-2.412870;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-4.214732;NULL;NULL;NULL;-4.038047;NULL;NULL;NULL
Республика Адыгея;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Алтай;-0.931448;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.022561;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Башкортостан;-1.021565;-1.02157;NULL;NULL;-0.008253;-0.00825;-0.74350;0.47991;-0.595990;-0.59599;-1.25017;-0.08588;-0.980013;-0.98001;NULL;NULL;0.246043;NULL;NULL;NULL;-0.354838;-0.35484;-1.46633;0.35315;-1.847849;NULL;NULL;NULL;-0.065374;NULL;NULL;NULL;-0.889505;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Бурятия;-0.137181;NULL;NULL;NULL;0.009563;NULL;NULL;NULL;-0.173725;-0.17373;-1.39860;0.53587;1.000000;NULL;NULL;NULL;0.258525;NULL;NULL;NULL;0.228265;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Дагестан;-6.131792;NULL;NULL;NULL;-5.770378;NULL;NULL;NULL;-6.818868;-6.81887;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Ингушетия;0.293453;NULL;NULL;NULL;-3.513414;NULL;NULL;NULL;-0.420534;-0.42053;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Калмыкия;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Карелия;0.304510;NULL;NULL;NULL;-0.039782;-0.03978;-1.12207;0.58852;0.089387;0.08939;-0.60232;0.54474;0.073997;NULL;NULL;NULL;0.690541;NULL;NULL;NULL;0.444772;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Коми;0.076123;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.451847;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Крым;0.218295;NULL;NULL;NULL;-1.154166;-1.15417;NULL;NULL;-0.377071;-0.37707;-1.49965;0.34132;-0.011253;NULL;NULL;NULL;-0.278823;NULL;NULL;NULL;-0.245922;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Марий Эл;-3.304579;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-1.210917;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Мордовия;-0.542345;NULL;NULL;NULL;-0.026650;-0.02665;-1.12673;0.59723;-0.389354;-0.38935;-1.54642;0.33957;1.000000;NULL;NULL;NULL;-0.889037;NULL;NULL;NULL;-1.107310;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Саха (Якутия);-0.810553;-0.81055;NULL;NULL;0.270638;NULL;NULL;NULL;-0.414151;-0.41415;-1.55856;0.32215;-2.129163;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.401057;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
