region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
Алтайский край;-0.134973;-0.13497;-0.19550;-0.07658;-0.118355;-0.11835;-0.21886;-0.02367;-0.133030;-0.13303;-0.18470;-0.08293;0.022157;0.02216;-0.29711;0.28306;0.042991;0.04299;-0.15554;0.21692;0.062566;0.06257;-0.09825;0.20653;0.015692;0.01569;-1.01980;0.61171;0.395679;0.39568;0.10382;0.61533;0.365304;0.36530;0.09742;0.57341;0.327112;NULL;NULL;NULL;0.456814;0.45681;0.06556;0.71883;0.470774;0.47077;0.10856;0.71748
Амурская область;-0.132107;-0.13211;-0.23341;-0.03674;-0.465495;-0.46550;-0.67282;-0.27686;-0.217159;-0.21716;-0.30832;-0.13052;-0.078367;-0.07837;-0.50166;0.25390;-0.266137;-0.26614;-0.65736;0.05568;-0.143829;-0.14383;-0.41338;0.08772;0.172774;NULL;NULL;NULL;-0.131425;-0.13142;-0.82622;0.35453;-0.003589;-0.00359;-0.55741;0.39626;1.000000;NULL;NULL;NULL;0.409481;NULL;NULL;NULL;0.509787;NULL;NULL;NULL
Архангельская область;0.088358;0.08836;0.01374;0.15902;-0.026352;-0.02635;-0.14873;0.08680;0.054502;0.05450;-0.00875;0.11499;0.182312;0.18231;-0.23736;0.49258;0.163173;0.16317;-0.08131;0.36698;0.193203;0.19320;-0.00615;0.36378;0.131837;NULL;NULL;NULL;0.513708;0.51371;0.08987;0.77855;0.487916;0.48792;0.09710;0.74433;1.000000;NULL;NULL;NULL;0.715565;NULL;NULL;NULL;0.745411;NULL;NULL;NULL
Астраханская область;-0.419418;-0.41942;-0.63620;-0.22318;-0.283067;-0.28307;-0.57736;-0.02855;-0.351432;-0.35143;-0.52054;-0.19565;0.141520;0.14152;-0.67362;0.63296;-0.625671;-0.62567;-1.37966;-0.05411;-0.242435;-0.24243;-0.74060;0.14833;1.000000;NULL;NULL;NULL;-0.332734;-0.33273;-1.89998;0.52544;0.078897;0.07890;-0.99961;0.67158;1.000000;NULL;NULL;NULL;0.239848;NULL;NULL;NULL;0.413376;NULL;NULL;NULL
Белгородская область;-0.514256;-0.51426;-0.75927;-0.29354;-0.217069;-0.21707;-0.50268;0.02931;-0.402013;-0.40201;-0.58574;-0.23330;0.350493;0.35049;-0.40293;0.76777;-0.274135;-0.27413;-0.86123;0.17253;-0.096831;-0.09683;-0.55049;0.25725;-0.285576;NULL;NULL;NULL;0.014669;NULL;NULL;NULL;-0.038514;-0.03851;-1.24991;0.62930;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Брянская область;-0.092384;-0.09238;-0.19775;0.00646;-0.158367;-0.15837;-0.32622;-0.00569;-0.111706;-0.11171;-0.20007;-0.02791;-0.048262;-0.04826;-0.68465;0.40013;0.039802;0.03980;-0.28588;0.30404;0.001529;0.00153;-0.28512;0.24107;-1.502725;NULL;NULL;NULL;0.775901;NULL;NULL;NULL;0.495268;0.49527;-0.09273;0.81977;-0.906838;NULL;NULL;NULL;0.876458;NULL;NULL;NULL;0.762336;NULL;NULL;NULL
Владимирская область;-0.188790;-0.18879;-0.27913;-0.10292;-0.300454;-0.30045;-0.43613;-0.17385;-0.225256;-0.22526;-0.29991;-0.15359;-0.079629;-0.07963;-0.65101;0.33916;-0.139906;-0.13991;-0.47084;0.13603;-0.144460;-0.14446;-0.42802;0.09794;1.000000;NULL;NULL;NULL;-0.254328;-0.25433;-0.96491;0.25603;-0.130494;-0.13049;-0.76906;0.32897;1.000000;NULL;NULL;NULL;-0.277649;-0.27765;-1.16518;0.32076;-0.230807;-0.23081;-1.08438;0.34535
Волгоградская область;-0.367898;-0.36790;-0.48628;-0.25613;-0.116333;-0.11633;-0.26644;0.02118;-0.282599;-0.28260;-0.37509;-0.19444;0.078639;0.07864;-0.33626;0.39604;-0.037948;-0.03795;-0.30389;0.18845;-0.035731;-0.03573;-0.26087;0.16039;1.000000;NULL;NULL;NULL;0.190144;0.19014;-0.27990;0.52661;0.268309;0.26831;-0.15558;0.57209;1.000000;NULL;NULL;NULL;0.364592;0.36459;-0.23613;0.72799;0.371933;0.37193;-0.22138;0.73107
Вологодская область;0.266183;0.26618;0.18681;0.34015;0.154857;0.15486;0.01890;0.27746;0.233928;0.23393;0.16593;0.29808;0.416971;0.41697;-0.05551;0.72065;0.139692;0.13969;-0.21646;0.41753;0.228663;0.22866;-0.04588;0.44977;1.000000;NULL;NULL;NULL;0.803566;NULL;NULL;NULL;0.824059;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.856351;NULL;NULL;NULL;0.866950;NULL;NULL;NULL
Воронежская область;-0.200022;-0.20002;-0.26597;-0.13647;-0.312910;-0.31291;-0.42359;-0.20827;-0.235207;-0.23521;-0.29174;-0.18039;0.014476;0.01448;-0.34358;0.30120;-0.067899;-0.06790;-0.32291;0.15135;-0.015582;-0.01558;-0.21358;0.15916;0.586499;NULL;NULL;NULL;-0.058718;-0.05872;-0.69995;0.39376;0.070410;0.07041;-0.47116;0.45716;1.000000;NULL;NULL;NULL;-0.249807;-0.24981;-1.07551;0.31670;-0.115097;-0.11510;-0.85074;0.39011
