data_point;region;vac_interval_group;vaccine;ve_zab_18_59;cil_zab_18_59;cih_zab_18_59;ve_hosp_18_59;cil_hosp_18_59;cih_hosp_18_59;ve_severe_18_59;cil_severe_18_59;cih_severe_18_59;ve_death_18_59;cil_death_18_59;cih_death_18_59;ve_zab_60;cil_zab_60;cih_zab_60;ve_hosp_60;cil_hosp_60;cih_hosp_60;ve_severe_60;cil_severe_60;cih_severe_60;ve_death_60;cil_death_60;cih_death_60;ve_zab_total;cil_zab_total;cih_zab_total;ve_hosp_total;cil_hosp_total;cih_hosp_total;ve_severe_total;cil_severe_total;cih_severe_total;ve_death_total;cil_death_total;cih_death_total
2022.05_01-07-2022;Алтайский край;105_165_days;AllVaccines;-0.04864;-0.21355;0.09386;0.11888;-0.30633;0.40568;0.56814;-0.38745;0.86558;NULL;NULL;NULL;-0.03849;-0.1983;0.10001;0.2565;0.03873;0.42493;0.31166;-0.11245;0.57408;0.46939;-0.15713;0.75668;-0.09238;-0.20977;0.01362;0.12429;-0.08586;0.29377;0.26972;-0.1365;0.53074;0.48768;-0.10804;0.76312
2022.05_01-07-2022;Алтайский край;105_165_days;CoviVac;0.54982;-2.19789;0.93663;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.70965;-1.06193;0.95911;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.05_01-07-2022;Алтайский край;105_165_days;EpiVacCorona;-0.11486;-1.07618;0.40135;-0.4248;-4.72975;0.6457;NULL;NULL;NULL;NULL;NULL;NULL;-0.16417;-1.24252;0.39563;0.01076;-2.07746;0.68201;NULL;NULL;NULL;NULL;NULL;NULL;-0.14168;-0.79257;0.27287;-0.13719;-1.74012;0.52805;NULL;NULL;NULL;NULL;NULL;NULL
2022.05_01-07-2022;Алтайский край;105_165_days;SputnikLite;-0.27342;-0.55802;-0.04081;0.05095;-0.69555;0.46879;0.62716;-1.70002;0.94852;NULL;NULL;NULL;-0.05703;-0.29038;0.13412;0.27378;-0.05637;0.50075;0.42911;-0.21842;0.73251;0.47521;-0.66725;0.83481;-0.22645;-0.41325;-0.06434;0.09344;-0.24193;0.33826;0.35979;-0.29813;0.68426;0.45637;-0.71848;0.82803
2022.05_01-07-2022;Алтайский край;105_165_days;SputnikV;0.11809;-0.08423;0.28266;0.1834;-0.40072;0.52394;0.44345;-1.28984;0.86473;NULL;NULL;NULL;-0.01404;-0.22982;0.16388;0.21413;-0.10771;0.44246;0.10312;-0.61643;0.50236;0.37131;-0.72334;0.77064;0.02067;-0.12743;0.14932;0.13858;-0.15072;0.35515;0.09155;-0.56309;0.47202;0.42354;-0.57092;0.78846
2022.05_01-07-2022;Алтайский край;165_195_days;AllVaccines;-0.00336;-0.21234;0.16959;0.35565;-0.15117;0.63934;-0.69141;-2.96902;0.2792;-0.55046;-5.74287;0.64349;-0.18823;-0.41215;0.00018;0.30164;0.01564;0.50455;0.41453;-0.14776;0.70135;0.13658;-0.99149;0.62566;-0.14032;-0.29509;-0.00404;0.24688;-0.01178;0.43941;0.10561;-0.51292;0.47127;-0.10526;-1.28427;0.46521
2022.05_01-07-2022;Алтайский край;165_195_days;CoviVac;0.60228;-1.82525;0.94401;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7411;-0.83855;0.96354;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.05_01-07-2022;Алтайский край;165_195_days;EpiVacCorona;0.05121;-0.82696;0.50727;0.32871;-3.78484;0.90582;-2.31537;-23.00907;0.54219;NULL;NULL;NULL;-0.59707;-1.70426;0.0568;-0.16102;-2.10538;0.56593;0.04442;-5.82695;0.86625;-1.07266;-13.91774;0.71203;-0.27801;-0.92639;0.15213;-0.05011;-1.53031;0.56419;-0.54982;-5.23913;0.61502;-0.76749;-11.68602;0.75374
2022.05_01-07-2022;Алтайский край;165_195_days;SputnikLite;-0.10572;-0.47385;0.17046;0.42092;-0.55554;0.78443;0.29388;-4.11352;0.90249;-1.03528;-14.29273;0.72913;-0.14911;-0.49521;0.11687;0.30462;-0.18277;0.59116;0.34606;-0.76496;0.75771;0.29468;-1.87615;0.82703;-0.18582;-0.43971;0.02329;0.24816;-0.20003;0.52896;0.23145;-0.86665;0.68357;-0.06006;-2.351;0.66466
2022.05_01-07-2022;Алтайский край;165_195_days;SputnikV;0.0364;-0.25261;0.25873;0.26477;-0.55914;0.65329;-1.15546;-4.9877;0.22407;-0.45811;-9.95596;0.80594;-0.15563;-0.46338;0.08739;0.32938;-0.08754;0.58647;0.48378;-0.39327;0.80873;0.15272;-1.69178;0.7333;-0.09905;-0.30965;0.07768;0.24893;-0.12789;0.49985;0.07228;-0.8811;0.54247;-0.06256;-1.89562;0.61009
