data_point;region;vac_interval_group;vaccine;ve_zab_18_59;cil_zab_18_59;cih_zab_18_59;ve_hosp_18_59;cil_hosp_18_59;cih_hosp_18_59;ve_severe_18_59;cil_severe_18_59;cih_severe_18_59;ve_death_18_59;cil_death_18_59;cih_death_18_59;ve_zab_60;cil_zab_60;cih_zab_60;ve_hosp_60;cil_hosp_60;cih_hosp_60;ve_severe_60;cil_severe_60;cih_severe_60;ve_death_60;cil_death_60;cih_death_60;ve_zab_total;cil_zab_total;cih_zab_total;ve_hosp_total;cil_hosp_total;cih_hosp_total;ve_severe_total;cil_severe_total;cih_severe_total;ve_death_total;cil_death_total;cih_death_total
2022.06_18-07-2022;Алтайский край;105_165_days;AllVaccines;0.01506;-0.22108;0.20553;0.1456;-0.53891;0.52564;0.17371;-1.67673;0.74493;0.19489;-5.15439;0.89468;0.16299;-0.05618;0.33668;0.40109;0.09401;0.60408;0.59478;0.00616;0.83478;0.63789;-0.49074;0.91204;0.062;-0.09838;0.19896;0.27937;-0.01093;0.4863;0.45351;-0.11387;0.73188;0.51157;-0.55732;0.84681
2022.06_18-07-2022;Алтайский край;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-1.06713;-13.69024;0.70912;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.19958;-4.68501;0.88731;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06_18-07-2022;Алтайский край;105_165_days;EpiVacCorona;0.70493;-1.0967;0.95847;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.73156;-0.9077;0.96223;0.35839;-3.56707;0.90986;NULL;NULL;NULL;NULL;NULL;NULL;0.7072;-0.17158;0.92682;0.46059;-2.83649;0.92416;NULL;NULL;NULL;NULL;NULL;NULL
2022.06_18-07-2022;Алтайский край;105_165_days;SputnikLite;-0.12456;-0.44795;0.12661;0.19566;-0.71589;0.62295;0.56336;-2.17609;0.93997;NULL;NULL;NULL;0.09827;-0.21347;0.32993;0.3069;-0.16208;0.58661;0.54657;-0.4282;0.85604;0.66308;-1.44092;0.95349;-0.03033;-0.24897;0.15004;0.25332;-0.14432;0.51278;0.53638;-0.25172;0.82828;0.7252;-0.98181;0.96189
2022.06_18-07-2022;Алтайский край;105_165_days;SputnikV;0.16155;-0.23737;0.43186;-0.08052;-1.63288;0.55656;-0.70667;-6.06772;0.58789;-1.56;-18.56916;0.66511;0.18845;-0.16807;0.43616;0.49019;-0.02733;0.74701;0.5787;-0.70621;0.89597;0.52603;-2.43375;0.93458;0.13054;-0.13419;0.33348;0.26019;-0.28287;0.57336;0.2087;-1.13645;0.70692;0.04655;-2.89921;0.76686
2022.06_18-07-2022;Алтайский край;165_195_days;AllVaccines;0.00184;-0.2444;0.19936;0.55759;-0.00018;0.80431;0.71796;-1.0515;0.96123;NULL;NULL;NULL;-0.00383;-0.24097;0.18799;0.19449;-0.15195;0.43675;0.18961;-0.5524;0.57696;0.27966;-1.00287;0.74092;-0.04858;-0.22153;0.09988;0.19063;-0.12156;0.41592;0.20916;-0.46092;0.57189;0.31761;-0.87854;0.75212
2022.06_18-07-2022;Алтайский край;165_195_days;CoviVac;-4.33587;-10.90409;-1.39174;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-2.60815;-7.04132;-0.61898;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06_18-07-2022;Алтайский край;165_195_days;EpiVacCorona;-0.42556;-2.18036;0.36101;-0.58195;-10.30012;0.77854;NULL;NULL;NULL;NULL;NULL;NULL;-0.276;-2.40746;0.52217;-1.29204;-6.13996;0.26422;-4.12172;-19.74214;-0.26467;NULL;NULL;NULL;-0.34322;-1.50047;0.27844;-0.9828;-4.3029;0.25861;-2.45992;-12.96311;0.14267;NULL;NULL;NULL
2022.06_18-07-2022;Алтайский край;165_195_days;SputnikLite;-0.27265;-0.84071;0.1201;0.13159;-1.72187;0.72294;NULL;NULL;NULL;NULL;NULL;NULL;-0.37726;-0.84786;-0.02651;-0.17955;-0.91931;0.27509;-0.14981;-1.82003;0.53119;0.49696;-2.6444;0.93056;-0.45774;-0.83359;-0.15893;-0.41039;-1.20503;0.09788;-0.21719;-1.96818;0.50086;0.42674;-3.13417;0.92051
2022.06_18-07-2022;Алтайский край;165_195_days;SputnikV;0.23239;-0.03471;0.43054;0.77988;0.11207;0.94543;0.56801;-2.14225;0.94061;NULL;NULL;NULL;0.22969;-0.03984;0.42935;0.4778;0.09169;0.69978;0.60356;-0.24869;0.87414;0.07786;-1.96488;0.71319;0.20919;0.02284;0.36;0.5238;0.20424;0.71503;0.5603;-0.18715;0.83714;0.19205;-1.57609;0.7466
