data_point;region;vac_interval_group;vaccine;ppv_18_59;ppv_60;ppv_total
2021.11_01-07-2022;Республика Карелия;90_105_days;EpiVacCorona;0.00040910909775019856;0.00019394620333587468;0.00034269199009083403
2021.11_01-07-2022;Республика Карелия;90_105_days;SputnikLite;0.02320574305559703;0.005430493693404492;0.01771882741535921
2021.11_01-07-2022;Республика Карелия;90_105_days;SputnikV;0.05926408141569665;0.02595535224643206;0.0489822460776218
2021.11_01-07-2022;Республика Коми;105_165_days;AllVaccines;0.11318759270007094;0.1031135421049468;0.11053389911016814
2021.11_01-07-2022;Республика Коми;105_165_days;CoviVac;0.004066980503428559;0.002157840956903288;0.0035640773932043446
2021.11_01-07-2022;Республика Коми;105_165_days;EpiVacCorona;0.0017776917951032867;0.0040632325539460236;0.00237974603375661
2021.11_01-07-2022;Республика Коми;105_165_days;SputnikLite;0.0019195632080135853;0.00010218188375308048;0.0014408309319484467
2021.11_01-07-2022;Республика Коми;105_165_days;SputnikV;0.10542335719352551;0.09679028671034441;0.10314924475125875
2021.11_01-07-2022;Республика Коми;165_195_days;AllVaccines;0.049035919262268655;0.09784816974214101;0.061893980176699705
2021.11_01-07-2022;Республика Коми;165_195_days;EpiVacCorona;0.006814126953418886;0.0151830257858989;0.009018651635580608
2021.11_01-07-2022;Республика Коми;165_195_days;SputnikV;0.042221792308849766;0.08266514395624211;0.0528753285411191
2021.11_01-07-2022;Республика Коми;21_45_days;AllVaccines;0.027742309924550203;0.03412273847448458;0.02942303429494284
2021.11_01-07-2022;Республика Коми;21_45_days;CoviVac;5.1589604694654026e-05;6.010699044298852e-06;3.9583267361221064e-05
2021.11_01-07-2022;Республика Коми;21_45_days;SputnikLite;0.01955675931299843;0.023748271924024764;0.020660882231862947
2021.11_01-07-2022;Республика Коми;21_45_days;SputnikV;0.008133961006857118;0.01036845585141552;0.008722568795718673
2021.11_01-07-2022;Республика Коми;45_75_days;AllVaccines;0.05233765396272651;0.04090280699645369;0.04932550112416479
2021.11_01-07-2022;Республика Коми;45_75_days;CoviVac;0.00012682444487435783;7.212838853158623e-05;0.00011241647930586783
2021.11_01-07-2022;Республика Коми;45_75_days;SputnikLite;0.021078652651490726;0.018717316823946624;0.020456632572279046
2021.11_01-07-2022;Республика Коми;45_75_days;SputnikV;0.031132176866361428;0.022113361783975476;0.028756452072579878
2021.11_01-07-2022;Республика Коми;75_90_days;AllVaccines;0.05423357193525505;0.021380056500571017;0.045579340701098835
2021.11_01-07-2022;Республика Коми;75_90_days;CoviVac;0.00030523849444336965;0.0001382460780188736;0.00026124956458405905
2021.11_01-07-2022;Республика Коми;75_90_days;EpiVacCorona;4.514090410782227e-05;3.6064194265793114e-05;4.274992875011875e-05
2021.11_01-07-2022;Республика Коми;75_90_days;SputnikLite;0.01883880398099783;0.005620003606419427;0.015356724405459325
2021.11_01-07-2022;Республика Коми;75_90_days;SputnikV;0.035044388555706026;0.015585742621866924;0.02991861680230533
2021.11_01-07-2022;Республика Коми;90_105_days;AllVaccines;0.08024548053567206;0.0351024824187053;0.06835396941005098
2021.11_01-07-2022;Республика Коми;90_105_days;CoviVac;0.0009028180821564455;0.00019835306846186212;0.0007172488045853256
2021.11_01-07-2022;Республика Коми;90_105_days;EpiVacCorona;6.233743900604028e-05;6.010699044298852e-05;6.174989708350486e-05
2021.11_01-07-2022;Республика Коми;90_105_days;SputnikLite;0.02070462801745448;0.003534291038047725;0.016181639697267172
2021.11_01-07-2022;Республика Коми;90_105_days;SputnikV;0.058575696997055095;0.03130973132175272;0.051393331011114984
2021.11_01-07-2022;Республика Крым;105_165_days;AllVaccines;0.12124464451344337;0.1284171897714445;0.12351597676610389
2021.11_01-07-2022;Республика Крым;105_165_days;CoviVac;0.0017102810864338613;0.001076755820104718;0.0015096624331484673
2021.11_01-07-2022;Республика Крым;105_165_days;EpiVacCorona;0.007096894372769854;0.010725904204137908;0.008246094102951195
2021.11_01-07-2022;Республика Крым;105_165_days;SputnikLite;1.6407888526735688e-05;4.165399690927343e-06;1.2531055583145863e-05
2021.11_01-07-2022;Республика Крым;105_165_days;SputnikV;0.11242106116571292;0.11661036434751096;0.11374768917442109
2021.11_01-07-2022;Республика Крым;165_195_days;AllVaccines;0.042626729222545984;0.09954263911393618;0.06065030902242597
2021.11_01-07-2022;Республика Крым;165_195_days;EpiVacCorona;0.0014969785355862973;0.00328441765629621;0.00206300746653054
2021.11_01-07-2022;Республика Крым;165_195_days;SputnikLite;9.651699133373935e-07;0.0;6.595292412182033e-07
2021.11_01-07-2022;Республика Крым;165_195_days;SputnikV;0.04112878551704635;0.09625822145763997;0.058586642026654215
2021.11_01-07-2022;Республика Крым;21_45_days;AllVaccines;0.03267003639655743;0.03508099619699008;0.03343351582507438
2021.11_01-07-2022;Республика Крым;21_45_days;CoviVac;0.00041695340256175397;0.00036655517280160616;0.0004009937786606676
2021.11_01-07-2022;Республика Крым;21_45_days;EpiVacCorona;0.0002644565562544458;0.0003124049768195507;0.0002796403982765182
2021.11_01-07-2022;Республика Крым;21_45_days;SputnikLite;0.012913008270540987;0.02459668517492596;0.016612882057045322
2021.11_01-07-2022;Республика Крым;21_45_days;SputnikV;0.019075618167200246;0.009805350872442966;0.016139999591091872
2021.11_01-07-2022;Республика Крым;45_75_days;AllVaccines;0.035505705601942696;0.030392838844851357;0.03388661241379128
2021.11_01-07-2022;Республика Крым;45_75_days;CoviVac;0.0005202265832888551;0.000285329878828523;0.0004458417670635054
2021.11_01-07-2022;Республика Крым;45_75_days;EpiVacCorona;0.0005559378700823387;0.0007289449459122851;0.0006107240773680562
2021.11_01-07-2022;Республика Крым;45_75_days;SputnikLite;0.004511204174938977;0.014591395117318483;0.007703301537428614
2021.11_01-07-2022;Республика Крым;45_75_days;SputnikV;0.029918336973632522;0.014787168902792067;0.02512674503193111
2021.11_01-07-2022;Республика Крым;75_90_days;AllVaccines;0.028637556498633802;0.01575354163108721;0.024557571296759798
2021.11_01-07-2022;Республика Крым;75_90_days;CoviVac;0.00018820813310079174;7.081179474576483e-05;0.00015103219623896854
2021.11_01-07-2022;Республика Крым;75_90_days;EpiVacCorona;0.0008271506157301463;0.0009226360315404065;0.0008573880135836643
2021.11_01-07-2022;Республика Крым;75_90_days;SputnikLite;0.001287536664392083;0.0019494070553539966;0.0014971313775653215
2021.11_01-07-2022;Республика Крым;75_90_days;SputnikV;0.02633466108541078;0.012810686749447043;0.022052019709371845
2021.11_01-07-2022;Республика Крым;90_105_days;AllVaccines;0.03365547487807491;0.01857768262153595;0.02888078547294512
2021.11_01-07-2022;Республика Крым;90_105_days;CoviVac;0.000512505223982156;0.00026450288037388627;0.00043397024072157776
2021.11_01-07-2022;Республика Крым;90_105_days;EpiVacCorona;0.00040730170342838005;0.00028116447913759563;0.0003673577873585392
2021.11_01-07-2022;Республика Крым;90_105_days;SputnikLite;0.0005067142045021316;0.0005873213564207553;0.0005322400976630901
2021.11_01-07-2022;Республика Крым;90_105_days;SputnikV;0.03222895374616224;0.01744469390560371;0.027547217347201915
2021.11_01-07-2022;Республика Марий Эл;105_165_days;AllVaccines;0.0919822138759828;0.08358586019687526;0.0894866082009955
2021.11_01-07-2022;Республика Марий Эл;105_165_days;CoviVac;0.002225963639895744;0.0012759252052644673;0.0019435885280872246
2021.11_01-07-2022;Республика Марий Эл;105_165_days;EpiVacCorona;0.000974027726063471;0.0014736936120804598;0.0011225408864659872
2021.11_01-07-2022;Республика Марий Эл;105_165_days;SputnikLite;0.0017376007079913443;0.0001913887807896701;0.0012780279687129653
2021.11_01-07-2022;Республика Марий Эл;105_165_days;SputnikV;0.08704462180203223;0.08064485259874066;0.08514245081772932
2021.11_01-07-2022;Республика Марий Эл;165_195_days;AllVaccines;0.024218484402065695;0.0505521566325782;0.032045508414316186
2021.11_01-07-2022;Республика Марий Эл;165_195_days;EpiVacCorona;0.0003588523201286472;0.00044019419581624124;0.00038302915382792133
2021.11_01-07-2022;Республика Марий Эл;165_195_days;SputnikLite;0.0;6.379626026322337e-06;1.8961839298411945e-06
2021.11_01-07-2022;Республика Марий Эл;165_195_days;SputnikV;0.023859632081937046;0.050105582810735634;0.031660583076558425
2021.11_01-07-2022;Республика Марий Эл;21_45_days;AllVaccines;0.07006524097068204;0.04741976025365393;0.06333443944062574
2021.11_01-07-2022;Республика Марий Эл;21_45_days;CoviVac;2.967951519860992e-05;1.9138878078967012e-05;2.6546575017776724e-05
2021.11_01-07-2022;Республика Марий Эл;21_45_days;EpiVacCorona;3.237765294393809e-05;3.189813013161168e-05;3.223512680730031e-05
2021.11_01-07-2022;Республика Марий Эл;21_45_days;SputnikLite;0.06251585155925381;0.03603212779666856;0.054644228490163545
2021.11_01-07-2022;Республика Марий Эл;21_45_days;SputnikV;0.007487332243285684;0.011336595448774793;0.008631429248637117
2021.11_01-07-2022;Республика Марий Эл;45_75_days;AllVaccines;0.04675872712653727;0.03822671914972344;0.04422280161175634
2021.11_01-07-2022;Республика Марий Эл;45_75_days;CoviVac;5.1264617161235314e-05;2.5518504105289347e-05;4.361223038634747e-05
2021.11_01-07-2022;Республика Марий Эл;45_75_days;EpiVacCorona;0.0002131528818809258;0.0002424257890002488;0.00022185351979141978
2021.11_01-07-2022;Республика Марий Эл;45_75_days;SputnikLite;0.024782395190839284;0.018832656029703538;0.023013984356482577
2021.11_01-07-2022;Республика Марий Эл;45_75_days;SputnikV;0.02171191443665582;0.019126118826914368;0.020943351505095995
2021.11_01-07-2022;Республика Марий Эл;75_90_days;AllVaccines;0.07103117428350952;0.02396825498089302;0.057042901161412654
2021.11_01-07-2022;Республика Марий Эл;75_90_days;CoviVac;0.00011871806079443968;3.8277756157934024e-05;9.480919649205973e-05
2021.11_01-07-2022;Республика Марий Эл;75_90_days;EpiVacCorona;0.0009092724201755948;0.0011036753025537643;0.0009670538042190093
2021.11_01-07-2022;Республика Марий Эл;75_90_days;SputnikLite;0.036562464586942095;0.0073238106782180425;0.02787200758473572
2021.11_01-07-2022;Республика Марий Эл;75_90_days;SputnikV;0.033440719215597395;0.015502491243963279;0.02810903057596587
2021.11_01-07-2022;Республика Марий Эл;90_105_days;AllVaccines;0.06910470393334521;0.024988995145104595;0.055992415264280636
2021.11_01-07-2022;Республика Марий Эл;90_105_days;CoviVac;0.000866102216250344;0.00029984242323714984;0.0006977956861815596
2021.11_01-07-2022;Республика Марий Эл;90_105_days;EpiVacCorona;0.0001996621931542849;0.0002615646670792158;0.00021806115193173737
2021.11_01-07-2022;Республика Марий Эл;90_105_days;SputnikLite;0.026120671512522058;0.0021754524749759167;0.01900355534486845
2021.11_01-07-2022;Республика Марий Эл;90_105_days;SputnikV;0.04191826801141852;0.022252135579812312;0.036073003081298884
2021.11_01-07-2022;Республика Мордовия;105_165_days;AllVaccines;0.16398145070808956;0.10890909822542352;0.14706232316067788
2021.11_01-07-2022;Республика Мордовия;105_165_days;CoviVac;0.0023800017398325746;0.0007796466942980162;0.0018883464914923964
2021.11_01-07-2022;Республика Мордовия;105_165_days;EpiVacCorona;0.0057258336140114515;0.0038932034928171903;0.005162819662910063
2021.11_01-07-2022;Республика Мордовия;105_165_days;SputnikLite;0.0012602633392740437;0.0002615588909903022;0.0009534449961135913
2021.11_01-07-2022;Республика Мордовия;105_165_days;SputnikV;0.15461535201497148;0.10397468914731801;0.13905771201016184
2021.11_01-07-2022;Республика Мордовия;165_195_days;AllVaccines;0.049681142222390756;0.07133515753893203;0.05633360994055263
2021.11_01-07-2022;Республика Мордовия;165_195_days;EpiVacCorona;0.0003301220782523159;0.0008400064383727013;0.0004867668942881382
2021.11_01-07-2022;Республика Мордовия;165_195_days;SputnikLite;0.0;5.029978672890427e-06;1.5452917278988515e-06
2021.11_01-07-2022;Республика Мордовия;165_195_days;SputnikV;0.04935102014413844;0.07049012112188645;0.05584529775453659
2021.11_01-07-2022;Республика Мордовия;21_45_days;AllVaccines;0.05285968250286069;0.08419178302683997;0.062485416309317955
2021.11_01-07-2022;Республика Мордовия;21_45_days;CoviVac;4.014998249014652e-05;1.508993601867128e-05;3.245112628587588e-05
2021.11_01-07-2022;Республика Мордовия;21_45_days;EpiVacCorona;0.00012937216580158326;0.00021125910426139793;0.00015452917278988514
2021.11_01-07-2022;Республика Мордовия;21_45_days;SputnikLite;0.04085929884747245;0.05326747414590962;0.0446712932701
2021.11_01-07-2022;Республика Мордовия;21_45_days;SputnikV;0.011830861507096509;0.030697959840650275;0.0176271427401422
2021.11_01-07-2022;Республика Мордовия;45_75_days;AllVaccines;0.05024770308641838;0.07257756227113597;0.057107801096229954
2021.11_01-07-2022;Республика Мордовия;45_75_days;CoviVac;3.122776415900285e-05;0.0;2.163408419058392e-05
2021.11_01-07-2022;Республика Мордовия;45_75_days;EpiVacCorona;0.00019182769411958895;0.00035209850710232987;0.0002410655095522208
2021.11_01-07-2022;Республика Мордовия;45_75_days;SputnikLite;0.01913815832030318;0.029988732847772724;0.022471632307105097
2021.11_01-07-2022;Республика Мордовия;45_75_days;SputnikV;0.030886489307836607;0.042236730916260914;0.03437346919538205
2021.11_01-07-2022;Республика Мордовия;75_90_days;AllVaccines;0.06127779549829474;0.03402277574343085;0.05290460759634508
2021.11_01-07-2022;Республика Мордовия;75_90_days;CoviVac;0.00010929717455650999;3.017987203734256e-05;8.499104503443683e-05
2021.11_01-07-2022;Республика Мордовия;75_90_days;EpiVacCorona;0.0006312469469284148;0.0003722184217938916;0.00055166914685989
2021.11_01-07-2022;Республика Мордовия;75_90_days;SputnikLite;0.019035552809495024;0.012922015210655507;0.017157374054860945
2021.11_01-07-2022;Республика Мордовия;75_90_days;SputnikV;0.04150169856731479;0.020698362238944105;0.0351105733495898
2021.11_01-07-2022;Республика Мордовия;90_105_days;AllVaccines;0.0665753626324113;0.02508450364170456;0.05382869204962859
2021.11_01-07-2022;Республика Мордовия;90_105_days;CoviVac;0.0003925776065703216;0.00014586938151382237;0.00031678480421926456
2021.11_01-07-2022;Республика Мордовия;90_105_days;EpiVacCorona;0.0004572636894711132;0.0002464689549716309;0.0003925040988863083
2021.11_01-07-2022;Республика Мордовия;90_105_days;SputnikLite;0.00794523542388344;0.0027765482274355155;0.006357330168575874
2021.11_01-07-2022;Республика Мордовия;90_105_days;SputnikV;0.05778028591248642;0.02191561707778359;0.04676207297794714
2021.11_01-07-2022;Республика Саха (Якутия);105_165_days;AllVaccines;0.17205170906878306;0.1238653593449914;0.16207927613320355
2021.11_01-07-2022;Республика Саха (Якутия);105_165_days;CoviVac;0.002419795900063836;0.0006199669800195424;0.0020473113000984604
2021.11_01-07-2022;Республика Саха (Якутия);105_165_days;EpiVacCorona;0.04441802677602644;0.04089760436672395;0.043689455788954
2021.11_01-07-2022;Республика Саха (Якутия);105_165_days;SputnikLite;0.002015324201652003;0.0005188854071902692;0.0017056278746733087
2021.11_01-07-2022;Республика Саха (Якутия);105_165_days;SputnikV;0.12319856219104078;0.08182890259105766;0.11463688116947778
2021.11_01-07-2022;Республика Саха (Якутия);165_195_days;AllVaccines;0.05395124885033316;0.08091916843559419;0.05953240971887125
2021.11_01-07-2022;Республика Саха (Якутия);165_195_days;EpiVacCorona;0.01343549467768002;0.027110077832811077;0.01626552567646345
2021.11_01-07-2022;Республика Саха (Якутия);165_195_days;SputnikLite;5.275717805371736e-06;0.0;4.183878678675328e-06
2021.11_01-07-2022;Республика Саха (Якутия);165_195_days;SputnikV;0.040510478454847766;0.05380909060278311;0.04326270016372912
2021.11_01-07-2022;Республика Саха (Якутия);21_45_days;AllVaccines;0.03605249690930865;0.035230297516762696;0.03588233817454584
2021.11_01-07-2022;Республика Саха (Якутия);21_45_days;CoviVac;3.517145203581157e-05;2.6955086087806194e-05;3.3471029429402625e-05
2021.11_01-07-2022;Республика Саха (Якутия);21_45_days;EpiVacCorona;0.0009074234625239386;0.0007143097813268641;0.0008674575127120181
2021.11_01-07-2022;Республика Саха (Якутия);21_45_days;SputnikLite;0.028152988782065375;0.02817480373327942;0.028157503507484957
2021.11_01-07-2022;Республика Саха (Якутия);21_45_days;SputnikV;0.006956913212683529;0.006314228916068601;0.0068239061249194604
2021.11_01-07-2022;Республика Саха (Якутия);45_75_days;AllVaccines;0.04974298461424831;0.041847771151319116;0.04810902629986137
2021.11_01-07-2022;Республика Саха (Якутия);45_75_days;CoviVac;7.0342904071623146e-06;6.7387715219515484e-06;6.973131131125547e-06
2021.11_01-07-2022;Республика Саха (Якутия);45_75_days;EpiVacCorona;0.0024233130452674173;0.0017857744533171602;0.0022913708896878547
2021.11_01-07-2022;Республика Саха (Якутия);45_75_days;SputnikLite;0.031529448177503284;0.02510866269079147;0.030200630928904744
2021.11_01-07-2022;Республика Саха (Якутия);45_75_days;SputnikV;0.015783189101070443;0.014946595235688535;0.01561005135013765
2021.11_01-07-2022;Республика Саха (Якутия);75_90_days;AllVaccines;0.04870190963398829;0.018464233970147244;0.04244405456893498
2021.11_01-07-2022;Республика Саха (Якутия);75_90_days;CoviVac;1.5827153416115206e-05;0.0;1.2551636036025985e-05
2021.11_01-07-2022;Республика Саха (Якутия);75_90_days;EpiVacCorona;0.00833035841468197;0.004838437952761212;0.007607686064057971
2021.11_01-07-2022;Республика Саха (Якутия);75_90_days;SputnikLite;0.02838863751070531;0.007870885137639408;0.024142374602182867
2021.11_01-07-2022;Республика Саха (Якутия);75_90_days;SputnikV;0.011967086555184888;0.005754910879746622;0.010681442266658113
2021.11_01-07-2022;Республика Саха (Якутия);90_105_days;AllVaccines;0.06326816649461965;0.023174635263991373;0.05497058733288891
2021.11_01-07-2022;Республика Саха (Якутия);90_105_days;CoviVac;1.9344298619696363e-05;6.7387715219515484e-06;1.6735514714701313e-05
2021.11_01-07-2022;Республика Саха (Якутия);90_105_days;EpiVacCorona;0.01978921748794938;0.012311735570605479;0.01824171103902443
2021.11_01-07-2022;Республика Саха (Якутия);90_105_days;SputnikLite;0.027555074097456576;0.004481283062097779;0.022779824779160938
2021.11_01-07-2022;Республика Саха (Якутия);90_105_days;SputnikV;0.015904530610593992;0.006374877859766165;0.013932315999988842
2021.11_01-07-2022;Республика Северная Осетия - Алания;105_165_days;AllVaccines;0.11502089803161557;0.061034458850447205;0.10032038635157918
2021.11_01-07-2022;Республика Северная Осетия - Алания;105_165_days;CoviVac;0.001458062541024224;0.0012133398044789573;0.0013914245204116502
2021.11_01-07-2022;Республика Северная Осетия - Алания;105_165_days;EpiVacCorona;0.0012167817290753757;0.0011717395826111073;0.0012045167490130704
2021.11_01-07-2022;Республика Северная Осетия - Алания;105_165_days;SputnikLite;0.0007030870971842789;0.0005338695139707412;0.0006570091358253111
2021.11_01-07-2022;Республика Северная Осетия - Алания;105_165_days;SputnikV;0.1116429666643317;0.0581155099493864;0.09706743594632915
2021.11_01-07-2022;Республика Северная Осетия - Алания;165_195_days;AllVaccines;0.02501537192269674;0.02129931359633918;0.024003488945066105
2021.11_01-07-2022;Республика Северная Осетия - Алания;165_195_days;EpiVacCorona;1.2972086663916585e-05;2.080011093392498e-05;1.5103658294834738e-05
2021.11_01-07-2022;Республика Северная Осетия - Алания;165_195_days;SputnikV;0.025002399836032824;0.021278513485405257;0.02398838528677127
2021.11_01-07-2022;Республика Северная Осетия - Алания;21_45_days;AllVaccines;0.020856520938245086;0.01557928308950981;0.019419528652583763
2021.11_01-07-2022;Республика Северная Осетия - Алания;21_45_days;CoviVac;2.594417332783317e-05;1.3866740622616653e-05;2.2655487442252105e-05
2021.11_01-07-2022;Республика Северная Осетия - Алания;21_45_days;EpiVacCorona;0.00037359609592079764;0.0002010677390279415;0.0003266166106258012
2021.11_01-07-2022;Республика Северная Осетия - Алания;21_45_days;SputnikLite;0.011117078270976513;0.009262982735907924;0.010612207909408257
2021.11_01-07-2022;Республика Северная Осетия - Алания;21_45_days;SputnikV;0.00933990239801994;0.006101365873951328;0.008458048645107453
2021.11_01-07-2022;Республика Северная Осетия - Алания;45_75_days;AllVaccines;0.031825717421252946;0.01996810649656798;0.028596889023982722
2021.11_01-07-2022;Республика Северная Осетия - Алания;45_75_days;CoviVac;2.3349755995049852e-05;0.0;1.699161558168908e-05
2021.11_01-07-2022;Республика Северная Осетия - Алания;45_75_days;EpiVacCorona;0.0004540230332370805;0.0002496013312070998;0.0003983589875262662
2021.11_01-07-2022;Республика Северная Осетия - Алания;45_75_days;SputnikLite;0.010354319575138217;0.006656035498855994;0.009347276527215849
2021.11_01-07-2022;Республика Северная Осетия - Алания;45_75_days;SputnikV;0.0209940250568826;0.013062469666504888;0.01883426189365892
2021.11_01-07-2022;Республика Северная Осетия - Алания;75_90_days;AllVaccines;0.02850226881795752;0.013152603480551896;0.02432255372654449
2021.11_01-07-2022;Республика Северная Осетия - Алания;75_90_days;CoviVac;5.188834665566634e-06;1.3866740622616653e-05;7.551829147417369e-06
2021.11_01-07-2022;Республика Северная Осетия - Алания;75_90_days;EpiVacCorona;0.00047737278923213033;0.00013866740622616653;0.00038514328651828583
2021.11_01-07-2022;Республика Северная Осетия - Алания;75_90_days;SputnikLite;0.005492381493502282;0.0024682798308257644;0.0046689183703907886
2021.11_01-07-2022;Республика Северная Осетия - Алания;75_90_days;SputnikV;0.02252732570055754;0.010531789502877349;0.019260940240488
2021.11_01-07-2022;Республика Северная Осетия - Алания;90_105_days;AllVaccines;0.048829528620314804;0.022200651736809265;0.04157848332839318
2021.11_01-07-2022;Республика Северная Осетия - Алания;90_105_days;CoviVac;2.0755338662266535e-05;3.4666851556541634e-05;2.454344472910645e-05
2021.11_01-07-2022;Республика Северная Осетия - Алания;90_105_days;EpiVacCorona;0.00016604270929813228;7.62670734243916e-05;0.00014159679651407566
2021.11_01-07-2022;Республика Северная Осетия - Алания;90_105_days;SputnikLite;0.0044987196550462715;0.001761076059072315;0.0037532590862664325
2021.11_01-07-2022;Республика Северная Осетия - Алания;90_105_days;SputnikV;0.04414401091730814;0.020328641752756015;0.037659084000883566
2021.11_01-07-2022;Республика Татарстан;105_165_days;AllVaccines;0.14355598651824752;0.08491050541445416;0.1268767997468661
2021.11_01-07-2022;Республика Татарстан;105_165_days;CoviVac;0.001367807086910334;0.0006116723236739117;0.0011527570489025668
2021.11_01-07-2022;Республика Татарстан;105_165_days;EpiVacCorona;0.006424840330768963;0.006045169115856509;0.0063168591703103355
2021.11_01-07-2022;Республика Татарстан;105_165_days;SputnikLite;0.0011040615889313125;0.0002192787575434778;0.00085242313667425
2021.11_01-07-2022;Республика Татарстан;105_165_days;SputnikV;0.13465927751163692;0.07803438521738026;0.11855476039097895
2021.11_01-07-2022;Республика Татарстан;165_195_days;AllVaccines;0.032009988386024334;0.03880541549285209;0.03394265558855764
2021.11_01-07-2022;Республика Татарстан;165_195_days;CoviVac;8.806806193386456e-05;0.00012348856345869539;9.81419013729691e-05
2021.11_01-07-2022;Республика Татарстан;165_195_days;EpiVacCorona;0.0012379984331223981;0.0023243548299608646;0.0015469658233137236
2021.11_01-07-2022;Республика Татарстан;165_195_days;SputnikLite;4.5868782257221123e-07;2.308197447826082e-06;9.847013515682517e-07
2021.11_01-07-2022;Республика Татарстан;165_195_days;SputnikV;0.030683463203145498;0.0363552639019847;0.03229656316251938
2021.11_01-07-2022;Республика Татарстан;21_45_days;AllVaccines;0.04795581184992468;0.035326961938978184;0.044364078225988306
2021.11_01-07-2022;Республика Татарстан;21_45_days;CoviVac;0.0007494959020829931;0.0004143214418847817;0.0006541699312251752
2021.11_01-07-2022;Республика Татарстан;21_45_days;EpiVacCorona;0.0004664855155559388;0.0006301379032565204;0.0005130294041670592
2021.11_01-07-2022;Республика Татарстан;21_45_days;SputnikLite;0.02355224362561533;0.017604621934569527;0.021860698238599045
2021.11_01-07-2022;Республика Татарстан;21_45_days;SputnikV;0.02318758680667042;0.016677880659267355;0.021336180651997022
2021.11_01-07-2022;Республика Татарстан;45_75_days;AllVaccines;0.046837989626316204;0.033849715572369495;0.04314403325139524
2021.11_01-07-2022;Республика Татарстан;45_75_days;CoviVac;0.0013567985791686009;0.0005112657346934772;0.0011163230988945414
2021.11_01-07-2022;Республика Татарстан;45_75_days;EpiVacCorona;0.0007343592039381102;0.0009590560395717371;0.0007982645623379961
2021.11_01-07-2022;Республика Татарстан;45_75_days;SputnikLite;0.009326958184183344;0.010090285143171717;0.009544053733183353
2021.11_01-07-2022;Республика Татарстан;45_75_days;SputnikV;0.03541987365902615;0.02228910865493256;0.03168539185697935
2021.11_01-07-2022;Республика Татарстан;75_90_days;AllVaccines;0.04068652723780028;0.017535376011134744;0.03410217720751169
2021.11_01-07-2022;Республика Татарстан;75_90_days;CoviVac;0.0010091132096588648;0.00028621648353043417;0.0008035163028796934
2021.11_01-07-2022;Республика Татарстан;75_90_days;EpiVacCorona;0.0015480714011812129;0.001240656128206519;0.0014606403381595735
2021.11_01-07-2022;Республика Татарстан;75_90_days;SputnikLite;0.005245553938935808;0.0018811809199782569;0.004288702619863593
2021.11_01-07-2022;Республика Татарстан;75_90_days;SputnikV;0.03288378868802439;0.014127322479419535;0.027549317946608837
2021.11_01-07-2022;Республика Татарстан;90_105_days;AllVaccines;0.05077353114398578;0.019870117729610826;0.041984383293031696
2021.11_01-07-2022;Республика Татарстан;90_105_days;CoviVac;0.0012292833644935261;0.0004893378589391294;0.0010188376650892845
2021.11_01-07-2022;Республика Татарстан;90_105_days;EpiVacCorona;0.0006265675656336405;0.0004558689959456512;0.0005780196933705638
2021.11_01-07-2022;Республика Татарстан;90_105_days;SputnikLite;0.00515473375006651;0.0009694429280869544;0.003964407641413782
2021.11_01-07-2022;Республика Татарстан;90_105_days;SputnikV;0.0437629464637921;0.017955467946639093;0.036423118293158065
2021.11_01-07-2022;Республика Тыва;105_165_days;AllVaccines;0.16293251269006712;0.15328090756735852;0.1614868452811972
2021.11_01-07-2022;Республика Тыва;105_165_days;CoviVac;0.006853204029025335;0.0012891581797086502;0.006019792420951002
2021.11_01-07-2022;Республика Тыва;105_165_days;EpiVacCorona;0.008238607329010572;0.014277426840273302;0.009143132995413951
2021.11_01-07-2022;Республика Тыва;105_165_days;SputnikLite;0.009147068509328761;0.002642774268402733;0.008172821626840453
2021.11_01-07-2022;Республика Тыва;105_165_days;SputnikV;0.13869363282270245;0.13507154827897383;0.1381510982379918
2021.11_01-07-2022;Республика Тыва;165_195_days;AllVaccines;0.0831014864696063;0.10671006832538353;0.08663770214820178
2021.11_01-07-2022;Республика Тыва;165_195_days;CoviVac;0.0038382484868443464;0.00051566327188346;0.0033405744629495535
2021.11_01-07-2022;Республика Тыва;165_195_days;EpiVacCorona;0.008130727563847787;0.011441278844914271;0.008626599082790249
2021.11_01-07-2022;Республика Тыва;165_195_days;SputnikLite;1.7033647130966036e-05;0.005704524945210778;0.0008689355539464157
2021.11_01-07-2022;Республика Тыва;165_195_days;SputnikV;0.07111547677178319;0.08904860126337502;0.07380159304851557
2021.11_01-07-2022;Республика Тыва;21_45_days;AllVaccines;0.063189152973507;0.09581668170684543;0.06807627323195752
2021.11_01-07-2022;Республика Тыва;21_45_days;CoviVac;9.084611803181885e-05;3.222895449271625e-05;8.206613565049481e-05
2021.11_01-07-2022;Республика Тыва;21_45_days;EpiVacCorona;0.0001362691770477283;0.000128915817970865;0.0001351677528361091
2021.11_01-07-2022;Республика Тыва;21_45_days;SputnikLite;0.056296203767842744;0.08698594817584118;0.06089307265266715
2021.11_01-07-2022;Республика Тыва;21_45_days;SputnikV;0.006665833910584709;0.008669588758540674;0.006965966690803765
2021.11_01-07-2022;Республика Тыва;45_75_days;AllVaccines;0.042737420651593784;0.03909372179966482;0.042191648563842624
2021.11_01-07-2022;Республика Тыва;45_75_days;CoviVac;0.00011355764753977356;3.222895449271625e-05;0.00010137581462708183
2021.11_01-07-2022;Республика Тыва;45_75_days;EpiVacCorona;0.00014762494180170564;0.0002256026814490138;0.00015930485155684287
