data_point,region,age_group,count_zab,count_hosp,count_severe,count_death
2022.03_13-10-2022,Оренбургская область,60+,5856,1201,297,188
2022.03_13-10-2022,Орловская область,18+,6534,1163,394,181
2022.03_13-10-2022,Орловская область,18-59,3710,255,54,19
2022.03_13-10-2022,Орловская область,60+,2824,908,340,162
2022.03_13-10-2022,Пензенская область,18+,15563,1983,335,233
2022.03_13-10-2022,Пензенская область,18-59,8567,385,42,23
2022.03_13-10-2022,Пензенская область,60+,6996,1598,293,210
2022.03_13-10-2022,Пермский край,18+,16840,2179,300,194
2022.03_13-10-2022,Пермский край,18-59,9667,463,47,29
2022.03_13-10-2022,Пермский край,60+,7173,1716,253,165
2022.03_13-10-2022,Приморский край,18+,14870,2950,639,300
2022.03_13-10-2022,Приморский край,18-59,8176,703,69,22
2022.03_13-10-2022,Приморский край,60+,6694,2247,570,278
2022.03_13-10-2022,Псковская область,18+,6135,842,120,105
2022.03_13-10-2022,Псковская область,18-59,3373,184,27,16
2022.03_13-10-2022,Псковская область,60+,2762,658,93,89
2022.03_13-10-2022,РФ,18+,896874,126557,25980,15006
2022.03_13-10-2022,РФ,18-59,522702,32596,4115,1624
2022.03_13-10-2022,РФ,60+,374172,93961,21865,13382
2022.03_13-10-2022,Республика Адыгея,18+,3686,591,85,55
2022.03_13-10-2022,Республика Адыгея,18-59,2025,145,5,2
2022.03_13-10-2022,Республика Адыгея,60+,1661,446,80,53
2022.03_13-10-2022,Республика Алтай,18+,1802,409,38,23
2022.03_13-10-2022,Республика Алтай,18-59,1164,126,8,3
2022.03_13-10-2022,Республика Алтай,60+,638,283,30,20
2022.03_13-10-2022,Республика Башкортостан,18+,10222,943,370,138
2022.03_13-10-2022,Республика Башкортостан,18-59,5678,278,88,25
2022.03_13-10-2022,Республика Башкортостан,60+,4544,665,282,113
2022.03_13-10-2022,Республика Бурятия,18+,8000,979,166,90
2022.03_13-10-2022,Республика Бурятия,18-59,4849,323,29,7
2022.03_13-10-2022,Республика Бурятия,60+,3151,656,137,83
2022.03_13-10-2022,Республика Дагестан,18+,2542,373,39,13
2022.03_13-10-2022,Республика Дагестан,18-59,1795,193,15,4
2022.03_13-10-2022,Республика Дагестан,60+,747,180,24,9
2022.03_13-10-2022,Республика Ингушетия,18+,980,135,20,4
2022.03_13-10-2022,Республика Ингушетия,18-59,837,102,7,1
2022.03_13-10-2022,Республика Ингушетия,60+,143,33,13,3
2022.03_13-10-2022,Республика Калмыкия,18+,2022,223,42,21
2022.03_13-10-2022,Республика Калмыкия,18-59,1230,54,4,2
2022.03_13-10-2022,Республика Калмыкия,60+,792,169,38,19
2022.03_13-10-2022,Республика Карелия,18+,7107,1075,119,132
2022.03_13-10-2022,Республика Карелия,18-59,4037,264,17,7
2022.03_13-10-2022,Республика Карелия,60+,3070,811,102,125
2022.03_13-10-2022,Республика Коми,18+,10253,1600,218,96
2022.03_13-10-2022,Республика Коми,18-59,6396,511,50,12
2022.03_13-10-2022,Республика Коми,60+,3857,1089,168,84
2022.03_13-10-2022,Республика Крым,18+,9018,1852,286,174
2022.03_13-10-2022,Республика Крым,18-59,4902,449,32,17
2022.03_13-10-2022,Республика Крым,60+,4116,1403,254,157
2022.03_13-10-2022,Республика Марий Эл,18+,822,184,28,3
2022.03_13-10-2022,Республика Марий Эл,18-59,370,41,3,2
2022.03_13-10-2022,Республика Марий Эл,60+,452,143,25,1
2022.03_13-10-2022,Республика Мордовия,18+,4846,769,138,79
2022.03_13-10-2022,Республика Мордовия,18-59,2572,183,27,8
2022.03_13-10-2022,Республика Мордовия,60+,2274,586,111,71
2022.03_13-10-2022,Республика Саха (Якутия),18+,11339,1963,284,72
2022.03_13-10-2022,Республика Саха (Якутия),18-59,7594,717,50,6
2022.03_13-10-2022,Республика Саха (Якутия),60+,3745,1246,234,66
2022.03_13-10-2022,Республика Северная Осетия - Алания,18+,1607,173,26,18
2022.03_13-10-2022,Республика Северная Осетия - Алания,18-59,1110,82,1,0
2022.03_13-10-2022,Республика Северная Осетия - Алания,60+,497,91,25,18
2022.03_13-10-2022,Республика Татарстан,18+,14740,2513,406,207
2022.03_13-10-2022,Республика Татарстан,18-59,8529,720,71,26
2022.03_13-10-2022,Республика Татарстан,60+,6211,1793,335,181
2022.03_13-10-2022,Республика Тыва,18+,288,121,22,2
2022.03_13-10-2022,Республика Тыва,18-59,206,78,8,0
2022.03_13-10-2022,Республика Тыва,60+,82,43,14,2
2022.03_13-10-2022,Республика Хакасия,18+,2548,643,173,87
2022.03_13-10-2022,Республика Хакасия,18-59,1317,149,21,6
2022.03_13-10-2022,Республика Хакасия,60+,1231,494,152,81
2022.03_13-10-2022,Ростовская область,18+,27720,3799,1040,459
2022.03_13-10-2022,Ростовская область,18-59,15522,798,137,48
2022.03_13-10-2022,Ростовская область,60+,12198,3001,903,411
2022.03_13-10-2022,Рязанская область,18+,8634,706,137,105
2022.03_13-10-2022,Рязанская область,18-59,4833,155,12,12
2022.03_13-10-2022,Рязанская область,60+,3801,551,125,93
2022.03_13-10-2022,Самарская область,18+,23904,3690,642,441
2022.03_13-10-2022,Самарская область,18-59,13580,857,114,80
2022.03_13-10-2022,Самарская область,60+,10324,2833,528,361
2022.03_13-10-2022,Саратовская область,18+,22453,2663,659,314
2022.03_13-10-2022,Саратовская область,18-59,13467,828,107,38
2022.03_13-10-2022,Саратовская область,60+,8986,1835,552,276
2022.03_13-10-2022,Сахалинская область,18+,2873,474,78,54
2022.03_13-10-2022,Сахалинская область,18-59,1647,109,13,6
2022.03_13-10-2022,Сахалинская область,60+,1226,365,65,48
2022.03_13-10-2022,Свердловская область,18+,50161,4669,499,569
2022.03_13-10-2022,Свердловская область,18-59,30782,1295,82,60
2022.03_13-10-2022,Свердловская область,60+,19379,3374,417,509
2022.03_13-10-2022,Смоленская область,18+,6563,863,105,89
2022.03_13-10-2022,Смоленская область,18-59,3658,205,12,6
2022.03_13-10-2022,Смоленская область,60+,2905,658,93,83
2022.03_13-10-2022,Ставропольский край,18+,7775,1556,244,139
2022.03_13-10-2022,Ставропольский край,18-59,4232,446,43,17
2022.03_13-10-2022,Ставропольский край,60+,3543,1110,201,122
2022.03_13-10-2022,Тамбовская область,18+,9311,1003,136,109
2022.03_13-10-2022,Тамбовская область,18-59,5132,256,22,13
2022.03_13-10-2022,Тамбовская область,60+,4179,747,114,96
2022.03_13-10-2022,Тверская область,18+,10074,1380,210,173
2022.03_13-10-2022,Тверская область,18-59,5605,306,33,15
2022.03_13-10-2022,Тверская область,60+,4469,1074,177,158
2022.03_13-10-2022,Томская область,18+,10241,1596,296,180
2022.03_13-10-2022,Томская область,18-59,6352,484,58,29
2022.03_13-10-2022,Томская область,60+,3889,1112,238,151
2022.03_13-10-2022,Тульская область,18+,11845,1418,361,241
2022.03_13-10-2022,Тульская область,18-59,7051,330,43,20
2022.03_13-10-2022,Тульская область,60+,4794,1088,318,221
2022.03_13-10-2022,Тюменская область,18+,15961,2027,440,179
2022.03_13-10-2022,Тюменская область,18-59,9386,564,74,21
2022.03_13-10-2022,Тюменская область,60+,6575,1463,366,158
2022.03_13-10-2022,Удмуртская Республика,18+,8235,1267,218,102
2022.03_13-10-2022,Удмуртская Республика,18-59,4709,314,35,12
2022.03_13-10-2022,Удмуртская Республика,60+,3526,953,183,90
2022.03_13-10-2022,Ульяновская область,18+,13589,1374,282,191
2022.03_13-10-2022,Ульяновская область,18-59,7948,339,37,24
2022.03_13-10-2022,Ульяновская область,60+,5641,1035,245,167
2022.03_13-10-2022,Хабаровский край,18+,11987,2144,195,149
2022.03_13-10-2022,Хабаровский край,18-59,7161,594,39,17
2022.03_13-10-2022,Хабаровский край,60+,4826,1550,156,132
2022.03_13-10-2022,Ханты-Мансийский автономный округ - Югра,18+,9076,917,126,56
2022.03_13-10-2022,Ханты-Мансийский автономный округ - Югра,18-59,6222,277,31,10
2022.03_13-10-2022,Ханты-Мансийский автономный округ - Югра,60+,2854,640,95,46
2022.03_13-10-2022,Челябинская область,18+,20659,3008,438,388
2022.03_13-10-2022,Челябинская область,18-59,11369,755,64,35
2022.03_13-10-2022,Челябинская область,60+,9290,2253,374,353
2022.03_13-10-2022,Чеченская Республика,18+,582,36,1,1
2022.03_13-10-2022,Чеченская Республика,18-59,535,26,1,1
2022.03_13-10-2022,Чеченская Республика,60+,47,10,0,0
2022.03_13-10-2022,Чувашская Республика,18+,2650,905,197,97
2022.03_13-10-2022,Чувашская Республика,18-59,1188,171,28,10
2022.03_13-10-2022,Чувашская Республика,60+,1462,734,169,87
2022.03_13-10-2022,Чукотский автономный округ,18+,421,30,3,1
2022.03_13-10-2022,Чукотский автономный округ,18-59,349,18,1,0
2022.03_13-10-2022,Чукотский автономный округ,60+,72,12,2,1
2022.03_13-10-2022,Ямало-Ненецкий автономный округ,18+,5222,409,44,17
2022.03_13-10-2022,Ямало-Ненецкий автономный округ,18-59,4296,173,11,3
2022.03_13-10-2022,Ямало-Ненецкий автономный округ,60+,926,236,33,14
2022.03_13-10-2022,Ярославская область,18+,6471,1000,290,147
2022.03_13-10-2022,Ярославская область,18-59,3535,229,42,18
2022.03_13-10-2022,Ярославская область,60+,2936,771,248,129
2022.03_13-10-2022,г. Москва,18+,33928,2270,1705,846
2022.03_13-10-2022,г. Москва,18-59,20949,591,371,95
2022.03_13-10-2022,г. Москва,60+,12979,1679,1334,751
2022.03_13-10-2022,г. Санкт-Петербург,18+,35768,5426,1335,738
2022.03_13-10-2022,г. Санкт-Петербург,18-59,21681,1640,214,69
2022.03_13-10-2022,г. Санкт-Петербург,60+,14087,3786,1121,669
2022.03_13-10-2022,г. Севастополь,18+,3900,625,146,107
2022.03_13-10-2022,г. Севастополь,18-59,2217,171,23,12
2022.03_13-10-2022,г. Севастополь,60+,1683,454,123,95
2022.04_13-10-2022,Алтайский край,18+,4971,1118,298,121
2022.04_13-10-2022,Алтайский край,18-59,2572,300,55,23
2022.04_13-10-2022,Алтайский край,60+,2399,818,243,98
2022.04_13-10-2022,Амурская область,18+,1882,392,133,34
