region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
г. Москва;0.114570;0.11457;0.01914;0.20313;-0.241082;-0.24108;-0.36107;-0.12935;-0.103173;-0.10317;-0.18126;-0.02896;0.218050;0.21805;-0.21149;0.52594;0.115524;0.11552;-0.12683;0.31700;0.011076;0.01108;-0.22454;0.21168;0.666743;NULL;NULL;NULL;0.607337;0.60734;0.43362;0.73976;0.543359;0.54336;0.35699;0.68823;0.196262;NULL;NULL;NULL;0.294743;0.29474;-0.03336;0.53969;0.137024;0.13702;-0.23235;0.41868
г. Санкт-Петербург;0.383864;0.38386;0.31340;0.44885;0.035824;0.03582;-0.06322;0.12755;0.218525;0.21853;0.15971;0.27418;0.611725;0.61172;0.48248;0.71612;0.345017;0.34502;0.22700;0.44906;0.424092;0.42409;0.33482;0.50424;0.598739;0.59874;0.22834;0.82035;0.527298;0.52730;0.34163;0.67168;0.530117;0.53012;0.36603;0.66105;0.436066;NULL;NULL;NULL;0.484351;0.48435;0.23784;0.66684;0.461504;0.46150;0.22491;0.64042
г. Севастополь;-0.404535;-0.40454;-0.98100;0.03070;0.240361;0.24036;-0.00352;0.43460;-0.149700;-0.14970;-0.43010;0.08527;0.081042;0.08104;-0.89924;0.62061;0.476563;0.47656;0.17123;0.68763;0.213363;0.21336;-0.16728;0.49149;1.000000;NULL;NULL;NULL;0.672234;NULL;NULL;NULL;0.568534;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.722111;NULL;NULL;NULL;0.618318;NULL;NULL;NULL
Еврейская автономная область;-0.265285;-0.26528;-1.22330;0.33435;0.005609;0.00561;-0.71030;0.46284;-0.168573;-0.16857;-0.73815;0.24351;0.375748;NULL;NULL;NULL;0.607926;NULL;NULL;NULL;0.497618;0.49762;-0.01189;0.78939;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-5.034436;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.291282;NULL;NULL;NULL
Забайкальский край;0.096537;0.09654;-0.19400;0.32978;0.400503;0.40050;0.13625;0.59895;0.202446;0.20245;0.00235;0.37057;0.451151;0.45115;0.06695;0.70473;0.618389;0.61839;0.35366;0.79418;0.515319;0.51532;0.29015;0.68355;0.508723;NULL;NULL;NULL;0.836291;NULL;NULL;NULL;0.724911;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.527063;NULL;NULL;NULL;0.608527;NULL;NULL;NULL
Ивановская область;0.106966;0.10697;-0.11547;0.29561;-0.284235;-0.28423;-0.53732;-0.06495;-0.185153;-0.18515;-0.36224;-0.02583;0.710978;NULL;NULL;NULL;0.241305;0.24130;-0.12583;0.51127;0.143978;0.14398;-0.24581;0.43655;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.743308;NULL;NULL;NULL;0.674735;NULL;NULL;NULL
Иркутская область;0.152671;0.15267;-0.03508;0.31400;-0.008681;-0.00868;-0.19400;0.15290;-0.034683;-0.03468;-0.17674;0.09385;0.365125;0.36512;0.04971;0.59689;0.151240;0.15124;-0.07198;0.33635;0.050619;0.05062;-0.16215;0.23242;0.820225;NULL;NULL;NULL;0.441968;0.44197;0.05839;0.69459;0.376532;0.37653;-0.02556;0.64902;0.561798;NULL;NULL;NULL;0.504187;0.50419;-0.14142;0.82881;0.383095;0.38309;-0.31812;0.76224
Кабардино-Балкарская Республика;-0.263247;-0.26325;-0.63770;0.04303;-0.091108;-0.09111;-0.54159;0.25366;-0.197164;-0.19716;-0.47641;0.04067;0.151919;NULL;NULL;NULL;-0.710420;-0.71042;NULL;NULL;-0.325877;-0.32588;-1.24494;0.27606;0.315011;NULL;NULL;NULL;0.226593;NULL;NULL;NULL;0.258140;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.778836;NULL;NULL;NULL;-0.618603;NULL;NULL;NULL
Калининградская область;-0.345324;-0.34532;-0.85072;0.04851;-0.025710;-0.02571;-0.43212;0.28310;-0.285952;-0.28595;-0.62164;-0.00645;0.835438;NULL;NULL;NULL;0.037677;0.03768;-0.52859;0.42368;-0.026655;-0.02666;-0.58422;0.36866;1.000000;NULL;NULL;NULL;0.524185;NULL;NULL;NULL;0.324875;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Калужская область;0.306063;0.30606;0.02178;0.52553;0.362649;0.36265;0.12839;0.54708;0.297924;0.29792;0.11273;0.45334;0.324950;0.32495;-0.51865;0.76399;0.484674;0.48467;0.14293;0.71513;0.367555;0.36756;0.01766;0.61728;0.162938;NULL;NULL;NULL;0.387808;NULL;NULL;NULL;0.237183;0.23718;-0.73882;0.73521;1.000000;NULL;NULL;NULL;0.757674;NULL;NULL;NULL;0.738463;NULL;NULL;NULL
Камчатский край;-0.199056;-0.19906;-0.75382;0.20920;0.194466;0.19447;-0.27212;0.51839;-0.048317;-0.04832;-0.40940;0.23733;-0.273480;NULL;NULL;NULL;0.546796;0.54680;-0.02275;0.84182;0.299442;0.29944;-0.32141;0.67303;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Карачаево-Черкесская Республика;-0.937434;-0.93743;NULL;NULL;-1.420901;-1.42090;NULL;NULL;-1.150044;-1.15004;NULL;NULL;NULL;NULL;NULL;NULL;-1.515838;NULL;NULL;NULL;-3.456454;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-2.773757;NULL;NULL;NULL;-2.713712;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Кемеровская область;-0.173538;-0.17354;-0.38146;0.01003;0.291330;0.29133;0.12522;0.43288;0.013589;0.01359;-0.12310;0.13749;0.396209;0.39621;0.09234;0.61957;0.548892;0.54889;0.36471;0.69132;0.441039;0.44104;0.27060;0.58096;1.000000;NULL;NULL;NULL;0.627691;0.62769;0.17017;0.86917;0.707805;0.70780;0.35776;0.89653;0.760836;NULL;NULL;NULL;0.761314;NULL;NULL;NULL;0.725120;NULL;NULL;NULL
Кировская область;-0.007023;-0.00702;-0.21191;0.16962;0.194207;0.19421;0.03025;0.33529;0.054319;0.05432;-0.07874;0.17406;0.577204;0.57720;0.18215;0.81139;0.489979;0.48998;0.31420;0.62938;0.424099;0.42410;0.24363;0.57023;1.000000;NULL;NULL;NULL;0.689068;0.68907;0.37238;0.86982;0.659387;0.65939;0.31589;0.85696;1.000000;NULL;NULL;NULL;0.574713;0.57471;0.08117;0.83712;0.522767;0.52277;-0.02482;0.81659
Костромская область;0.132866;0.13287;-0.25379;0.42149;0.203373;0.20337;-0.10390;0.44068;0.147805;0.14780;-0.09111;0.34468;0.163994;NULL;NULL;NULL;0.503401;0.50340;0.03417;0.77921;0.392779;0.39278;-0.05843;0.68327;1.000000;NULL;NULL;NULL;0.426429;NULL;NULL;NULL;0.420891;NULL;NULL;NULL;-4.434038;NULL;NULL;NULL;0.317177;NULL;NULL;NULL;0.052368;NULL;NULL;NULL
Краснодарский край;-0.298902;-0.29890;-0.59102;-0.04811;0.123278;0.12328;-0.05117;0.27500;-0.198853;-0.19885;-0.37356;-0.04120;0.300494;0.30049;-0.22287;0.64179;0.312910;0.31291;0.06624;0.50790;0.097370;0.09737;-0.18419;0.32688;1.000000;NULL;NULL;NULL;0.538764;0.53876;0.11272;0.79354;0.471327;0.47133;-0.00791;0.76202;1.000000;NULL;NULL;NULL;0.483616;NULL;NULL;NULL;0.394584;NULL;NULL;NULL
Красноярский край;0.267225;0.26722;0.11161;0.40178;0.266376;0.26638;0.11273;0.39902;0.226163;0.22616;0.11332;0.32794;0.698534;0.69853;0.47487;0.84525;0.515890;0.51589;0.35209;0.64724;0.515646;0.51565;0.37156;0.63432;0.687571;NULL;NULL;NULL;0.714139;0.71414;0.43172;0.87921;0.667788;0.66779;0.38739;0.84270;1.000000;NULL;NULL;NULL;0.572123;0.57212;0.09290;0.83436;0.622049;0.62205;0.20844;0.85266
Курганская область;0.248670;0.24867;0.07733;0.39465;0.135642;0.13564;-0.05854;0.29951;0.169135;0.16913;0.04039;0.28389;0.222725;0.22272;-0.62430;0.68119;0.473345;0.47335;0.23908;0.64757;0.305624;0.30562;0.03115;0.51589;1.000000;NULL;NULL;NULL;0.606491;0.60649;0.14484;0.84979;0.506627;0.50663;-0.06739;0.81119;1.000000;NULL;NULL;NULL;0.647481;NULL;NULL;NULL;0.554997;NULL;NULL;NULL
Курская область;0.029781;0.02978;-0.20932;0.23073;0.124104;0.12410;-0.11335;0.32016;0.052875;0.05288;-0.11527;0.20072;0.670937;0.67094;0.31199;0.87159;0.155228;0.15523;-0.18050;0.41175;0.254327;0.25433;-0.01179;0.46392;1.000000;NULL;NULL;NULL;0.406172;0.40617;-0.17019;0.73810;0.495448;0.49545;0.01978;0.77552;1.000000;NULL;NULL;NULL;0.546951;NULL;NULL;NULL;0.532895;NULL;NULL;NULL
Ленинградская область;0.019224;0.01922;-0.23711;0.23475;0.062072;0.06207;-0.14487;0.23930;-0.066271;-0.06627;-0.24115;0.08966;-0.123419;-0.12342;-1.04930;0.45144;0.267999;0.26800;-0.03483;0.49953;-0.036768;-0.03677;-0.40524;0.25490;0.519994;NULL;NULL;NULL;0.569508;NULL;NULL;NULL;0.435297;0.43530;-0.25985;0.80167;0.471993;NULL;NULL;NULL;0.620980;NULL;NULL;NULL;0.479789;NULL;NULL;NULL
Липецкая область;0.222304;0.22230;0.00224;0.40426;0.031830;0.03183;-0.19674;0.22471;0.076796;0.07680;-0.08546;0.21992;0.512936;0.51294;-0.02558;0.81071;0.372324;0.37232;0.05851;0.60045;0.332463;0.33246;0.04238;0.55193;0.506692;NULL;NULL;NULL;0.441853;0.44185;-0.28492;0.80728;0.372021;0.37202;-0.34568;0.75837;-2.206502;NULL;NULL;NULL;0.321955;NULL;NULL;NULL;0.025550;0.02555;-1.30658;0.66849
Магаданская область;0.069814;0.06981;-1.14381;0.65640;0.684107;NULL;NULL;NULL;0.270691;0.27069;-0.54787;0.70356;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Московская область;0.279305;0.27930;0.18090;0.36900;0.254829;0.25483;0.15490;0.34564;0.210717;0.21072;0.13661;0.28010;0.653895;0.65390;0.40008;0.82175;0.496062;0.49606;0.33733;0.62524;0.404691;0.40469;0.23812;0.54355;0.718572;NULL;NULL;NULL;0.455310;0.45531;0.05486;0.71502;0.301490;0.30149;-0.18134;0.62288;1.000000;NULL;NULL;NULL;0.810331;NULL;NULL;NULL;0.761712;NULL;NULL;NULL
Мурманская область;0.160464;0.16046;-0.19439;0.42769;0.011251;0.01125;-0.42819;0.33390;0.057577;0.05758;-0.21772;0.28122;0.312458;0.31246;-0.42713;0.71687;0.091401;0.09140;-0.43800;0.45151;0.080275;0.08028;-0.36239;0.40094;-0.262832;NULL;NULL;NULL;-1.759450;-1.75945;NULL;NULL;-1.346530;-1.34653;NULL;NULL;1.000000;NULL;NULL;NULL;-1.365243;NULL;NULL;NULL;-1.085804;NULL;NULL;NULL
Ненецкий автономный округ;-0.975227;-0.97523;NULL;NULL;-0.324797;NULL;NULL;NULL;-0.786927;-0.78693;NULL;NULL;-6.461970;NULL;NULL;NULL;-1.649594;NULL;NULL;NULL;-3.281178;-3.28118;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Нижегородская область;0.149202;0.14920;-0.02024;0.29718;0.140858;0.14086;0.01890;0.25083;0.015973;0.01597;-0.09548;0.11871;0.608548;0.60855;0.34597;0.78688;0.267363;0.26736;0.10234;0.40840;0.164631;0.16463;-0.00891;0.31508;0.709266;NULL;NULL;NULL;0.395754;0.39575;-0.08085;0.69524;0.289983;0.28998;-0.23201;0.62852;0.504043;NULL;NULL;NULL;0.719770;NULL;NULL;NULL;0.597519;0.59752;0.10593;0.85831
Новгородская область;0.009873;0.00987;-0.38016;0.31274;-0.020642;-0.02064;-0.36681;0.25363;-0.087638;-0.08764;-0.35601;0.13890;0.420901;NULL;NULL;NULL;0.208497;0.20850;-0.29611;0.54888;0.074046;0.07405;-0.44938;0.44282;1.000000;NULL;NULL;NULL;0.030991;NULL;NULL;NULL;-0.127853;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.313619;NULL;NULL;NULL;0.168950;NULL;NULL;NULL
Новосибирская область;0.250421;0.25042;0.07739;0.39848;0.219524;0.21952;0.06461;0.35372;0.150240;0.15024;0.02586;0.26229;0.428063;0.42806;0.07980;0.66993;0.253950;0.25395;0.03085;0.43509;0.132223;0.13222;-0.09192;0.31983;0.783357;NULL;NULL;NULL;0.597977;0.59798;0.21854;0.82120;0.527072;0.52707;0.11975;0.77740;-0.429843;NULL;NULL;NULL;0.651580;NULL;NULL;NULL;0.363697;0.36370;-0.36215;0.75503
Омская область;0.001201;0.00120;-0.23878;0.20468;0.250095;0.25009;0.08953;0.38856;0.090993;0.09099;-0.05107;0.21823;0.417591;0.41759;0.09716;0.64705;0.423486;0.42349;0.24489;0.56914;0.355983;0.35598;0.18750;0.49759;0.720074;NULL;NULL;NULL;0.547330;0.54733;0.22032;0.76198;0.530297;0.53030;0.22340;0.73928;1.000000;NULL;NULL;NULL;0.574101;0.57410;0.14734;0.82080;0.602709;0.60271;0.21075;0.83206
Оренбургская область;0.173292;0.17329;-0.05219;0.36016;0.264823;0.26482;0.07730;0.42126;0.165961;0.16596;0.01489;0.29860;0.327572;0.32757;-0.27392;0.68702;0.428227;0.42823;0.16885;0.62110;0.304061;0.30406;0.03466;0.51252;0.591945;NULL;NULL;NULL;0.840555;NULL;NULL;NULL;0.760674;NULL;NULL;NULL;-0.060942;NULL;NULL;NULL;0.526809;NULL;NULL;NULL;0.346286;0.34629;-0.51911;0.77542
Орловская область;0.329719;0.32972;0.07146;0.53159;0.279962;0.27996;0.09008;0.43836;0.222510;0.22251;0.05849;0.36438;0.515212;0.51521;0.03380;0.79547;0.417383;0.41738;0.19561;0.59038;0.328816;0.32882;0.09827;0.51300;0.494751;NULL;NULL;NULL;0.366054;0.36605;-0.00724;0.62509;0.270302;0.27030;-0.11828;0.54900;0.382473;NULL;NULL;NULL;0.714103;NULL;NULL;NULL;0.598473;NULL;NULL;NULL
Пензенская область;0.044510;0.04451;-0.24626;0.28077;0.093829;0.09383;-0.12696;0.27872;-0.052374;-0.05237;-0.24644;0.11735;-0.020269;-0.02027;-0.76960;0.45853;0.196213;0.19621;-0.09392;0.42222;-0.060925;-0.06092;-0.39188;0.20527;0.058213;NULL;NULL;NULL;0.325697;0.32570;-0.41458;0.72405;0.088116;0.08812;-0.75841;0.58025;1.000000;NULL;NULL;NULL;0.406816;NULL;NULL;NULL;0.312783;NULL;NULL;NULL
Пермский край;-0.024501;-0.02450;-0.31432;0.21560;0.228799;0.22880;0.05127;0.37988;-0.012675;-0.01268;-0.18862;0.14309;0.462848;0.46285;-0.11952;0.79001;0.447058;0.44706;0.21567;0.62377;0.251682;0.25168;-0.02957;0.47241;1.000000;NULL;NULL;NULL;0.486287;NULL;NULL;NULL;0.441314;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.802007;NULL;NULL;NULL;0.771447;NULL;NULL;NULL
Приморский край;0.045533;0.04553;-0.30427;0.31943;0.177781;0.17778;-0.09031;0.39175;0.048756;0.04876;-0.17495;0.23836;0.735817;NULL;NULL;NULL;0.290978;0.29098;-0.03260;0.53083;0.324301;0.32430;0.04549;0.53775;1.000000;NULL;NULL;NULL;0.447925;0.44792;-0.08497;0.75611;0.489754;0.48975;0.01256;0.77244;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Псковская область;0.007010;0.00701;-0.39726;0.31860;0.309399;0.30940;0.06215;0.50446;0.103512;0.10351;-0.12882;0.29857;0.139147;0.13915;-0.82266;0.66649;0.427143;0.42714;0.09447;0.65996;0.204388;0.20439;-0.18469;0.49076;1.000000;NULL;NULL;NULL;0.231476;NULL;NULL;NULL;0.038635;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.423607;NULL;NULL;NULL;0.255717;NULL;NULL;NULL
Республика Адыгея;-0.039865;-0.03986;-0.78564;0.44438;-0.102505;-0.10251;-0.80756;0.36702;-0.149900;-0.14990;-0.66457;0.23353;0.379281;NULL;NULL;NULL;0.519323;NULL;NULL;NULL;0.412057;0.41206;-0.32573;0.79470;1.000000;NULL;NULL;NULL;-0.089535;NULL;NULL;NULL;0.008896;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.815891;NULL;NULL;NULL;-0.734432;NULL;NULL;NULL
Республика Алтай;-0.250992;-0.25099;-0.80851;0.15318;0.335534;0.33553;-0.08055;0.61100;-0.028357;-0.02836;-0.38212;0.24644;-0.440626;-0.44063;-1.94408;0.34495;0.719412;0.71941;0.35608;0.90295;0.303021;0.30302;-0.18596;0.61675;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Башкортостан;-0.133344;-0.13334;-0.39934;0.09273;0.161256;0.16126;-0.07678;0.35784;-0.018091;-0.01809;-0.19761;0.14052;0.584038;0.58404;0.23409;0.80286;0.387767;0.38777;0.09059;0.60741;0.428300;0.42830;0.19897;0.60637;1.000000;NULL;NULL;NULL;0.614388;0.61439;0.14340;0.86425;0.729388;0.72939;0.40617;0.90409;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Бурятия;-0.185598;-0.18560;-0.57973;0.12710;0.254599;0.25460;-0.03194;0.47474;-0.047564;-0.04756;-0.30166;0.16599;-0.022746;-0.02275;-0.97736;0.52999;0.471992;0.47199;0.10599;0.71170;0.200784;0.20078;-0.21479;0.49834;0.331539;NULL;NULL;NULL;0.656916;NULL;NULL;NULL;0.478772;0.47877;-0.18813;0.81907;1.000000;NULL;NULL;NULL;0.645480;NULL;NULL;NULL;0.615093;NULL;NULL;NULL
Республика Дагестан;-1.551005;-1.55101;NULL;NULL;0.698759;NULL;NULL;NULL;-0.714549;-0.71455;-1.82757;0.03654;-0.867700;NULL;NULL;NULL;-0.606618;NULL;NULL;NULL;-0.783131;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Ингушетия;-1.154830;-1.15483;NULL;NULL;-0.579707;-0.57971;NULL;NULL;-1.031586;-1.03159;-1.86790;-0.42523;0.425182;0.42518;-0.27198;0.78281;0.289132;NULL;NULL;NULL;0.406560;0.40656;-0.24495;0.75714;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Калмыкия;-0.214669;-0.21467;-0.70364;0.14864;-0.261697;-0.26170;-0.77913;0.11574;-0.309046;-0.30905;-0.66677;-0.02065;0.622103;NULL;NULL;NULL;-0.567973;-0.56797;NULL;NULL;-0.451401;-0.45140;-1.72258;0.25995;1.000000;NULL;NULL;NULL;0.345242;NULL;NULL;NULL;0.377971;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Карелия;0.205105;0.20511;0.02896;0.35631;0.175628;0.17563;0.00349;0.32279;0.118469;0.11847;-0.01108;0.23482;0.399869;0.39987;0.01500;0.66164;0.408216;0.40822;0.21233;0.56392;0.227398;0.22740;0.00906;0.40707;-0.403384;NULL;NULL;NULL;0.637995;0.63800;0.25951;0.84963;0.324785;0.32479;-0.24804;0.67309;-3.054220;NULL;NULL;NULL;0.759367;NULL;NULL;NULL;0.454634;0.45463;-0.17113;0.79041
Республика Коми;0.116614;0.11661;-0.11423;0.30955;0.267701;0.26770;0.03296;0.45598;0.142206;0.14221;-0.02653;0.28906;0.080772;0.08077;-0.39433;0.42212;0.505438;0.50544;0.24101;0.69464;0.264122;0.26412;0.00375;0.47000;0.184685;NULL;NULL;NULL;0.645718;NULL;NULL;NULL;0.426085;0.42609;-0.11684;0.74492;1.000000;NULL;NULL;NULL;0.520677;NULL;NULL;NULL;0.426085;NULL;NULL;NULL
