region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
Алтайский край;0.017237;0.01724;0.00050;0.03374;0.118983;0.11898;0.09296;0.14439;0.041104;0.04110;0.02700;0.05504;0.454264;0.45426;0.39050;0.51271;0.555322;0.55532;0.51873;0.58978;0.541954;0.54195;0.51148;0.57096;0.631537;0.63154;0.47812;0.74845;0.739497;0.73950;0.69087;0.78235;0.737382;0.73738;0.69354;0.77650;0.679416;0.67942;0.34546;0.86669;0.845048;0.84505;0.79355;0.88680;0.842785;0.84279;0.79440;0.88255
Амурская область;0.214422;0.21442;0.18806;0.24004;0.143996;0.14400;0.08523;0.19969;0.191106;0.19111;0.16693;0.21468;0.463059;0.46306;0.37786;0.53845;0.506560;0.50656;0.42100;0.58223;0.564958;0.56496;0.51540;0.61046;0.777504;0.77750;0.60220;0.88775;0.738092;0.73809;0.62494;0.82442;0.817304;0.81730;0.75104;0.86980;0.909990;NULL;NULL;NULL;0.876266;0.87627;0.75654;0.94739;0.919684;0.91968;0.84802;0.96368
Архангельская область;0.211481;0.21148;0.19170;0.23085;0.199535;0.19954;0.16865;0.22946;0.208797;0.20880;0.19221;0.22509;0.520336;0.52034;0.43905;0.59209;0.616843;0.61684;0.57365;0.65665;0.609638;0.60964;0.57354;0.64335;0.778577;0.77858;0.57028;0.90142;0.825864;0.82586;0.76589;0.87402;0.831368;0.83137;0.77839;0.87464;0.934062;NULL;NULL;NULL;0.867354;0.86735;0.80992;0.91137;0.880819;0.88082;0.83027;0.91976
Астраханская область;-0.041677;-0.04168;-0.08855;0.00343;-0.005395;-0.00540;-0.07896;0.06416;0.009591;0.00959;-0.02782;0.04585;0.524898;0.52490;0.39970;0.62879;0.455187;0.45519;0.33975;0.55498;0.593109;0.59311;0.52772;0.65145;0.691294;0.69129;0.36660;0.87200;0.633030;0.63303;0.43060;0.77776;0.745408;0.74541;0.62744;0.83367;1.000000;NULL;NULL;NULL;0.807216;0.80722;0.61967;0.91817;0.890866;0.89087;0.78510;0.95362
Белгородская область;0.001510;0.00151;-0.03548;0.03731;0.313427;0.31343;0.27177;0.35312;0.116448;0.11645;0.08892;0.14325;0.456905;0.45691;0.35740;0.54341;0.559219;0.55922;0.49695;0.61539;0.574830;0.57483;0.52828;0.61769;0.434235;0.43424;0.06020;0.67582;0.732173;0.73217;0.62247;0.81647;0.718491;0.71849;0.62634;0.79244;0.756931;NULL;NULL;NULL;0.839288;0.83929;0.75421;0.90105;0.857579;0.85758;0.78939;0.90836
Брянская область;0.101789;0.10179;0.07402;0.12887;0.217898;0.21790;0.17583;0.25823;0.131160;0.13116;0.10799;0.15383;0.498154;0.49815;0.38550;0.59418;0.603824;0.60382;0.54456;0.65717;0.598890;0.59889;0.54990;0.64377;0.434832;0.43483;-0.06923;0.73040;0.864531;0.86453;0.78117;0.92276;0.819977;0.81998;0.73624;0.88291;0.483275;NULL;NULL;NULL;0.900424;0.90042;0.82326;0.95050;0.881325;0.88133;0.80538;0.93375
Владимирская область;0.061061;0.06106;0.03747;0.08417;0.114381;0.11438;0.07702;0.15055;0.072503;0.07250;0.05258;0.09208;0.378991;0.37899;0.26483;0.47881;0.570994;0.57099;0.50765;0.62817;0.560826;0.56083;0.51141;0.60642;0.475999;0.47600;0.10600;0.71538;0.748024;0.74802;0.65112;0.82416;0.748578;0.74858;0.66763;0.81435;0.445501;0.44550;-0.32174;0.81206;0.844171;0.84417;0.74863;0.91106;0.841720;0.84172;0.75898;0.90223
Волгоградская область;-0.150119;-0.15012;-0.17551;-0.12523;0.036867;0.03687;0.00166;0.07101;-0.095938;-0.09594;-0.11651;-0.07570;0.306474;0.30647;0.23359;0.37344;0.376039;0.37604;0.32763;0.42161;0.402820;0.40282;0.36599;0.43788;0.487093;0.48709;0.28966;0.63773;0.635010;0.63501;0.56722;0.69447;0.653168;0.65317;0.59654;0.70353;0.629908;0.62991;0.22027;0.84892;0.784803;0.78480;0.71423;0.84185;0.801975;0.80198;0.74149;0.85148
Вологодская область;0.356376;0.35638;0.33873;0.37365;0.293185;0.29318;0.26376;0.32165;0.338039;0.33804;0.32293;0.35287;0.633622;0.63362;0.55765;0.69936;0.574608;0.57461;0.52016;0.62422;0.593679;0.59368;0.55008;0.63400;0.328935;0.32893;-0.13402;0.62583;0.765270;0.76527;0.68988;0.82643;0.721956;0.72196;0.64449;0.78628;0.817255;NULL;NULL;NULL;0.794015;0.79401;0.70665;0.86095;0.796109;0.79611;0.71276;0.86052
Воронежская область;0.057315;0.05731;0.04236;0.07206;-0.008945;-0.00894;-0.03758;0.01904;0.027948;0.02795;0.01456;0.04118;0.477187;0.47719;0.41851;0.53100;0.469107;0.46911;0.42019;0.51482;0.552551;0.55255;0.52116;0.58233;0.381615;0.38162;0.09191;0.59040;0.671511;0.67151;0.58034;0.74733;0.701725;0.70173;0.63384;0.75978;0.577789;0.57779;0.10146;0.82866;0.735606;0.73561;0.63870;0.81228;0.793297;0.79330;0.72381;0.84918
г. Москва;0.185808;0.18581;0.17533;0.19618;-0.012175;-0.01218;-0.03051;0.00590;0.126482;0.12648;0.11734;0.13555;0.414332;0.41433;0.34010;0.48208;0.594818;0.59482;0.56118;0.62653;0.546492;0.54649;0.51534;0.57614;0.630670;0.63067;0.56422;0.68945;0.637860;0.63786;0.60572;0.66806;0.632290;0.63229;0.60329;0.65972;0.741752;0.74175;0.56566;0.86004;0.728578;0.72858;0.68960;0.76395;0.725397;0.72540;0.68713;0.76021
г. Санкт-Петербург;0.516725;0.51673;0.51138;0.52203;0.158958;0.15896;0.14344;0.17425;0.434103;0.43410;0.42874;0.43942;0.693517;0.69352;0.67037;0.71539;0.617072;0.61707;0.59300;0.64006;0.702284;0.70228;0.68802;0.71605;0.773343;0.77334;0.70456;0.82941;0.802116;0.80212;0.77102;0.83009;0.844620;0.84462;0.82336;0.86399;0.874948;0.87495;0.78503;0.93416;0.866447;0.86645;0.83643;0.89240;0.903013;0.90301;0.88257;0.92083
г. Севастополь;0.223854;0.22385;0.18897;0.25747;0.191134;0.19113;0.12360;0.25452;0.224983;0.22498;0.19461;0.25441;0.625130;0.62513;0.53691;0.69988;0.601663;0.60166;0.50115;0.68651;0.667631;0.66763;0.61200;0.71708;0.565775;NULL;NULL;NULL;0.796392;0.79639;0.63560;0.89934;0.830687;0.83069;0.72009;0.90601;0.802625;NULL;NULL;NULL;0.826327;0.82633;0.65687;0.92634;0.878167;0.87817;0.76841;0.94506
Еврейская автономная область;0.064910;0.06491;-0.03102;0.15320;0.079466;0.07947;-0.10332;0.23750;0.072914;0.07291;-0.01023;0.15031;0.487021;0.48702;0.28842;0.63960;0.298455;0.29845;0.01006;0.51774;0.467829;0.46783;0.32370;0.58705;1.000000;NULL;NULL;NULL;0.315158;NULL;NULL;NULL;0.606194;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.543439;NULL;NULL;NULL;0.737462;NULL;NULL;NULL
