region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
г. Санкт-Петербург;0.493664;0.49366;0.48131;0.50579;0.339269;0.33927;0.31255;0.36519;0.453419;0.45342;0.44204;0.46462;0.730215;0.73021;0.70378;0.75488;0.673841;0.67384;0.64610;0.69998;0.735976;0.73598;0.71919;0.75203;0.774845;0.77484;0.70754;0.83017;0.794515;0.79452;0.75687;0.82788;0.828815;0.82881;0.80263;0.85245;0.807607;0.80761;0.69059;0.88893;0.845531;0.84553;0.80775;0.87783;0.876806;0.87681;0.84949;0.90047
г. Севастополь;0.451325;0.45132;0.40532;0.49455;0.418770;0.41877;0.35207;0.47988;0.434182;0.43418;0.39632;0.47017;0.553180;0.55318;0.44024;0.64807;0.663596;0.66360;0.58979;0.72698;0.592075;0.59208;0.52606;0.65094;0.727062;0.72706;0.38300;0.90482;0.878855;0.87885;0.78347;0.94005;0.831089;0.83109;0.72590;0.90400;1.000000;NULL;NULL;NULL;0.898981;0.89898;0.80855;0.95436;0.892997;0.89300;0.79762;0.95159
Еврейская автономная область;0.349469;0.34947;0.21991;0.46204;0.587122;0.58712;0.44755;0.69909;0.435065;0.43507;0.34042;0.51918;0.631710;0.63171;0.38737;0.79644;0.704446;0.70445;0.55174;0.81591;0.679327;0.67933;0.55483;0.77670;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Забайкальский край;0.221956;0.22196;0.18668;0.25596;0.342801;0.34280;0.29756;0.38565;0.260159;0.26016;0.23232;0.28717;0.614871;0.61487;0.56151;0.66318;0.552674;0.55267;0.50561;0.59621;0.571477;0.57148;0.53603;0.60482;0.853474;0.85347;0.73736;0.92763;0.861903;0.86190;0.80812;0.90409;0.856990;0.85699;0.80871;0.89598;0.928411;NULL;NULL;NULL;0.912563;0.91256;0.85686;0.95113;0.912794;0.91279;0.86145;0.94922
Ивановская область;0.107046;0.10705;0.06130;0.15087;0.334311;0.33431;0.27763;0.38754;0.203095;0.20309;0.16878;0.23624;0.444977;0.44498;0.35107;0.52774;0.613037;0.61304;0.55367;0.66645;0.629781;0.62978;0.58891;0.66754;0.269066;0.26907;-0.11934;0.53857;0.757131;0.75713;0.66070;0.83239;0.743902;0.74390;0.66864;0.80593;0.423687;0.42369;-0.24692;0.76834;0.816561;0.81656;0.73028;0.88146;0.847236;0.84724;0.78461;0.89581
Иркутская область;0.332998;0.33300;0.31415;0.35143;0.395496;0.39550;0.36896;0.42114;0.350115;0.35011;0.33473;0.36522;0.608609;0.60861;0.56800;0.64630;0.621701;0.62170;0.59330;0.64859;0.601939;0.60194;0.57794;0.62490;0.636831;0.63683;0.51655;0.73337;0.804481;0.80448;0.76204;0.84123;0.757226;0.75723;0.71427;0.79533;0.758202;0.75820;0.59134;0.86939;0.872988;0.87299;0.83635;0.90348;0.851736;0.85174;0.81332;0.88425
Кабардино-Балкарская Республика;-0.130050;-0.13005;-0.21870;-0.04669;0.210060;0.21006;0.11507;0.29704;0.006097;0.00610;-0.05837;0.06740;0.244648;0.24465;0.08107;0.38485;0.452601;0.45260;0.34858;0.54381;0.394979;0.39498;0.31054;0.47142;0.396700;0.39670;0.08584;0.62044;0.556907;0.55691;0.40726;0.67700;0.533990;0.53399;0.40715;0.63970;0.851985;NULL;NULL;NULL;0.722585;0.72259;0.52508;0.85353;0.753533;0.75353;0.58665;0.86616
Калининградская область;0.382067;0.38207;0.34177;0.42036;0.446193;0.44619;0.39456;0.49427;0.404310;0.40431;0.37274;0.43459;0.637104;0.63710;0.56376;0.70073;0.646334;0.64633;0.59293;0.69428;0.641614;0.64161;0.59900;0.68072;0.848974;0.84897;0.68392;0.94110;0.821908;0.82191;0.74512;0.88055;0.826222;0.82622;0.75892;0.87892;0.718324;0.71832;0.35259;0.90266;0.873526;0.87353;0.79798;0.92663;0.853471;0.85347;0.77826;0.90858
Калужская область;0.355047;0.35505;0.31833;0.39016;0.462821;0.46282;0.41576;0.50697;0.403329;0.40333;0.37516;0.43049;0.563734;0.56373;0.47924;0.63731;0.689993;0.68999;0.63841;0.73605;0.686055;0.68605;0.64737;0.72153;0.492298;0.49230;0.22122;0.68348;0.814826;0.81483;0.73912;0.87363;0.786811;0.78681;0.72175;0.84021;0.245069;0.24507;-0.39431;0.62098;0.846697;0.84670;0.76684;0.90522;0.822018;0.82202;0.74999;0.87797
Камчатский край;0.409212;0.40921;0.29626;0.50765;0.187796;0.18780;-0.05289;0.38322;0.361441;0.36144;0.26112;0.45089;0.757163;0.75716;0.56186;0.88058;0.658766;0.65877;0.43284;0.81128;0.726907;0.72691;0.59527;0.82458;1.000000;NULL;NULL;NULL;0.641040;NULL;NULL;NULL;0.797939;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.842057;NULL;NULL;NULL;0.880928;NULL;NULL;NULL
Карачаево-Черкесская Республика;-0.154676;-0.15468;-0.24317;-0.07163;-0.148217;-0.14822;-0.28772;-0.02120;-0.124235;-0.12423;-0.19617;-0.05597;0.001799;0.00180;-0.20010;0.17443;0.073087;0.07309;-0.10200;0.22550;0.149616;0.14962;0.03528;0.25275;0.264177;0.26418;-0.31051;0.61636;-0.015942;-0.01594;-0.44397;0.30430;0.224458;0.22446;-0.05026;0.43854;0.566996;NULL;NULL;NULL;0.223013;0.22301;-0.26811;0.55248;0.434736;0.43474;0.11176;0.65881
Кемеровская область;0.195506;0.19551;0.16556;0.22451;0.381157;0.38116;0.34589;0.41492;0.294198;0.29420;0.27258;0.31528;0.446148;0.44615;0.38593;0.50142;0.593282;0.59328;0.55582;0.62834;0.624054;0.62405;0.59822;0.64859;0.622540;0.62254;0.48318;0.73061;0.777279;0.77728;0.72173;0.82443;0.800399;0.80040;0.76075;0.83506;0.753639;0.75364;0.59739;0.85939;0.843171;0.84317;0.79345;0.88384;0.872888;0.87289;0.83815;0.90200
Кировская область;0.338754;0.33875;0.30640;0.36993;0.348893;0.34889;0.30806;0.38775;0.341761;0.34176;0.31657;0.36621;0.574113;0.57411;0.52332;0.62077;0.519623;0.51962;0.47871;0.55799;0.497724;0.49772;0.46337;0.53037;0.771106;0.77111;0.56117;0.89732;0.852134;0.85213;0.78765;0.90137;0.811759;0.81176;0.74041;0.86798;0.950890;NULL;NULL;NULL;0.884256;0.88426;0.81991;0.93051;0.871308;0.87131;0.80223;0.92151
Костромская область;0.359077;0.35908;0.28324;0.42837;0.472571;0.47257;0.40701;0.53245;0.439395;0.43939;0.39211;0.48377;0.543694;0.54369;0.39784;0.66082;0.648588;0.64859;0.57523;0.71219;0.648690;0.64869;0.58885;0.70182;0.841613;NULL;NULL;NULL;0.919965;0.91996;0.83571;0.96843;0.917416;0.91742;0.84431;0.96256;0.875553;NULL;NULL;NULL;0.880960;0.88096;0.78216;0.94336;0.892769;0.89277;0.80919;0.94678
Краснодарский край;0.305867;0.30587;0.28674;0.32454;0.387956;0.38796;0.35983;0.41508;0.338797;0.33880;0.32335;0.35394;0.478016;0.47802;0.43688;0.51659;0.570451;0.57045;0.53917;0.60007;0.600914;0.60091;0.57996;0.62103;0.548999;0.54900;0.46216;0.62396;0.661456;0.66146;0.61641;0.70242;0.705036;0.70504;0.67357;0.73412;0.694744;0.69474;0.59540;0.77392;0.702627;0.70263;0.65590;0.74449;0.771990;0.77199;0.74036;0.80065
Красноярский край;0.335718;0.33572;0.31528;0.35566;0.394061;0.39406;0.36596;0.42118;0.360495;0.36049;0.34418;0.37649;0.683171;0.68317;0.64576;0.71756;0.647768;0.64777;0.61882;0.67506;0.678521;0.67852;0.65704;0.69899;0.786157;0.78616;0.70973;0.84690;0.792385;0.79239;0.75425;0.82611;0.805654;0.80565;0.77449;0.83361;0.848936;0.84894;0.72898;0.92543;0.833421;0.83342;0.79280;0.86808;0.848926;0.84893;0.81434;0.87871
Курганская область;0.373729;0.37373;0.33274;0.41265;0.452590;0.45259;0.40702;0.49533;0.405434;0.40543;0.37510;0.43457;0.593790;0.59379;0.51580;0.66175;0.621112;0.62111;0.57244;0.66544;0.610458;0.61046;0.56949;0.64838;0.765155;0.76516;0.61402;0.86772;0.747730;0.74773;0.67785;0.80578;0.749158;0.74916;0.68696;0.80177;0.931207;NULL;NULL;NULL;0.871055;0.87106;0.80116;0.92156;0.875272;0.87527;0.80975;0.92305
Курская область;0.243067;0.24307;0.19523;0.28843;0.469264;0.46926;0.41578;0.51895;0.355393;0.35539;0.32178;0.38763;0.500686;0.50069;0.41938;0.57249;0.640454;0.64045;0.58485;0.69041;0.661823;0.66182;0.62509;0.69576;0.591996;0.59200;0.41570;0.72329;0.673477;0.67348;0.57552;0.75388;0.732963;0.73296;0.66992;0.78662;0.917476;NULL;NULL;NULL;0.771000;0.77100;0.68115;0.84122;0.858270;0.85827;0.80532;0.90011
Ленинградская область;0.311431;0.31143;0.28317;0.33879;0.347450;0.34745;0.30546;0.38741;0.322524;0.32252;0.29920;0.34522;0.435967;0.43597;0.34321;0.51815;0.612891;0.61289;0.56333;0.65813;0.565390;0.56539;0.52225;0.60551;0.492995;0.49300;0.22451;0.68324;0.761392;0.76139;0.67947;0.82705;0.715098;0.71510;0.63656;0.78046;0.637975;0.63797;0.25553;0.85010;0.800593;0.80059;0.72351;0.86101;0.790330;0.79033;0.71682;0.84908
Липецкая область;-0.129636;-0.12964;-0.21952;-0.04601;0.244204;0.24420;0.15238;0.32803;0.080754;0.08075;0.02216;0.13625;0.335669;0.33567;0.19954;0.45139;0.514926;0.51493;0.42296;0.59546;0.571575;0.57157;0.51461;0.62316;0.338167;0.33817;-0.09565;0.61519;0.732095;0.73210;0.61175;0.82309;0.763177;0.76318;0.68323;0.82716;0.675702;0.67570;0.31349;0.86798;0.773567;0.77357;0.65710;0.85880;0.842362;0.84236;0.77294;0.89510
Магаданская область;0.464873;0.46487;0.37967;0.54037;0.291255;0.29126;0.10116;0.44797;0.432208;0.43221;0.35596;0.50103;0.805795;0.80580;0.65589;0.90144;0.582085;0.58208;0.37304;0.73401;0.731655;0.73165;0.62454;0.81429;0.800499;NULL;NULL;NULL;0.814497;NULL;NULL;NULL;0.850818;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.840532;NULL;NULL;NULL;0.899980;NULL;NULL;NULL
Московская область;0.454145;0.45414;0.44439;0.46374;0.388337;0.38834;0.36815;0.40800;0.443648;0.44365;0.43505;0.45213;0.538433;0.53843;0.51079;0.56468;0.614854;0.61485;0.59036;0.63822;0.682501;0.68250;0.66914;0.69542;0.471954;0.47195;0.40388;0.53288;0.542583;0.54258;0.48950;0.59129;0.654282;0.65428;0.62570;0.68105;0.647529;0.64753;0.54738;0.72816;0.784881;0.78488;0.74513;0.81995;0.851903;0.85190;0.83007;0.87158
Мурманская область;0.492724;0.49272;0.45474;0.52855;0.362575;0.36257;0.28988;0.42928;0.469866;0.46987;0.43700;0.50118;0.786105;0.78610;0.72795;0.83459;0.594006;0.59401;0.51698;0.66144;0.722975;0.72297;0.68080;0.76087;0.893262;NULL;NULL;NULL;0.757519;0.75752;0.63759;0.84587;0.831980;0.83198;0.75647;0.88906;1.000000;NULL;NULL;NULL;0.806499;0.80650;0.68026;0.89255;0.873145;0.87315;0.79092;0.92943
Ненецкий автономный округ;0.240713;0.24071;-0.11203;0.50425;0.544989;0.54499;-0.02518;0.84105;0.329141;0.32914;0.04750;0.54493;1.000000;NULL;NULL;NULL;0.609990;NULL;NULL;NULL;0.742631;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.089977;NULL;NULL;NULL;0.241440;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Нижегородская область;0.355205;0.35520;0.33596;0.37399;0.374078;0.37408;0.34593;0.40128;0.366983;0.36698;0.35133;0.38233;0.625940;0.62594;0.58832;0.66089;0.645250;0.64525;0.61630;0.67257;0.673365;0.67336;0.65289;0.69293;0.607726;0.60773;0.48547;0.70651;0.813526;0.81353;0.76778;0.85254;0.793408;0.79341;0.75504;0.82728;0.780200;0.78020;0.61988;0.88474;0.838321;0.83832;0.79164;0.87715;0.858631;0.85863;0.82168;0.88985
Новгородская область;0.381558;0.38156;0.33181;0.42838;0.371376;0.37138;0.30503;0.43264;0.377043;0.37704;0.33758;0.41465;0.631909;0.63191;0.54426;0.70646;0.606501;0.60650;0.53644;0.66834;0.608138;0.60814;0.55336;0.65776;0.894431;NULL;NULL;NULL;0.729575;0.72957;0.59492;0.82839;0.750746;0.75075;0.63335;0.83837;0.858441;NULL;NULL;NULL;0.802848;0.80285;0.69172;0.88205;0.802545;0.80255;0.69808;0.87841
Новосибирская область;0.419710;0.41971;0.39748;0.44131;0.423230;0.42323;0.39368;0.45164;0.413972;0.41397;0.39610;0.43144;0.652359;0.65236;0.60018;0.69942;0.672924;0.67292;0.64203;0.70180;0.628510;0.62851;0.59914;0.65627;0.660794;0.66079;0.51292;0.77308;0.844925;0.84493;0.80611;0.87793;0.788557;0.78856;0.74388;0.82742;0.787119;0.78712;0.57709;0.91001;0.854013;0.85401;0.80919;0.89089;0.820764;0.82076;0.76938;0.86354
Омская область;0.287504;0.28750;0.25705;0.31690;0.484662;0.48466;0.45021;0.51744;0.383668;0.38367;0.36184;0.40489;0.546080;0.54608;0.48480;0.60145;0.690714;0.69071;0.65510;0.72358;0.700664;0.70066;0.67503;0.72476;0.682776;0.68278;0.55520;0.78044;0.739934;0.73993;0.68128;0.79040;0.784822;0.78482;0.74367;0.82096;0.861831;0.86183;0.72405;0.94178;0.782925;0.78292;0.72175;0.83388;0.844032;0.84403;0.80256;0.87890
Оренбургская область;0.211814;0.21181;0.16306;0.25811;0.474658;0.47466;0.42875;0.51763;0.342291;0.34229;0.30966;0.37364;0.520326;0.52033;0.44755;0.58523;0.641903;0.64190;0.59799;0.68212;0.638487;0.63849;0.60467;0.67004;0.600272;0.60027;0.44461;0.71953;0.757736;0.75774;0.69068;0.81356;0.748864;0.74886;0.69433;0.79585;0.721480;0.72148;0.46860;0.87094;0.807761;0.80776;0.73542;0.86472;0.824740;0.82474;0.76602;0.87203
Орловская область;0.368500;0.36850;0.33051;0.40472;0.438700;0.43870;0.38747;0.48660;0.400889;0.40089;0.37115;0.42950;0.555127;0.55513;0.46445;0.63342;0.636066;0.63607;0.57720;0.68870;0.658073;0.65807;0.61573;0.69684;0.541138;0.54114;0.33899;0.69152;0.728293;0.72829;0.65253;0.79142;0.739587;0.73959;0.68060;0.79021;0.868463;NULL;NULL;NULL;0.798830;0.79883;0.70948;0.86680;0.846176;0.84618;0.78180;0.89584
Пензенская область;0.282191;0.28219;0.24739;0.31567;0.378770;0.37877;0.34080;0.41493;0.317225;0.31723;0.29145;0.34223;0.532456;0.53246;0.45655;0.59990;0.493407;0.49341;0.44622;0.53734;0.471659;0.47166;0.42948;0.51134;0.597787;0.59779;0.36339;0.75991;0.642822;0.64282;0.56023;0.71301;0.604548;0.60455;0.52142;0.67617;0.747267;0.74727;0.42458;0.91221;0.628121;0.62812;0.53187;0.70840;0.601995;0.60199;0.50268;0.68540
Пермский край;0.364049;0.36405;0.33927;0.38808;0.337872;0.33787;0.29885;0.37517;0.360678;0.36068;0.34001;0.38083;0.658056;0.65806;0.61061;0.70105;0.595114;0.59511;0.55478;0.63266;0.644470;0.64447;0.61603;0.67131;0.750283;0.75028;0.60643;0.85146;0.855081;0.85508;0.80585;0.89486;0.850764;0.85076;0.80868;0.88588;0.722875;0.72287;0.47842;0.87048;0.890950;0.89095;0.84229;0.92811;0.884984;0.88498;0.84131;0.91951
Приморский край;0.427276;0.42728;0.39628;0.45706;0.416024;0.41602;0.37149;0.45815;0.425347;0.42535;0.40014;0.44975;0.534034;0.53403;0.45920;0.60095;0.586577;0.58658;0.53484;0.63400;0.575310;0.57531;0.53397;0.61390;0.581947;0.58195;0.40509;0.71692;0.728604;0.72860;0.65549;0.79000;0.701922;0.70192;0.63617;0.75874;0.734784;0.73478;0.40801;0.90688;0.786244;0.78624;0.69187;0.85826;0.785774;0.78577;0.69970;0.85288
Псковская область;0.374292;0.37429;0.33126;0.41507;0.337486;0.33749;0.26993;0.40008;0.366899;0.36690;0.33115;0.40111;0.702491;0.70249;0.60816;0.77886;0.700189;0.70019;0.63029;0.76000;0.732657;0.73266;0.68373;0.77583;0.800258;0.80026;0.54996;0.93022;0.790051;0.79005;0.64729;0.88613;0.819505;0.81951;0.71779;0.89201;0.950064;NULL;NULL;NULL;0.856757;0.85676;0.74467;0.92899;0.895252;0.89525;0.81809;0.94612
Республика Адыгея;0.255012;0.25501;0.19068;0.31513;0.394835;0.39484;0.31117;0.47059;0.319308;0.31931;0.27025;0.36573;0.394608;0.39461;0.24922;0.51683;0.557488;0.55749;0.46237;0.63963;0.559243;0.55924;0.49079;0.62053;0.692198;0.69220;0.29467;0.89346;0.754373;0.75437;0.60676;0.85775;0.790776;0.79078;0.68280;0.86965;0.593701;NULL;NULL;NULL;0.775618;0.77562;0.61647;0.88141;0.805268;0.80527;0.68348;0.88945
Республика Алтай;0.235154;0.23515;0.14956;0.31352;0.395795;0.39579;0.27529;0.49990;0.284745;0.28474;0.21600;0.34850;0.672429;0.67243;0.55202;0.76689;0.606076;0.60608;0.48211;0.70628;0.646904;0.64690;0.56522;0.71652;0.703748;NULL;NULL;NULL;0.731415;0.73142;0.45622;0.88775;0.735178;0.73518;0.51712;0.87065;0.810095;NULL;NULL;NULL;0.714272;0.71427;0.34789;0.90088;0.748419;0.74842;0.46386;0.90289
Республика Башкортостан;-0.042099;-0.04210;-0.09161;0.00536;0.369238;0.36924;0.31754;0.41784;0.130510;0.13051;0.09577;0.16409;0.264782;0.26478;0.15217;0.36431;0.611682;0.61168;0.55411;0.66356;0.581225;0.58123;0.53852;0.62079;0.463329;0.46333;0.29841;0.59509;0.661430;0.66143;0.58076;0.73011;0.687658;0.68766;0.63132;0.73726;0.800411;0.80041;0.57274;0.92316;0.668733;0.66873;0.56371;0.75397;0.776364;0.77636;0.70958;0.83116
Республика Бурятия;0.072696;0.07270;0.02107;0.12192;0.292900;0.29290;0.23097;0.35051;0.139536;0.13954;0.09943;0.17808;0.529259;0.52926;0.44444;0.60347;0.523034;0.52303;0.45857;0.58116;0.502833;0.50283;0.44997;0.55154;0.716262;0.71626;0.50146;0.85279;0.821194;0.82119;0.74286;0.88052;0.785774;0.78577;0.70810;0.84710;0.763552;NULL;NULL;NULL;0.826088;0.82609;0.72909;0.89498;0.803397;0.80340;0.70504;0.87539
Республика Дагестан;-0.897103;-0.89710;-1.02571;-0.77536;0.058775;0.05878;-0.05659;0.16439;-0.530541;-0.53054;-0.61970;-0.44537;-0.187543;-0.18754;-0.37448;-0.02107;0.257693;0.25769;0.11691;0.38120;0.068651;0.06865;-0.04164;0.16986;-0.359670;-0.35967;-1.14221;0.17651;0.248351;0.24835;-0.07249;0.49209;0.128086;0.12809;-0.15533;0.35566;-0.390927;-0.39093;-1.99818;0.43969;0.515065;0.51507;0.20904;0.72538;0.425261;0.42526;0.13079;0.63951
Республика Ингушетия;-0.419346;-0.41935;-0.58762;-0.26798;-0.342265;-0.34226;-0.62165;-0.10682;-0.367148;-0.36715;-0.50540;-0.24078;-0.480380;-0.48038;-0.89354;-0.15378;-0.241093;-0.24109;-0.63807;0.06825;-0.279806;-0.27981;-0.53788;-0.06211;-0.842552;-0.84255;NULL;NULL;0.034705;0.03471;-0.74396;0.49551;-0.067828;-0.06783;-0.71110;0.35023;-3.020114;-3.02011;NULL;NULL;0.149621;0.14962;-0.74012;0.62256;-0.046471;-0.04647;-0.91329;0.45178
Республика Калмыкия;-0.084186;-0.08419;-0.24493;0.05927;0.172778;0.17278;-0.00336;0.32296;-0.005708;-0.00571;-0.12585;0.10381;0.428551;0.42855;0.21360;0.59595;0.397903;0.39790;0.20829;0.55013;0.368245;0.36825;0.22100;0.49316;0.785706;NULL;NULL;NULL;0.748763;0.74876;0.54542;0.87667;0.729695;0.72970;0.54426;0.85375;1.000000;NULL;NULL;NULL;0.770021;0.77002;0.48370;0.91950;0.756950;0.75695;0.45721;0.91468
