region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
г. Санкт-Петербург;0.331939;0.33194;0.22406;0.42870;0.136721;0.13672;0.00017;0.25914;0.232814;0.23281;0.14760;0.31172;0.469178;0.46918;0.25146;0.63800;0.340693;0.34069;0.17096;0.48398;0.362063;0.36206;0.22664;0.47971;0.497469;0.49747;-0.11394;0.82288;0.536468;0.53647;0.28555;0.71791;0.503489;0.50349;0.26845;0.67965;0.614726;NULL;NULL;NULL;0.780561;0.78056;0.52120;0.92198;0.748248;0.74825;0.48252;0.90079
г. Севастополь;-0.566040;-0.56604;-1.41943;0.03782;0.403481;0.40348;0.03237;0.65774;-0.081853;-0.08185;-0.50229;0.24411;1.000000;NULL;NULL;NULL;0.558657;0.55866;0.06830;0.82873;0.488015;0.48801;-0.07012;0.80018;1.000000;NULL;NULL;NULL;0.505161;NULL;NULL;NULL;0.356736;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.162580;NULL;NULL;NULL;-0.194633;NULL;NULL;NULL
Еврейская автономная область;-0.936108;-0.93611;NULL;NULL;0.163906;0.16391;-0.63427;0.62941;-0.403067;-0.40307;-1.11952;0.11161;-0.089061;NULL;NULL;NULL;0.529697;NULL;NULL;NULL;0.293455;0.29346;-0.49502;0.72618;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Забайкальский край;-0.080709;-0.08071;-0.53104;0.26395;0.070007;0.07001;-0.52818;0.47609;-0.036200;-0.03620;-0.38389;0.24282;0.388436;0.38844;-0.16874;0.72512;0.186343;0.18634;-0.57325;0.63693;0.291266;0.29127;-0.13820;0.59045;1.000000;NULL;NULL;NULL;-0.939700;NULL;NULL;NULL;-0.316795;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Ивановская область;0.092456;0.09246;-0.21658;0.34189;0.063645;0.06365;-0.25657;0.32077;0.041595;0.04160;-0.18226;0.23374;0.606496;NULL;NULL;NULL;0.193343;0.19334;-0.45073;0.60246;0.120992;0.12099;-0.53586;0.54971;1.000000;NULL;NULL;NULL;-0.492315;NULL;NULL;NULL;-0.402055;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.005123;NULL;NULL;NULL;-0.028173;NULL;NULL;NULL
Иркутская область;0.190383;0.19038;-0.03600;0.37916;0.080806;0.08081;-0.16168;0.28336;0.075884;0.07588;-0.09603;0.22735;0.491904;0.49190;0.06768;0.75865;0.289780;0.28978;0.00927;0.50732;0.209138;0.20914;-0.06196;0.42659;0.579723;NULL;NULL;NULL;0.752042;NULL;NULL;NULL;0.647113;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.691931;NULL;NULL;NULL;0.656566;NULL;NULL;NULL
Кабардино-Балкарская Республика;-0.343245;-0.34324;-0.92391;0.09964;-0.132054;-0.13205;-0.81855;0.34596;-0.276804;-0.27680;-0.70794;0.07027;0.534239;NULL;NULL;NULL;0.154891;NULL;NULL;NULL;0.393649;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Калининградская область;0.117606;0.11761;-0.37817;0.47165;0.231110;0.23111;-0.26561;0.56736;0.134266;0.13427;-0.21339;0.40407;0.470186;NULL;NULL;NULL;0.487407;0.48741;-0.14789;0.82034;0.305756;0.30576;-0.45248;0.72919;1.000000;NULL;NULL;NULL;0.410518;NULL;NULL;NULL;0.154447;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.768446;NULL;NULL;NULL;-1.198439;NULL;NULL;NULL
Калужская область;0.014962;0.01496;-0.44452;0.35974;-0.069509;-0.06951;-0.50244;0.26362;-0.099061;-0.09906;-0.42111;0.16667;-0.074056;-0.07406;-1.25946;0.58235;0.575342;0.57534;0.11880;0.83356;0.298369;0.29837;-0.19951;0.62921;1.000000;NULL;NULL;NULL;0.664468;NULL;NULL;NULL;0.660554;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.006597;NULL;NULL;NULL;0.022394;NULL;NULL;NULL
Камчатский край;0.236736;0.23674;-0.45806;0.65685;0.808298;NULL;NULL;NULL;0.503658;0.50366;0.11598;0.75383;0.375077;NULL;NULL;NULL;0.620019;NULL;NULL;NULL;0.525862;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Карачаево-Черкесская Республика;-1.796694;-1.79669;NULL;NULL;0.022632;NULL;NULL;NULL;-1.143965;-1.14396;NULL;NULL;NULL;NULL;NULL;NULL;-3.561048;NULL;NULL;NULL;-6.075084;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Кемеровская область;-0.039554;-0.03955;-0.30947;0.18759;0.050333;0.05033;-0.23582;0.28478;-0.021872;-0.02187;-0.21759;0.14992;0.548045;0.54805;0.19513;0.77583;0.248875;0.24887;-0.08305;0.50054;0.322320;0.32232;0.07294;0.52001;0.684923;NULL;NULL;NULL;0.116323;0.11632;-1.00743;0.69267;0.278358;0.27836;-0.51482;0.71904;-0.297377;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.716616;NULL;NULL;NULL
Кировская область;-0.076607;-0.07661;-0.36245;0.16232;0.314187;0.31419;0.07858;0.50240;0.087084;0.08708;-0.09939;0.24919;-0.403550;-0.40355;-1.38229;0.23493;0.448260;0.44826;0.14318;0.66607;0.156091;0.15609;-0.18874;0.42138;0.313649;NULL;NULL;NULL;0.597085;NULL;NULL;NULL;0.478479;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.804647;NULL;NULL;NULL;0.810638;NULL;NULL;NULL
Костромская область;-0.449272;-0.44927;-1.52437;0.24368;0.036506;0.03651;-0.66702;0.49492;-0.216902;-0.21690;-0.81182;0.22105;0.332572;NULL;NULL;NULL;-0.393527;-0.39353;-1.74607;0.38540;-0.363164;-0.36316;-1.57123;0.36377;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Краснодарский край;-0.113054;-0.11305;-0.49079;0.19131;0.281596;0.28160;0.01577;0.49177;0.024816;0.02482;-0.21135;0.22628;0.048926;0.04893;-0.88776;0.59776;0.734078;0.73408;0.41944;0.90548;0.450614;0.45061;0.06644;0.70847;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Красноярский край;0.154196;0.15420;-0.06072;0.33567;0.126546;0.12655;-0.11473;0.32685;0.110899;0.11090;-0.05102;0.25381;0.213269;0.21327;-0.22235;0.52402;0.136076;0.13608;-0.16331;0.37431;0.084550;0.08455;-0.17483;0.29930;0.514309;NULL;NULL;NULL;0.311636;0.31164;-0.33461;0.69336;0.297917;0.29792;-0.26999;0.65530;1.000000;NULL;NULL;NULL;0.696095;NULL;NULL;NULL;0.728226;NULL;NULL;NULL
Курганская область;0.064942;0.06494;-0.16301;0.25794;0.291148;0.29115;0.03917;0.48996;0.159371;0.15937;-0.00518;0.30298;-0.413460;-0.41346;NULL;NULL;0.373226;0.37323;-0.09600;0.67377;0.106037;0.10604;-0.44228;0.48087;1.000000;NULL;NULL;NULL;0.645574;NULL;NULL;NULL;0.602318;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Курская область;0.158953;0.15895;-0.11539;0.38062;0.074155;0.07416;-0.25582;0.33588;0.126900;0.12690;-0.07658;0.30084;0.562532;0.56253;0.09020;0.82876;0.086931;0.08693;-0.44029;0.45720;0.291120;0.29112;-0.05057;0.54465;1.000000;NULL;NULL;NULL;0.326204;NULL;NULL;NULL;0.467431;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.594191;NULL;NULL;NULL;0.653830;NULL;NULL;NULL
Ленинградская область;0.121495;0.12150;-0.23069;0.39637;0.044462;0.04446;-0.26096;0.29210;-0.023651;-0.02365;-0.27035;0.18688;-0.103278;-0.10328;-1.45686;0.61212;0.369144;0.36914;-0.10615;0.67759;0.074003;0.07400;-0.48387;0.46407;-0.604769;NULL;NULL;NULL;0.193815;NULL;NULL;NULL;-0.227952;NULL;NULL;NULL;-1.521779;NULL;NULL;NULL;0.686484;NULL;NULL;NULL;0.236679;NULL;NULL;NULL
Липецкая область;-0.039643;-0.03964;-0.39988;0.24883;0.319315;0.31931;0.00851;0.55372;0.108789;0.10879;-0.12891;0.30844;-0.160532;-0.16053;-1.45872;0.55055;0.427308;0.42731;-0.13770;0.75792;0.179209;0.17921;-0.38126;0.55534;1.000000;NULL;NULL;NULL;0.064993;NULL;NULL;NULL;0.010841;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.298744;NULL;NULL;NULL;0.301770;NULL;NULL;NULL
Магаданская область;1.000000;NULL;NULL;NULL;-0.544957;NULL;NULL;NULL;0.400396;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Московская область;0.207466;0.20747;0.10632;0.30027;0.264772;0.26477;0.15211;0.36621;0.207767;0.20777;0.13123;0.27939;0.623034;0.62303;0.34803;0.80557;0.539274;0.53927;0.36555;0.67650;0.474973;0.47497;0.30534;0.61339;0.685995;NULL;NULL;NULL;0.844962;NULL;NULL;NULL;0.766772;NULL;NULL;NULL;0.459911;NULL;NULL;NULL;0.799848;NULL;NULL;NULL;0.686914;NULL;NULL;NULL
Мурманская область;-0.022285;-0.02228;-0.55910;0.36278;0.126052;0.12605;-0.47975;0.52281;0.009462;0.00946;-0.38402;0.31250;0.445790;NULL;NULL;NULL;0.333189;0.33319;-0.52801;0.76919;0.334462;0.33446;-0.28913;0.70335;1.000000;NULL;NULL;NULL;0.348007;NULL;NULL;NULL;0.663270;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.466985;NULL;NULL;NULL;0.116083;NULL;NULL;NULL
Ненецкий автономный округ;-0.831743;-0.83174;NULL;NULL;-0.261781;NULL;NULL;NULL;-0.684848;-0.68485;NULL;NULL;-3.176373;NULL;NULL;NULL;-0.104058;NULL;NULL;NULL;-1.745679;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Нижегородская область;-0.013386;-0.01339;-0.27532;0.20776;0.121531;0.12153;-0.07721;0.29218;-0.018708;-0.01871;-0.18804;0.13253;0.232439;0.23244;-0.28624;0.58297;0.190551;0.19055;-0.08849;0.41381;0.057780;0.05778;-0.22189;0.28834;1.000000;NULL;NULL;NULL;0.393921;0.39392;-0.35422;0.78731;0.365454;0.36545;-0.40611;0.77631;1.000000;NULL;NULL;NULL;0.819413;NULL;NULL;NULL;0.809636;NULL;NULL;NULL
Новгородская область;0.220208;0.22021;-0.22434;0.53825;-0.198646;-0.19865;-0.72689;0.20020;-0.038876;-0.03888;-0.38280;0.23959;0.564234;NULL;NULL;NULL;0.342662;0.34266;-0.46194;0.76874;0.263648;0.26365;-0.52771;0.71137;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Новосибирская область;0.302212;0.30221;0.07873;0.48422;0.208745;0.20875;-0.01227;0.39144;0.185816;0.18582;0.02027;0.33005;0.498871;0.49887;0.04753;0.77399;0.367077;0.36708;0.10721;0.56652;0.247355;0.24736;-0.02233;0.46146;0.647914;NULL;NULL;NULL;0.584921;0.58492;0.06935;0.85461;0.480262;0.48026;-0.08702;0.79722;1.000000;NULL;NULL;NULL;0.841084;NULL;NULL;NULL;0.830290;NULL;NULL;NULL
Омская область;0.032193;0.03219;-0.25403;0.26798;0.139048;0.13905;-0.07867;0.32294;0.045592;0.04559;-0.13317;0.20299;0.335039;0.33504;-0.02643;0.59577;0.254314;0.25431;0.00451;0.45552;0.226154;0.22615;0.01277;0.40437;0.807511;NULL;NULL;NULL;0.168880;0.16888;-0.38477;0.54113;0.255917;0.25592;-0.21245;0.57834;1.000000;NULL;NULL;NULL;0.429472;0.42947;-0.27223;0.79957;0.488913;0.48891;-0.13045;0.81965
Оренбургская область;-0.161414;-0.16141;-0.55612;0.15268;0.395659;0.39566;0.10324;0.61217;0.092628;0.09263;-0.15012;0.29527;0.415664;0.41566;-0.22982;0.77284;0.453991;0.45399;0.03860;0.72173;0.416953;0.41695;0.07492;0.65735;1.000000;NULL;NULL;NULL;0.233382;NULL;NULL;NULL;0.472911;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Орловская область;0.216474;0.21647;-0.13881;0.48543;0.243435;0.24343;-0.05138;0.47359;0.181994;0.18199;-0.05074;0.37550;0.144537;NULL;NULL;NULL;0.298258;0.29826;-0.12819;0.59480;0.142562;0.14256;-0.31403;0.47287;1.000000;NULL;NULL;NULL;0.129432;0.12943;-0.75929;0.63576;0.092946;0.09295;-0.81874;0.61871;1.000000;NULL;NULL;NULL;0.740606;NULL;NULL;NULL;0.718718;NULL;NULL;NULL
Пензенская область;-0.128541;-0.12854;-0.50280;0.17169;-0.342171;-0.34217;-0.71153;-0.03973;-0.395608;-0.39561;-0.67971;-0.15004;0.665756;NULL;NULL;NULL;-0.633663;-0.63366;-1.24761;-0.16533;-0.648356;-0.64836;-1.21717;-0.20108;-0.048609;NULL;NULL;NULL;-0.850065;-0.85006;NULL;NULL;-1.053577;-1.05358;NULL;NULL;1.000000;NULL;NULL;NULL;-0.533476;-0.53348;NULL;NULL;-0.895609;-0.89561;NULL;NULL
Пермский край;0.040944;0.04094;-0.37914;0.36095;0.169888;0.16989;-0.14518;0.41600;0.007057;0.00706;-0.26669;0.23529;0.558039;NULL;NULL;NULL;0.498117;0.49812;0.11921;0.74365;0.351031;0.35103;-0.08865;0.64766;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Приморский край;0.115536;0.11554;-0.27645;0.41229;-0.061947;-0.06195;-0.46910;0.25230;-0.058306;-0.05831;-0.35124;0.18469;0.415851;NULL;NULL;NULL;0.097345;0.09734;-0.41013;0.45283;-0.013571;-0.01357;-0.51488;0.35307;0.541974;NULL;NULL;NULL;0.266593;0.26659;-0.69125;0.74700;0.186691;0.18669;-0.73044;0.68579;1.000000;NULL;NULL;NULL;-0.760178;NULL;NULL;NULL;-0.575786;NULL;NULL;NULL
Псковская область;-0.196454;-0.19645;-1.05802;0.37032;0.024422;0.02442;-0.48969;0.39541;-0.179548;-0.17955;-0.65655;0.18934;0.192138;NULL;NULL;NULL;0.098205;0.09820;-0.59518;0.54180;-0.082270;-0.08227;-0.82882;0.41535;1.000000;NULL;NULL;NULL;0.249555;NULL;NULL;NULL;0.151371;NULL;NULL;NULL;-4.251103;NULL;NULL;NULL;-0.083976;NULL;NULL;NULL;-0.879107;NULL;NULL;NULL
Республика Адыгея;-0.111028;NULL;NULL;NULL;0.721700;NULL;NULL;NULL;0.270504;0.27050;-0.62831;0.74386;-0.357923;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.562302;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Алтай;-0.360707;-0.36071;-1.22940;0.21273;0.304306;0.30431;-0.32854;0.67781;-0.064520;-0.06452;-0.58289;0.31071;0.105461;NULL;NULL;NULL;0.745121;NULL;NULL;NULL;0.526880;0.52688;-0.07051;0.83510;1.000000;NULL;NULL;NULL;-0.178814;NULL;NULL;NULL;0.479568;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Башкортостан;-0.198947;-0.19895;-0.52292;0.07136;0.155169;0.15517;-0.17974;0.41556;-0.064482;-0.06448;-0.29539;0.13491;0.107530;0.10753;-0.48176;0.50606;0.233536;0.23354;-0.25015;0.56595;0.160079;0.16008;-0.20290;0.43697;0.541558;NULL;NULL;NULL;0.133563;0.13356;-0.83448;0.66433;0.272934;0.27293;-0.39354;0.67380;1.000000;NULL;NULL;NULL;0.656413;NULL;NULL;NULL;0.729680;NULL;NULL;NULL
Республика Бурятия;0.021272;0.02127;-0.43997;0.36320;0.088877;0.08888;-0.39763;0.43450;-0.007573;-0.00757;-0.34696;0.26357;-0.392805;-0.39281;NULL;NULL;0.162881;0.16288;-0.59862;0.61231;-0.159355;-0.15935;-0.96582;0.36760;-0.193833;NULL;NULL;NULL;0.506625;NULL;NULL;NULL;0.246419;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Дагестан;-19.131399;-19.13140;NULL;NULL;-2.161425;NULL;NULL;NULL;-10.605438;-10.60544;NULL;NULL;1.000000;NULL;NULL;NULL;-7.693918;NULL;NULL;NULL;-12.093315;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Ингушетия;-1.437140;-1.43714;NULL;NULL;-0.107517;NULL;NULL;NULL;-1.168608;-1.16861;NULL;NULL;-0.334624;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.410379;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Республика Калмыкия;-0.654228;-0.65423;-1.48280;-0.06360;0.013847;0.01385;-0.73283;0.48120;-0.409587;-0.40959;-0.96722;0.01445;-12.111285;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.985168;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Карелия;0.300909;0.30091;0.08132;0.48028;0.305259;0.30526;0.08078;0.48642;0.268599;0.26860;0.10921;0.40630;0.488974;0.48897;-0.01273;0.78367;0.367532;0.36753;0.07099;0.58798;0.278599;0.27860;-0.01304;0.50417;1.000000;NULL;NULL;NULL;-0.006872;-0.00687;-1.01554;0.56016;-0.198287;-0.19829;-1.37356;0.47317;1.000000;NULL;NULL;NULL;-0.072132;-0.07213;-1.55560;0.63661;-0.189476;-0.18948;-1.77660;0.59234
Республика Коми;0.174387;0.17439;-0.19676;0.45490;0.317731;0.31773;-0.09969;0.60676;0.211002;0.21100;-0.06271;0.43007;0.593074;0.59307;0.10605;0.85586;0.514539;0.51454;0.07244;0.78177;0.512840;0.51284;0.18514;0.73498;0.559164;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.834861;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
Республика Крым;0.061710;0.06171;-0.33271;0.36372;-0.125142;-0.12514;-0.58041;0.22099;-0.065219;-0.06522;-0.36116;0.17992;0.765067;NULL;NULL;NULL;0.079324;0.07932;-0.49372;0.46748;0.192134;0.19213;-0.25927;0.51239;0.240986;NULL;NULL;NULL;0.715674;NULL;NULL;NULL;0.512961;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
