data_point;region;vac_interval_group;vaccine;ve_zab_18_59;cil_zab_18_59;cih_zab_18_59
2022.07_16-08-2022;Липецкая область;105_165_days;SputnikLite;-0.06241;-0.83969;0.38647
2022.07_16-08-2022;Липецкая область;105_165_days;SputnikV;-0.0945;-0.67423;0.28449
2022.07_16-08-2022;Липецкая область;165_195_days;AllVaccines;-0.20919;-0.74415;0.16168
2022.07_16-08-2022;Липецкая область;165_195_days;CoviVac;-11.34138;-48.45083;-2.08002
2022.07_16-08-2022;Липецкая область;165_195_days;EpiVacCorona;-0.2185;-2.78787;0.60803
2022.07_16-08-2022;Липецкая область;165_195_days;SputnikLite;0.09159;-0.54256;0.46504
2022.07_16-08-2022;Липецкая область;165_195_days;SputnikV;-1.021;-2.43183;-0.19016
2022.07_16-08-2022;Липецкая область;21_45_days;AllVaccines;0.0833;-0.76982;0.52518
2022.07_16-08-2022;Липецкая область;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Липецкая область;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Липецкая область;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Липецкая область;21_45_days;SputnikV;-0.1163;-1.15517;0.4218
2022.07_16-08-2022;Липецкая область;45_75_days;AllVaccines;-0.2294;-1.37353;0.36321
2022.07_16-08-2022;Липецкая область;45_75_days;CoviVac;-4.62133;-21.52418;-0.40291
2022.07_16-08-2022;Липецкая область;45_75_days;EpiVacCorona;-1.03888;-7.16961;0.49116
2022.07_16-08-2022;Липецкая область;45_75_days;SputnikLite;-18.79947;-78.33477;-3.94133
2022.07_16-08-2022;Липецкая область;45_75_days;SputnikV;-0.01729;-1.27268;0.54465
2022.07_16-08-2022;Липецкая область;75_90_days;AllVaccines;0.44262;-0.73267;0.8207
2022.07_16-08-2022;Липецкая область;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Липецкая область;75_90_days;EpiVacCorona;-2.68113;-13.74998;0.0813
2022.07_16-08-2022;Липецкая область;75_90_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Липецкая область;75_90_days;SputnikV;0.5567;-0.77627;0.88937
2022.07_16-08-2022;Липецкая область;90_105_days;AllVaccines;-0.88441;-2.51903;-0.00908
2022.07_16-08-2022;Липецкая область;90_105_days;CoviVac;-3.45948;-16.86877;-0.11295
2022.07_16-08-2022;Липецкая область;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Липецкая область;90_105_days;SputnikLite;-2.98236;-14.95696;0.00613
2022.07_16-08-2022;Липецкая область;90_105_days;SputnikV;-1.00198;-3.02028;0.00307
2022.07_16-08-2022;Магаданская область;105_165_days;AllVaccines;0.22171;-1.50045;0.75775
2022.07_16-08-2022;Магаданская область;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;105_165_days;EpiVacCorona;-9.72386;-43.12177;-1.60645
2022.07_16-08-2022;Магаданская область;105_165_days;SputnikLite;0.10629;-2.67703;0.78278
2022.07_16-08-2022;Магаданская область;105_165_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;165_195_days;AllVaccines;-0.39278;-2.86903;0.49862
2022.07_16-08-2022;Магаданская область;165_195_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;165_195_days;EpiVacCorona;-12.03947;-52.64899;-2.16926
2022.07_16-08-2022;Магаданская область;165_195_days;SputnikLite;0.02629;-3.00619;0.76334
2022.07_16-08-2022;Магаданская область;165_195_days;SputnikV;-2.12409;-11.8536;0.24069
2022.07_16-08-2022;Магаданская область;21_45_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;21_45_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;45_75_days;AllVaccines;-1.51853;-9.36211;0.38787
2022.07_16-08-2022;Магаданская область;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;45_75_days;SputnikLite;-2.17401;-12.05901;0.22855
2022.07_16-08-2022;Магаданская область;45_75_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;75_90_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;75_90_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;75_90_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;90_105_days;AllVaccines;-6.53328;-23.20263;-1.3448
2022.07_16-08-2022;Магаданская область;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Магаданская область;90_105_days;SputnikLite;-6.01841;-27.87625;-0.70584
2022.07_16-08-2022;Магаданская область;90_105_days;SputnikV;-17.20307;-73.89389;-3.42428
2022.07_16-08-2022;Московская область;105_165_days;AllVaccines;0.18352;0.11183;0.24942
2022.07_16-08-2022;Московская область;105_165_days;CoviVac;-0.42768;-1.57861;0.20955
2022.07_16-08-2022;Московская область;105_165_days;EpiVacCorona;0.21933;-0.45126;0.58006
2022.07_16-08-2022;Московская область;105_165_days;SputnikLite;0.18608;0.07323;0.28518
2022.07_16-08-2022;Московская область;105_165_days;SputnikV;0.17735;0.08037;0.2641
2022.07_16-08-2022;Московская область;165_195_days;AllVaccines;0.07376;-0.01756;0.15688
2022.07_16-08-2022;Московская область;165_195_days;CoviVac;-0.95557;-3.69911;0.18617
2022.07_16-08-2022;Московская область;165_195_days;EpiVacCorona;-0.88361;-2.62096;0.02015
2022.07_16-08-2022;Московская область;165_195_days;SputnikLite;0.06579;-0.05297;0.17115
2022.07_16-08-2022;Московская область;165_195_days;SputnikV;0.10608;-0.04229;0.23333
2022.07_16-08-2022;Московская область;21_45_days;AllVaccines;0.07213;-0.13657;0.24252
2022.07_16-08-2022;Московская область;21_45_days;CoviVac;-1.24421;-7.97428;0.43879
2022.07_16-08-2022;Московская область;21_45_days;EpiVacCorona;0.0568;-0.97884;0.55043
2022.07_16-08-2022;Московская область;21_45_days;SputnikLite;0.02767;-0.46372;0.35409
2022.07_16-08-2022;Московская область;21_45_days;SputnikV;0.06216;-0.19666;0.265
2022.07_16-08-2022;Московская область;45_75_days;AllVaccines;-0.0592;-0.29339;0.13258
2022.07_16-08-2022;Московская область;45_75_days;CoviVac;-1.94738;-10.78615;0.26295
2022.07_16-08-2022;Московская область;45_75_days;EpiVacCorona;0.19505;-1.14502;0.69794
2022.07_16-08-2022;Московская область;45_75_days;SputnikLite;0.14765;-0.22704;0.40792
2022.07_16-08-2022;Московская область;45_75_days;SputnikV;-0.25226;-0.59786;0.01858
2022.07_16-08-2022;Московская область;75_90_days;AllVaccines;0.20058;-0.09036;0.41389
2022.07_16-08-2022;Московская область;75_90_days;CoviVac;-1.60126;-9.4021;0.3495
2022.07_16-08-2022;Московская область;75_90_days;EpiVacCorona;-1.19771;-4.85647;0.17528
2022.07_16-08-2022;Московская область;75_90_days;SputnikLite;0.08498;-0.47235;0.43135
2022.07_16-08-2022;Московская область;75_90_days;SputnikV;0.30679;-0.07483;0.55292
2022.07_16-08-2022;Московская область;90_105_days;AllVaccines;0.02035;-0.26245;0.2398
2022.07_16-08-2022;Московская область;90_105_days;CoviVac;-3.95285;-14.35862;-0.5972
2022.07_16-08-2022;Московская область;90_105_days;EpiVacCorona;0.23109;-2.07477;0.80772
2022.07_16-08-2022;Московская область;90_105_days;SputnikLite;-0.01918;-0.49745;0.30633
2022.07_16-08-2022;Московская область;90_105_days;SputnikV;0.0161;-0.39191;0.3045
2022.07_16-08-2022;Мурманская область;105_165_days;AllVaccines;0.09932;-0.51303;0.46385
2022.07_16-08-2022;Мурманская область;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;105_165_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;105_165_days;SputnikLite;-0.17792;-1.14993;0.35463
2022.07_16-08-2022;Мурманская область;105_165_days;SputnikV;0.25619;-0.79982;0.69261
2022.07_16-08-2022;Мурманская область;165_195_days;AllVaccines;-0.2022;-0.98825;0.27309
2022.07_16-08-2022;Мурманская область;165_195_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;165_195_days;SputnikLite;-0.40645;-1.56704;0.22943
2022.07_16-08-2022;Мурманская область;165_195_days;SputnikV;-0.19624;-1.68362;0.46677
2022.07_16-08-2022;Мурманская область;21_45_days;AllVaccines;-0.38487;-3.3175;0.55579
2022.07_16-08-2022;Мурманская область;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;21_45_days;SputnikV;-0.7459;-4.44306;0.43999
2022.07_16-08-2022;Мурманская область;45_75_days;AllVaccines;0.14343;-2.44031;0.78673
2022.07_16-08-2022;Мурманская область;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;45_75_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;45_75_days;SputnikV;-0.4;-4.62293;0.65143
2022.07_16-08-2022;Мурманская область;75_90_days;AllVaccines;-0.04238;-3.18658;0.74047
2022.07_16-08-2022;Мурманская область;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;75_90_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;75_90_days;SputnikV;-1.65919;-9.68031;0.33792
2022.07_16-08-2022;Мурманская область;90_105_days;AllVaccines;0.06146;-2.76955;0.76632
2022.07_16-08-2022;Мурманская область;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Мурманская область;90_105_days;SputnikLite;-0.5668;-5.29287;0.6099
2022.07_16-08-2022;Мурманская область;90_105_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;105_165_days;AllVaccines;-3.12323;-10.72842;-0.44956
2022.07_16-08-2022;Ненецкий автономный округ;105_165_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;105_165_days;SputnikLite;-4.49015;-14.61658;-0.93011
2022.07_16-08-2022;Ненецкий автономный округ;105_165_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;165_195_days;AllVaccines;-2.46664;-8.86075;-0.21873
2022.07_16-08-2022;Ненецкий автономный округ;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;165_195_days;SputnikLite;-3.02521;-10.44961;-0.4151
2022.07_16-08-2022;Ненецкий автономный округ;165_195_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;21_45_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;21_45_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;45_75_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;45_75_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;45_75_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;75_90_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;75_90_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;75_90_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;90_105_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;90_105_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Ненецкий автономный округ;90_105_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Нижегородская область;105_165_days;AllVaccines;-0.04973;-0.3554;0.18701
2022.07_16-08-2022;Нижегородская область;105_165_days;CoviVac;-1.4101;-6.48014;0.22346
2022.07_16-08-2022;Нижегородская область;105_165_days;EpiVacCorona;-0.18583;-2.68041;0.61793
2022.07_16-08-2022;Нижегородская область;105_165_days;SputnikLite;-0.14203;-0.64856;0.20886
2022.07_16-08-2022;Нижегородская область;105_165_days;SputnikV;-0.00052;-0.44428;0.3069
2022.07_16-08-2022;Нижегородская область;165_195_days;AllVaccines;-0.32828;-0.66941;-0.05686
2022.07_16-08-2022;Нижегородская область;165_195_days;CoviVac;-6.25713;-18.35826;-1.72059
2022.07_16-08-2022;Нижегородская область;165_195_days;EpiVacCorona;-0.9725;-4.26161;0.26054
2022.07_16-08-2022;Нижегородская область;165_195_days;SputnikLite;-0.22118;-0.62708;0.08346
2022.07_16-08-2022;Нижегородская область;165_195_days;SputnikV;-0.45797;-1.18141;0.02554
2022.07_16-08-2022;Нижегородская область;21_45_days;AllVaccines;-0.05923;-0.97222;0.43112
2022.07_16-08-2022;Нижегородская область;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Нижегородская область;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Нижегородская область;21_45_days;SputnikLite;-0.19488;-1.87445;0.5033
2022.07_16-08-2022;Нижегородская область;21_45_days;SputnikV;-0.28726;-1.86931;0.42249
2022.07_16-08-2022;Нижегородская область;45_75_days;AllVaccines;-0.1423;-1.39976;0.45626
2022.07_16-08-2022;Нижегородская область;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Нижегородская область;45_75_days;EpiVacCorona;NULL;NULL;NULL
